Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
MMTC,NSE:MMTC,DAILY,180d,66.27,65.55,1.1,28130.9,30-03-2026,50.1,143,31
BDL,NSE:BDL,DAILY,180d,1317.0,1292.53,1.89,27586.9,30-03-2026,1086.0,143,17
VEDL,NSE:VEDL,DAILY,180d,268.0,265.15,1.08,25646.4,17-07-2026,249.7,34,2
RVNL,NSE:RVNL,DAILY,180d,227.9,224.7,1.42,11089.7,23-07-2026,220.52,28,1
CAMS,NSE:CAMS,DAILY,180d,749.25,746.26,0.4,10269.0,23-03-2026,606.32,150,1
KPITTECH,NSE:KPITTECH,DAILY,180d,592.9,582.48,1.79,3804.9,15-07-2026,538.45,36,0
APTUS,NSE:APTUS,DAILY,180d,253.3,250.74,1.02,2236.4,30-03-2026,191.24,143,1
BORORENEW,NSE:BORORENEW,DAILY,180d,543.0,535.62,1.38,2183.9,30-03-2026,374.4,143,0
ABBOTINDIA,NSE:ABBOTINDIA,DAILY,180d,26120.0,26034.22,0.33,1955.6,24-04-2026,24574.94,118,13
ONESOURCE,NSE:ONESOURCE,DAILY,180d,1534.5,1509.12,1.68,1122.4,30-01-2026,1057.0,202,0
RELIGARE,NSE:RELIGARE,DAILY,180d,231.65,228.31,1.46,986.6,09-03-2026,196.51,164,1
CAPILLARY,NSE:CAPILLARY,DAILY,180d,506.95,502.96,0.79,674.2,27-03-2026,464.25,146,12
ONEPOINT,NSE:ONEPOINT,DAILY,180d,56.61,55.91,1.25,657.7,30-03-2026,40.58,143,10
SIS,NSE:SIS,DAILY,180d,413.2,407.11,1.5,605.5,23-03-2026,257.05,150,0
BANCOINDIA,NSE:BANCOINDIA,DAILY,180d,625.45,623.48,0.32,595.7,30-03-2026,502.0,143,2
ITI,NSE:ITI,DAILY,180d,279.5,278.23,0.46,524.7,30-03-2026,237.0,143,6
NIVABUPA,NSE:NIVABUPA,DAILY,180d,82.88,82.31,0.69,477.2,24-03-2026,67.5,149,3
PURVA,NSE:PURVA,DAILY,180d,216.4,215.82,0.27,405.8,30-03-2026,160.69,143,9
SUYOG,NSE:SUYOG,DAILY,180d,740.5,735.96,0.62,268.2,06-02-2026,528.0,195,5
NILASPACES,NSE:NILASPACES,DAILY,180d,12.77,12.74,0.21,120.8,30-03-2026,11.35,143,42
