Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
AZO,NYSE:AZO,DAILY,180d,3059.04,3015.99,1.43,22049.6,27-05-2026,2986.01,29,1
SGOV,NYSE:SGOV,DAILY,180d,100.63,99.43,1.2,17867.9,07-10-2025,98.01,261,0
UBER,NYSE:UBER,DAILY,180d,72.25,71.91,0.48,10577.3,27-03-2026,68.46,90,9
SCHW,NYSE:SCHW,DAILY,180d,89.44,88.28,1.32,9764.2,27-05-2026,84.72,29,0
MCK,NYSE:MCK,DAILY,180d,763.81,750.63,1.76,9063.4,11-05-2026,722.88,45,4
CDE,NYSE:CDE,DAILY,365d,15.99,15.89,0.64,5808.0,07-04-2025,4.57,444,2
DVN,NYSE:DVN,DAILY,180d,42.6,42.18,0.99,5408.2,21-10-2025,30.89,247,3
QBTS,NYSE:QBTS,DAILY,180d,21.91,21.6,1.43,4509.2,30-03-2026,12.75,87,1
ZTS,NYSE:ZTS,DAILY,180d,77.82,77.44,0.49,4506.0,15-05-2026,72.38,41,2
GD,NYSE:GD,DAILY,180d,344.7,341.49,0.94,4202.9,28-04-2026,306.77,58,2
SHV,NYSE:SHV,DAILY,180d,110.3,108.97,1.22,3256.1,07-10-2025,107.53,261,0
RJF,NYSE:RJF,DAILY,180d,150.52,150.28,0.16,3191.8,02-04-2026,138.82,84,6
MRSH,NYSE:MRSH,DAILY,180d,162.23,161.37,0.53,3186.4,13-05-2026,158.16,43,3
ARES,NYSE:ARES,DAILY,180d,112.47,111.67,0.72,2829.4,12-03-2026,93.57,105,1
SU,NYSE:SU,DAILY,180d,54.36,53.31,1.97,2529.2,21-10-2025,37.23,247,1
TRU,NYSE:TRU,DAILY,180d,67.0,66.7,0.45,2271.8,20-05-2026,64.4,36,4
HII,NYSE:HII,DAILY,365d,279.09,277.18,0.69,1960.9,06-02-2025,154.1,504,2
ESTC,NYSE:ESTC,DAILY,180d,53.6,52.95,1.23,1816.6,10-04-2026,42.05,76,0
APG,NYSE:APG,DAILY,180d,41.68,40.96,1.75,1785.2,23-10-2025,33.52,245,1
CLF,NYSE:CLF,DAILY,180d,10.76,10.55,1.97,1667.8,20-03-2026,7.73,97,0
GTLS,NYSE:GTLS,DAILY,180d,208.84,206.56,1.1,1598.0,04-11-2025,198.91,233,2
GGG,NYSE:GGG,DAILY,180d,75.94,74.47,1.97,1471.7,21-05-2026,74.24,35,6
LEU,NYSE:LEU,DAILY,180d,170.38,168.79,0.94,1457.8,19-05-2026,163.28,37,6
BN,NYSE:BN,DAILY,365d,43.0,42.69,0.73,1439.0,09-04-2025,28.86,442,24
ACM,NYSE:ACM,DAILY,180d,70.14,69.3,1.21,1367.3,13-05-2026,67.64,43,4
TTE,NYSE:TTE,DAILY,180d,78.28,76.85,1.86,1015.6,10-10-2025,55.92,258,0
ORA,NYSE:ORA,DAILY,180d,120.03,118.15,1.59,843.2,27-02-2026,100.64,118,1
MTDR,NYSE:MTDR,DAILY,180d,50.16,49.62,1.08,793.7,05-11-2025,36.26,232,1
SKM,NYSE:SKM,DAILY,180d,33.55,33.0,1.67,770.4,22-12-2025,19.66,185,1
MGY,NYSE:MGY,DAILY,180d,27.2,27.09,0.41,762.9,07-01-2026,20.82,169,4
DCI,NYSE:DCI,DAILY,180d,89.11,88.75,0.4,699.3,10-10-2025,78.66,258,77
SIG,NYSE:SIG,DAILY,180d,83.63,83.34,0.34,648.7,19-05-2026,71.62,37,0
NATL,NYSE:NATL,DAILY,180d,43.31,42.53,1.83,526.6,18-11-2025,33.31,219,3
DDS,NYSE:DDS,DAILY,180d,581.22,571.5,1.7,465.0,19-05-2026,518.05,37,6
CPRI,NYSE:CPRI,DAILY,180d,18.86,18.62,1.29,433.3,30-03-2026,16.72,87,14
BIPC,NYSE:BIPC,DAILY,180d,38.66,38.48,0.46,399.0,29-04-2026,33.81,57,1
SNN,NYSE:SNN,DAILY,180d,30.22,30.0,0.75,398.6,11-05-2026,29.08,45,4
KB,NYSE:KB,DAILY,180d,99.99,98.83,1.17,360.3,14-10-2025,77.44,254,2
BOX,NYSE:BOX,DAILY,180d,24.93,24.61,1.31,359.6,13-04-2026,21.34,73,1
MAIN,NYSE:MAIN,DAILY,730d,50.19,49.82,0.73,291.0,30-10-2023,30.51,969,1
MAIN,NYSE:MAIN,DAILY,180d,50.19,50.15,0.08,291.0,22-05-2026,48.42,34,2
AMR,NYSE:AMR,DAILY,365d,168.18,165.42,1.67,286.2,25-06-2025,97.41,365,1
E,NYSE:E,DAILY,180d,46.79,46.75,0.08,275.7,14-10-2025,33.26,254,1
FSK,NYSE:FSK,DAILY,180d,10.12,10.08,0.37,271.3,16-03-2026,9.2,101,1
GNL,NYSE:GNL,DAILY,180d,9.03,8.88,1.74,238.2,03-11-2025,7.18,234,0
HTGC,NYSE:HTGC,DAILY,180d,15.24,15.03,1.36,220.3,27-03-2026,13.29,90,0
HGER,NYSE:HGER,DAILY,180d,29.38,28.84,1.88,212.7,10-10-2025,23.8,258,1
RHLD,NYSE:RHLD,DAILY,365d,125.06,123.89,0.94,204.6,14-04-2025,24.22,437,24
WS,NYSE:WS,DAILY,180d,36.83,36.58,0.7,198.0,27-03-2026,27.12,90,0
CAE,NYSE:CAE,DAILY,180d,24.64,24.28,1.47,185.5,22-05-2026,22.76,34,0
PMMF,NYSE:PMMF,DAILY,180d,100.27,99.17,1.11,182.9,07-10-2025,97.64,261,0
STC,NYSE:STC,DAILY,180d,64.56,63.53,1.62,173.6,20-03-2026,56.65,97,2
FG,NYSE:FG,DAILY,180d,26.49,26.17,1.21,132.0,12-03-2026,20.16,105,1
VET,NYSE:VET,DAILY,365d,9.42,9.24,1.97,107.5,09-04-2025,4.99,442,0
HLX,NYSE:HLX,DAILY,180d,8.74,8.74,0.0,105.6,18-12-2025,6.11,189,1
WTI,NYSE:WTI,DAILY,180d,3.19,3.16,0.88,103.8,07-01-2026,1.49,169,2
LADR,NYSE:LADR,DAILY,180d,10.17,10.01,1.6,103.0,27-03-2026,9.44,90,1
