Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
TMPV,NSE:TMPV,DAILY,180d,360.95,354.07,1.94,187648.8,30-03-2026,294.3,79,0
RELIANCE,NSE:RELIANCE,DAILY,180d,1332.7,1329.09,0.27,133658.7,06-04-2026,1284.06,72,14
INFY,NSE:INFY,DAILY,180d,1157.7,1140.6,1.5,69405.5,14-05-2026,1065.93,34,3
HINDUNILVR,NSE:HINDUNILVR,DAILY,180d,2197.6,2172.49,1.16,33214.5,02-04-2026,2022.5,76,13
HCLTECH,NSE:HCLTECH,DAILY,180d,1166.8,1152.32,1.26,26412.5,14-05-2026,1103.4,34,7
ITC,NSE:ITC,DAILY,180d,290.75,290.64,0.04,25081.1,30-03-2026,279.39,79,14
TATAPOWER,NSE:TATAPOWER,DAILY,180d,401.5,397.29,1.06,23921.7,27-01-2026,342.5,141,3
ULTRACEMCO,NSE:ULTRACEMCO,DAILY,180d,11373.0,11283.85,0.79,20197.0,23-03-2026,10325.0,86,10
LTM,NSE:LTM,DAILY,180d,3995.8,3967.74,0.71,19984.2,14-05-2026,3855.63,34,4
IRFC,NSE:IRFC,DAILY,180d,100.44,98.48,1.99,19937.2,30-03-2026,87.0,79,13
ICICIGI,NSE:ICICIGI,DAILY,180d,1790.5,1755.73,1.98,16970.5,02-04-2026,1623.34,76,6
BAJAJFINSV,NSE:BAJAJFINSV,DAILY,180d,1764.6,1731.39,1.92,15944.6,02-04-2026,1597.0,76,8
BRITANNIA,NSE:BRITANNIA,DAILY,180d,5232.0,5195.54,0.7,14169.6,13-05-2026,5279.5,35,11
COLPAL,NSE:COLPAL,DAILY,180d,2034.2,2004.35,1.49,12278.4,30-03-2026,1761.24,79,2
RPOWER,NSE:RPOWER,DAILY,180d,26.85,26.44,1.54,10196.9,30-03-2026,20.17,79,1
DRREDDY,NSE:DRREDDY,DAILY,180d,1269.0,1253.98,1.2,8675.1,21-01-2026,1148.4,147,14
IONEXCHANG,NSE:IONEXCHANG,DAILY,180d,376.25,369.3,1.88,8184.1,23-03-2026,312.7,86,13
IREDA,NSE:IREDA,DAILY,180d,126.46,126.11,0.28,7266.5,30-03-2026,108.08,79,11
JMFINANCIL,NSE:JMFINANCIL,DAILY,180d,126.56,124.45,1.7,6218.5,30-03-2026,110.31,79,9
GILLETTE,NSE:GILLETTE,DAILY,180d,7856.0,7773.32,1.06,5379.9,30-03-2026,7206.0,79,11
CHOICEIN,NSE:CHOICEIN,DAILY,365d,709.75,700.41,1.33,5243.5,03-03-2025,438.45,471,34
NH,NSE:NH,DAILY,180d,1843.1,1822.82,1.11,5153.6,02-04-2026,1589.0,76,0
IEX,NSE:IEX,DAILY,180d,124.18,122.98,0.97,5152.7,30-03-2026,112.82,79,7
JSL,NSE:JSL,DAILY,180d,727.9,717.66,1.43,5092.1,16-03-2026,674.15,93,16
STYLEBAAZA,NSE:STYLEBAAZA,DAILY,180d,350.05,343.55,1.89,4637.7,23-03-2026,229.95,86,14
IRCON,NSE:IRCON,DAILY,180d,140.72,138.72,1.44,4601.7,23-03-2026,114.5,86,12
GHCL,NSE:GHCL,DAILY,180d,445.05,442.13,0.66,4559.9,23-03-2026,408.0,86,25
NCC,NSE:NCC,DAILY,180d,154.36,153.0,0.89,3624.8,30-03-2026,130.0,79,21
PCJEWELLER,NSE:PCJEWELLER,DAILY,180d,8.97,8.88,1.03,3397.1,30-03-2026,7.47,79,9
DALBHARAT,NSE:DALBHARAT,DAILY,180d,1723.4,1693.18,1.78,3152.8,18-05-2026,1675.1,30,8
TEXRAIL,NSE:TEXRAIL,DAILY,180d,109.52,109.43,0.08,2569.8,30-03-2026,78.05,79,15
GPPL,NSE:GPPL,DAILY,180d,154.61,153.13,0.97,2491.5,30-03-2026,141.55,79,2
LUXIND,NSE:LUXIND,DAILY,180d,1242.2,1229.98,0.99,2400.9,30-03-2026,824.05,79,0
CRISIL,NSE:CRISIL,DAILY,180d,4091.5,4029.57,1.54,2241.8,02-04-2026,3678.37,76,15
ABFRL,NSE:ABFRL,DAILY,180d,61.72,61.62,0.17,2236.1,30-03-2026,53.51,79,10
CESC,NSE:CESC,DAILY,180d,169.91,168.26,0.98,2106.6,27-01-2026,138.12,141,3
CCAVENUE,NSE:CCAVENUE,DAILY,180d,14.28,14.02,1.85,2099.0,30-03-2026,12.92,79,35
MOBIKWIK,NSE:MOBIKWIK,DAILY,180d,198.19,198.19,0.0,1973.6,30-03-2026,151.46,79,11
AFCONS,NSE:AFCONS,DAILY,180d,319.1,317.38,0.54,1821.5,23-03-2026,265.8,86,4
KPIGREEN,NSE:KPIGREEN,DAILY,180d,410.15,404.29,1.45,1815.2,09-03-2026,335.65,100,5
GSFC,NSE:GSFC,DAILY,180d,165.94,164.2,1.06,1683.5,30-03-2026,138.83,79,10
JUBLINGREA,NSE:JUBLINGREA,DAILY,180d,649.1,643.28,0.91,1475.5,09-03-2026,537.3,100,12
AWHCL,NSE:AWHCL,DAILY,180d,462.9,461.57,0.29,1330.6,30-03-2026,372.5,79,10
SUMEETINDS,NSE:SUMEETINDS,DAILY,180d,25.85,25.49,1.42,1252.8,25-02-2026,21.64,112,9
KIRIINDUS,NSE:KIRIINDUS,DAILY,180d,395.75,390.72,1.29,1073.5,30-03-2026,333.8,79,3
STARCEMENT,NSE:STARCEMENT,DAILY,180d,214.77,212.11,1.25,1013.6,09-03-2026,196.53,100,8
RTNPOWER,NSE:RTNPOWER,DAILY,180d,9.35,9.3,0.54,954.1,30-03-2026,7.52,79,8
BCG,NSE:BCG,DAILY,180d,10.3,10.25,0.54,876.3,24-03-2026,7.97,85,0
CMSINFO,NSE:CMSINFO,DAILY,180d,294.95,293.62,0.45,862.4,30-03-2026,261.9,79,3
CLEAN,NSE:CLEAN,DAILY,180d,778.65,768.98,1.26,856.8,30-03-2026,652.0,79,9
UBL,NSE:UBL,DAILY,180d,1335.0,1316.09,1.44,772.2,18-05-2026,1337.8,30,3
SANOFI,NSE:SANOFI,DAILY,180d,3304.2,3276.19,0.85,739.3,27-03-2026,3117.68,82,26
BHARATWIRE,NSE:BHARATWIRE,DAILY,180d,213.44,213.12,0.15,738.5,30-03-2026,148.01,79,7
ALOKINDS,NSE:ALOKINDS,DAILY,180d,12.9,12.73,1.31,733.0,30-03-2026,11.11,79,19
AMIRCHAND,NSE:AMIRCHAND,DAILY,180d,129.52,127.14,1.87,720.8,15-04-2026,117.02,63,15
KSCL,NSE:KSCL,DAILY,180d,861.65,851.89,1.15,702.7,05-03-2026,705.1,104,1
VSTTILLERS,NSE:VSTTILLERS,DAILY,180d,4543.6,4485.4,1.3,556.2,18-05-2026,4315.5,30,1
BECTORFOOD,NSE:BECTORFOOD,DAILY,180d,185.77,184.03,0.95,546.0,16-03-2026,174.38,93,24
ATULAUTO,NSE:ATULAUTO,DAILY,180d,468.0,467.14,0.18,526.5,30-03-2026,380.05,79,7
SUBROS,NSE:SUBROS,DAILY,180d,730.65,728.95,0.23,524.9,30-03-2026,622.1,79,11
HGINFRA,NSE:HGINFRA,DAILY,180d,577.0,576.62,0.07,446.2,30-03-2026,429.5,79,12
TARC,NSE:TARC,DAILY,180d,128.79,127.41,1.08,428.1,30-03-2026,109.1,79,5
TEMBO,NSE:TEMBO,DAILY,180d,569.8,561.2,1.53,422.3,30-03-2026,433.35,79,4
SKFINDIA,NSE:SKFINDIA,DAILY,180d,1627.7,1616.54,0.69,422.0,30-03-2026,1404.0,79,10
PICCADIL,NSE:PICCADIL,DAILY,180d,579.45,573.21,1.09,390.1,09-03-2026,515.0,100,1
METROBRAND,NSE:METROBRAND,DAILY,180d,1022.2,1014.25,0.78,383.9,30-03-2026,883.0,79,7
EUREKAFORB,NSE:EUREKAFORB,DAILY,180d,464.5,457.72,1.48,357.7,09-03-2026,403.2,100,15
