Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
LT,NSE:LT,180,PURE FIRST BREAK,0,24-02-2026,08-04-2026,126,4020.0,3912.96,2.74,10%,"8,951,024,460"
AHLUCONT,NSE:AHLUCONT,180,PURE FIRST BREAK,0,13-02-2026,10-04-2026,123,833.95,807.49,3.28,10%,"15,345,514"
USHAMART,NSE:USHAMART,180,PURE FIRST BREAK,0,04-06-2026,02-07-2026,40,509.9,509.38,0.1,10%,"119,290,084"
ARIS,NSE:ARIS,180,PURE FIRST BREAK,0,11-05-2026,28-07-2026,14,133.76,128.6,4.01,10%,"116,932,452"
KAYNES,NSE:KAYNES,180,PURE FIRST BREAK,0,08-05-2026,29-07-2026,14,3828.0,3540.73,8.11,10%,"4,663,039,920"
GRAPHITE,NSE:GRAPHITE,180,PURE FIRST BREAK,0,15-05-2026,04-08-2026,7,730.85,701.17,4.23,10%,"861,886,991"
HINDALCO,NSE:HINDALCO,180,PURE FIRST BREAK,0,29-05-2026,04-08-2026,8,1078.5,1020.42,5.69,10%,"9,476,609,097"
KEI,NSE:KEI,180,PURE FIRST BREAK,0,23-06-2026,04-08-2026,7,5645.0,5378.49,4.96,10%,"2,345,418,470"
NETWEB,NSE:NETWEB,180,PURE FIRST BREAK,0,19-06-2026,04-08-2026,8,4837.4,4714.71,2.6,10%,"2,965,563,173"
OFSS,NSE:OFSS,180,PURE FIRST BREAK,0,20-07-2026,04-08-2026,8,11679.0,11506.45,1.5,10%,"2,857,898,016"
BAHETI,NSE:BAHETI,180,PURE FIRST BREAK,0,29-07-2026,05-08-2026,6,784.0,767.67,2.13,10%,"18,816,000"
HINDZINC,NSE:HINDZINC,180,PURE FIRST BREAK,0,14-05-2026,05-08-2026,7,584.6,584.4,0.03,10%,"4,434,034,727"
KOTYARK,NSE:KOTYARK,180,PURE FIRST BREAK,0,29-06-2026,05-08-2026,6,42.37,39.39,7.57,10%,"33,544,498"
VMART,NSE:VMART,180,PURE FIRST BREAK,0,02-07-2026,05-08-2026,6,814.7,789.07,3.25,10%,"63,803,231"
ZFCVINDIA,NSE:ZFCVINDIA,180,PURE FIRST BREAK,0,24-06-2026,05-08-2026,7,2613.4,2563.24,1.96,10%,"100,234,340"
ANNAPURNA,NSE:ANNAPURNA,180,PURE FIRST BREAK,0,02-04-2026,06-08-2026,5,160.95,151.04,6.56,10%,"17,905,687"
HERITGFOOD,NSE:HERITGFOOD,180,PURE FIRST BREAK,0,11-05-2026,06-08-2026,6,357.65,342.19,4.52,10%,"66,082,632"
SWELECTES,NSE:SWELECTES,180,PURE FIRST BREAK,0,06-05-2026,06-08-2026,5,688.95,655.35,5.13,10%,"18,997,797"
HATSUN,NSE:HATSUN,180,PURE FIRST BREAK,0,23-04-2026,07-08-2026,4,942.5,936.09,0.68,10%,"20,300,508"
PRIMESECU,NSE:PRIMESECU,180,PURE FIRST BREAK,0,23-06-2026,07-08-2026,4,295.45,293.75,0.58,10%,"11,345,280"
PTCIL,NSE:PTCIL,180,PURE FIRST BREAK,0,03-06-2026,07-08-2026,4,18906.0,18580.67,1.75,10%,"179,455,752"
TRUALT,NSE:TRUALT,180,PURE FIRST BREAK,0,10-06-2026,07-08-2026,4,478.1,468.52,2.04,10%,"97,410,486"
GRAVITA,NSE:GRAVITA,180,PURE FIRST BREAK,0,13-07-2026,10-08-2026,2,1815.1,1763.91,2.9,10%,"394,651,742"
JSWINFRA,NSE:JSWINFRA,180,PURE FIRST BREAK,0,13-07-2026,10-08-2026,2,346.6,342.11,1.31,10%,"2,918,068,083"
SENORES,NSE:SENORES,180,PURE FIRST BREAK,0,16-07-2026,10-08-2026,2,1492.4,1422.32,4.93,10%,"399,943,805"
OLECTRA,NSE:OLECTRA,365,PURE FIRST BREAK,0,23-09-2025,13-04-2026,120,1391.6,1275.08,9.14,10%,"921,662,230"
MOTILALOFS,NSE:MOTILALOFS,365,PURE FIRST BREAK,0,28-10-2025,06-05-2026,98,901.0,868.6,3.73,10%,"643,272,554"
BERGEPAINT,NSE:BERGEPAINT,365,PURE FIRST BREAK,0,21-11-2025,07-05-2026,97,559.8,510.69,9.62,10%,"1,034,093,886"
MOLDTKPAC,NSE:MOLDTKPAC,365,PURE FIRST BREAK,0,05-09-2025,13-05-2026,90,678.85,662.83,2.42,10%,"27,196,767"
CIPLA,NSE:CIPLA,365,PURE FIRST BREAK,0,23-10-2025,14-05-2026,90,1463.0,1397.47,4.69,10%,"908,553,723"
NPST,NSE:NPST,365,PURE FIRST BREAK,0,22-08-2025,03-06-2026,69,1535.1,1437.16,6.82,10%,"54,093,853"
MAHLIFE,NSE:MAHLIFE,365,PURE FIRST BREAK,0,01-12-2025,22-06-2026,50,382.65,366.95,4.28,10%,"27,698,885"
MARUTI,NSE:MARUTI,365,PURE FIRST BREAK,0,05-01-2026,30-06-2026,43,13875.0,13872.36,0.02,10%,"4,917,411,000"
OPTIEMUS,NSE:OPTIEMUS,365,PURE FIRST BREAK,0,25-09-2025,02-07-2026,41,558.25,508.37,9.81,10%,"100,331,481"
ECLERX,NSE:ECLERX,365,PURE FIRST BREAK,0,03-02-2026,13-07-2026,29,1795.6,1705.97,5.25,10%,"431,795,109"
SMCGLOBAL,NSE:SMCGLOBAL,365,PURE FIRST BREAK,0,02-01-2026,13-07-2026,29,79.42,77.0,3.14,10%,"27,810,501"
LXCHEM,NSE:LXCHEM,365,PURE FIRST BREAK,0,15-09-2025,15-07-2026,27,174.89,172.64,1.31,10%,"94,476,802"
ABBOTINDIA,NSE:ABBOTINDIA,365,PURE FIRST BREAK,0,13-08-2025,20-07-2026,22,28020.0,27593.85,1.54,10%,"237,329,400"
SANATHAN,NSE:SANATHAN,365,PURE FIRST BREAK,0,12-09-2025,21-07-2026,21,501.4,471.13,6.43,10%,"128,832,221"
63MOONS,NSE:63MOONS,365,PURE FIRST BREAK,0,19-08-2025,29-07-2026,14,867.4,793.65,9.29,10%,"332,059,812"
SHK,NSE:SHK,365,PURE FIRST BREAK,0,04-09-2025,29-07-2026,14,170.89,163.89,4.27,10%,"115,382,193"
BALKRISIND,NSE:BALKRISIND,365,PURE FIRST BREAK,0,10-02-2026,30-07-2026,12,2498.9,2312.18,8.08,10%,"206,983,879"
HYUNDAI,NSE:HYUNDAI,365,PURE FIRST BREAK,0,22-09-2025,31-07-2026,12,2240.0,2106.62,6.33,10%,"1,641,774,400"
ASHOKLEY,NSE:ASHOKLEY,365,PURE FIRST BREAK,0,11-02-2026,03-08-2026,9,176.7,167.66,5.39,10%,"1,875,223,770"
LTM,NSE:LTM,365,PURE FIRST BREAK,0,19-01-2026,03-08-2026,8,4850.0,4474.77,8.39,10%,"1,976,345,900"
EMUDHRA,NSE:EMUDHRA,365,PURE FIRST BREAK,0,19-08-2025,05-08-2026,7,522.65,520.41,0.43,10%,"54,657,172"
MANYAVAR,NSE:MANYAVAR,365,PURE FIRST BREAK,0,25-08-2025,05-08-2026,6,522.0,495.34,5.38,10%,"569,862,702"
MOLDTECH,NSE:MOLDTECH,365,PURE FIRST BREAK,0,16-10-2025,05-08-2026,6,182.75,169.41,7.87,10%,"17,568,306"
WESTLIFE,NSE:WESTLIFE,365,PURE FIRST BREAK,0,04-09-2025,05-08-2026,6,583.45,553.26,5.46,10%,"21,868,873"
DEVYANI,NSE:DEVYANI,365,PURE FIRST BREAK,0,11-09-2025,07-08-2026,4,142.79,131.94,8.22,10%,"3,531,096,867"
FOSECOIND,NSE:FOSECOIND,365,PURE FIRST BREAK,0,08-09-2025,07-08-2026,4,5500.5,5457.32,0.79,10%,"32,161,424"
SAPPHIRE,NSE:SAPPHIRE,365,PURE FIRST BREAK,0,04-09-2025,07-08-2026,5,231.74,214.96,7.81,10%,"815,023,574"
SOMANYCERA,NSE:SOMANYCERA,550,PURE FIRST BREAK,0,10-06-2025,19-05-2026,84,510.25,499.98,2.05,10%,"50,065,730"
GPTHEALTH,NSE:GPTHEALTH,550,PURE FIRST BREAK,0,05-08-2025,02-06-2026,70,160.51,148.23,8.28,10%,"25,310,661"
TARSONS,NSE:TARSONS,550,PURE FIRST BREAK,0,27-05-2025,17-06-2026,55,297.2,271.22,9.58,10%,"141,539,425"
TASTYBITE,NSE:TASTYBITE,550,PURE FIRST BREAK,0,07-08-2025,01-07-2026,42,9505.5,8719.61,9.01,10%,"43,278,542"
COSMOFIRST,NSE:COSMOFIRST,550,PURE FIRST BREAK,0,23-06-2025,03-07-2026,40,909.0,839.49,8.28,10%,"64,440,828"
ASAHISONG,NSE:ASAHISONG,550,PURE FIRST BREAK,0,12-05-2025,23-07-2026,20,329.5,325.48,1.23,10%,"21,740,740"
63MOONS,NSE:63MOONS,550,PURE FIRST BREAK,0,10-07-2025,30-07-2026,13,867.4,813.09,6.68,10%,"332,059,812"
