Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
BAC,NYSE:BAC,DAILY,180d,56.03,55.21,1.48,22956.8,19-03-2026,45.65,189,3
IONQ,NYSE:IONQ,DAILY,180d,44.98,44.69,0.65,19373.1,30-03-2026,25.89,178,28
SGOV,NYSE:SGOV,DAILY,180d,100.62,99.41,1.22,19297.6,07-01-2026,98.09,260,0
UNH,NYSE:UNH,DAILY,180d,375.01,370.46,1.23,17441.7,27-03-2026,252.96,181,0
TJX,NYSE:TJX,DAILY,180d,131.63,129.27,1.83,10706.5,24-08-2026,139.17,31,17
MS,NYSE:MS,DAILY,180d,196.32,195.7,0.31,10199.4,12-03-2026,151.15,196,0
IBM,NYSE:IBM,DAILY,180d,227.06,225.99,0.48,9405.7,23-07-2026,197.77,63,0
SCHW,NYSE:SCHW,DAILY,180d,99.49,98.09,1.42,8860.4,28-05-2026,83.72,119,0
CAH,NYSE:CAH,DAILY,180d,222.62,221.71,0.41,7749.0,13-05-2026,180.06,134,1
ALL,NYSE:ALL,DAILY,180d,227.17,224.07,1.38,6739.0,22-01-2026,188.39,245,2
SYY,NYSE:SYY,DAILY,180d,78.19,76.84,1.75,5360.4,31-03-2026,67.23,177,0
APO,NYSE:APO,DAILY,180d,120.69,118.98,1.43,4642.3,03-03-2026,98.72,205,1
DUK,NYSE:DUK,DAILY,730d,113.23,111.24,1.79,4253.7,13-02-2024,81.59,954,1
EQT,NYSE:EQT,DAILY,180d,51.87,51.71,0.32,4220.0,10-07-2026,47.79,76,5
B,NYSE:B,DAILY,180d,42.32,41.5,1.97,4099.0,17-07-2026,33.9,69,0
LEN,NYSE:LEN,DAILY,180d,81.47,81.42,0.06,3895.2,23-07-2026,79.83,63,15
ITW,NYSE:ITW,DAILY,180d,272.0,269.92,0.77,3639.4,01-06-2026,240.59,115,11
WMB,NYSE:WMB,DAILY,180d,70.58,70.13,0.64,3083.7,06-01-2026,57.23,261,2
CCJ,NYSE:CCJ,DAILY,550d,88.12,86.51,1.87,3048.6,07-04-2025,34.93,535,2
CCJ,NYSE:CCJ,DAILY,365d,88.12,87.11,1.16,3048.6,10-04-2025,37.7,532,2
SHV,NYSE:SHV,DAILY,180d,110.23,108.89,1.24,2994.6,07-01-2026,107.61,260,0
CTVA,NYSE:CTVA,DAILY,180d,79.45,78.38,1.36,2779.2,06-01-2026,66.81,261,8
ALB,NYSE:ALB,DAILY,550d,108.25,107.89,0.34,2708.2,08-04-2025,48.29,534,1
CNP,NYSE:CNP,DAILY,550d,36.82,36.14,1.87,2550.3,14-08-2024,24.22,771,0
NSC,NYSE:NSC,DAILY,180d,313.17,308.79,1.42,2544.5,20-01-2026,274.3,247,21
RSG,NYSE:RSG,DAILY,180d,212.72,211.63,0.51,2348.9,11-05-2026,195.84,136,4
DLR,NYSE:DLR,DAILY,180d,181.0,179.21,1.0,2333.3,08-01-2026,148.46,259,6
TYL,NYSE:TYL,DAILY,180d,326.85,323.01,1.19,2022.9,22-06-2026,270.71,94,2
