Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
MANOMAY,NSE:MANOMAY,180,PURE FIRST BREAK,0,28-04-2026,27-07-2026,56,224.96,217.19,3.58,10%,"38,864,541"
JSWDULUX,NSE:JSWDULUX,180,PURE FIRST BREAK,0,03-07-2026,11-08-2026,41,3159.5,3136.19,0.74,10%,"34,343,765"
OIL,NSE:OIL,180,PURE FIRST BREAK,0,14-05-2026,11-08-2026,42,467.0,466.03,0.21,10%,"1,236,626,741"
LGBBROSLTD,NSE:LGBBROSLTD,180,PURE FIRST BREAK,0,30-04-2026,19-08-2026,33,1731.4,1618.65,6.97,10%,"33,201,327"
MANINFRA,NSE:MANINFRA,180,PURE FIRST BREAK,0,08-05-2026,27-08-2026,26,124.04,118.07,5.06,10%,"130,670,931"
METROPOLIS,NSE:METROPOLIS,180,PURE FIRST BREAK,0,30-07-2026,27-08-2026,25,593.4,584.86,1.46,10%,"110,046,628"
RSWM,NSE:RSWM,180,PURE FIRST BREAK,0,05-08-2026,03-09-2026,18,231.4,219.42,5.46,10%,"77,291,532"
CEIGALL,NSE:CEIGALL,180,PURE FIRST BREAK,0,30-06-2026,04-09-2026,17,379.95,356.14,6.69,10%,"85,532,067"
FELIX,NSE:FELIX,180,PURE FIRST BREAK,0,22-04-2026,04-09-2026,17,208.8,201.68,3.53,10%,"11,066,400"
WOCKPHARMA,NSE:WOCKPHARMA,180,PURE FIRST BREAK,0,01-06-2026,04-09-2026,18,2185.4,2095.12,4.31,10%,"2,199,379,906"
GENESYS,NSE:GENESYS,180,PURE FIRST BREAK,0,22-06-2026,08-09-2026,13,279.09,269.31,3.63,10%,"178,361,114"
GOODLUCK,NSE:GOODLUCK,180,PURE FIRST BREAK,0,13-07-2026,08-09-2026,14,537.05,500.1,7.39,10%,"444,652,149"
ADANIPORTS,NSE:ADANIPORTS,180,PURE FIRST BREAK,0,03-07-2026,09-09-2026,13,1795.0,1752.29,2.44,10%,"1,565,123,325"
NOCIL,NSE:NOCIL,180,PURE FIRST BREAK,0,23-06-2026,09-09-2026,13,193.89,187.97,3.15,10%,"153,116,096"
ISFT,NSE:ISFT,180,PURE FIRST BREAK,0,28-08-2026,17-09-2026,4,92.09,90.37,1.91,10%,"15,198,717"
TSFINV,NSE:TSFINV,180,PURE FIRST BREAK,0,14-07-2026,17-09-2026,4,460.35,447.07,2.97,10%,"52,491,870"
LUMAXTECH,NSE:LUMAXTECH,180,PURE FIRST BREAK,0,01-09-2026,18-09-2026,4,2116.4,2059.01,2.79,10%,"290,075,887"
TATVA,NSE:TATVA,180,PURE FIRST BREAK,0,03-08-2026,18-09-2026,4,1744.2,1730.57,0.79,10%,"93,618,188"
KAJARIACER,NSE:KAJARIACER,365,PURE FIRST BREAK,0,17-10-2025,08-04-2026,166,1200.5,1111.18,8.04,10%,"115,340,438"
DHARMAJ,NSE:DHARMAJ,365,PURE FIRST BREAK,0,23-09-2025,09-04-2026,165,281.25,268.61,4.71,10%,"16,616,250"
INDIGO,NSE:INDIGO,365,PURE FIRST BREAK,0,24-11-2025,15-06-2026,99,5030.0,4882.25,3.03,10%,"4,395,379,990"
AARTIDRUGS,NSE:AARTIDRUGS,365,PURE FIRST BREAK,0,10-11-2025,14-07-2026,69,435.5,411.23,5.9,10%,"49,706,228"
DPABHUSHAN,NSE:DPABHUSHAN,365,PURE FIRST BREAK,0,20-11-2025,15-07-2026,68,1422.6,1331.93,6.81,10%,"25,255,417"
SHOPERSTOP,NSE:SHOPERSTOP,365,PURE FIRST BREAK,0,23-09-2025,15-07-2026,68,394.95,392.29,0.68,10%,"20,398,378"
BECTORFOOD,NSE:BECTORFOOD,365,PURE FIRST BREAK,0,12-12-2025,20-07-2026,64,217.81,211.85,2.82,10%,"279,790,010"
WESTLIFE,NSE:WESTLIFE,365,PURE FIRST BREAK,0,29-09-2025,05-08-2026,47,564.1,553.12,1.99,10%,"47,588,602"
DEVYANI,NSE:DEVYANI,365,PURE FIRST BREAK,0,24-09-2025,07-08-2026,46,144.51,132.28,9.24,10%,"341,819,172"
ORIENTCER,NSE:ORIENTCER,365,PURE FIRST BREAK,0,02-01-2026,14-08-2026,38,47.53,43.6,9.01,10%,"11,105,622"
PARAGMILK,NSE:PARAGMILK,365,PURE FIRST BREAK,0,13-11-2025,31-08-2026,21,271.3,254.69,6.52,10%,"462,989,707"
ZENTEC,NSE:ZENTEC,550,PURE FIRST BREAK,0,05-06-2025,17-04-2026,158,1673.8,1657.72,0.97,10%,"422,162,501"
LLOYDSENT,NSE:LLOYDSENT,550,PURE FIRST BREAK,0,04-07-2025,20-04-2026,154,70.49,69.72,1.1,10%,"220,583,927"
TASTYBITE,NSE:TASTYBITE,550,PURE FIRST BREAK,0,07-08-2025,01-07-2026,82,9798.0,9283.82,5.54,10%,"10,121,334"
COSMOFIRST,NSE:COSMOFIRST,550,PURE FIRST BREAK,0,23-06-2025,03-07-2026,80,866.45,848.49,2.12,10%,"28,637,906"
LODHA,NSE:LODHA,550,PURE FIRST BREAK,0,09-06-2025,03-07-2026,81,1144.0,1072.95,6.62,10%,"741,116,376"
LXCHEM,NSE:LXCHEM,550,PURE FIRST BREAK,0,15-09-2025,15-07-2026,69,178.01,173.28,2.73,10%,"131,028,529"
DEVYANI,NSE:DEVYANI,550,PURE FIRST BREAK,0,11-09-2025,07-08-2026,46,144.51,133.24,8.46,10%,"341,819,172"
MOTISONS,NSE:MOTISONS,550,PURE FIRST BREAK,0,08-07-2025,14-08-2026,38,17.94,16.32,9.94,10%,"792,849,856"
PRABHA,NSE:PRABHA,550,PURE FIRST BREAK,0,16-07-2025,18-08-2026,34,230.12,219.15,5.01,10%,"41,177,442"
MVGJL,NSE:MVGJL,550,PURE FIRST BREAK,0,09-06-2025,07-09-2026,15,213.26,206.82,3.12,10%,"86,961,881"
TEXMOPIPES,NSE:TEXMOPIPES,550,PURE FIRST BREAK,0,10-07-2025,07-09-2026,15,59.38,54.75,8.46,10%,"16,060,687"
BALPHARMA,NSE:BALPHARMA,550,PURE FIRST BREAK,0,04-04-2025,09-09-2026,12,109.37,101.59,7.66,10%,"13,987,439"
TIPSMUSIC,NSE:TIPSMUSIC,730,PURE FIRST BREAK,0,06-11-2024,23-04-2026,151,660.0,650.57,1.45,10%,"128,324,460"
GRINDWELL,NSE:GRINDWELL,730,PURE FIRST BREAK,0,17-10-2024,11-05-2026,133,1966.8,1820.55,8.03,10%,"153,929,639"
GALAPREC,NSE:GALAPREC,730,PURE FIRST BREAK,0,27-12-2024,15-06-2026,99,1058.0,1044.1,1.33,10%,"48,289,236"
BOSCH-HCIL,NSE:BOSCH-HCIL,730,PURE FIRST BREAK,0,16-10-2024,07-08-2026,45,1685.7,1672.46,0.79,10%,"22,799,092"
PPLPHARMA,NSE:PPLPHARMA,730,PURE FIRST BREAK,0,06-11-2024,07-08-2026,46,210.12,209.5,0.3,10%,"519,015,299"
PITTIENG,NSE:PITTIENG,730,PURE FIRST BREAK,0,05-12-2024,12-08-2026,40,1134.4,1047.11,8.34,10%,"50,489,876"
JINDWORLD,NSE:JINDWORLD,730,PURE FIRST BREAK,0,08-01-2025,03-09-2026,19,52.22,47.64,9.6,10%,"812,966,828"
FROG,NSE:FROG,730,PURE FIRST BREAK,0,23-01-2025,16-09-2026,5,275.5,268.47,2.62,10%,"15,758,600"
