Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
BALKRISIND,NSE:BALKRISIND,DAILY,180d,2279.2,2237.9,1.85,220680.1,11-06-2026,1963.17,81,9
ADANIPORTS,NSE:ADANIPORTS,DAILY,180d,1593.1,1588.76,0.27,153285.2,23-01-2026,1286.58,220,19
JSWENERGY,NSE:JSWENERGY,DAILY,180d,520.4,517.46,0.57,31003.5,27-01-2026,426.3,216,0
DRREDDY,NSE:DRREDDY,DAILY,180d,1154.4,1153.29,0.1,23108.3,23-07-2026,1101.0,39,0
ENRIN,NSE:ENRIN,DAILY,180d,3229.6,3169.5,1.9,22224.6,23-01-2026,2111.59,220,5
BIOCON,NSE:BIOCON,DAILY,180d,412.0,404.61,1.83,15435.2,07-04-2026,337.3,146,0
KPITTECH,NSE:KPITTECH,DAILY,180d,585.0,582.79,0.38,13599.1,15-07-2026,538.45,47,0
GICRE,NSE:GICRE,DAILY,180d,354.75,354.67,0.02,3802.1,17-06-2026,346.7,75,4
ITCHOTELS,NSE:ITCHOTELS,DAILY,180d,160.09,159.13,0.6,3423.8,30-03-2026,136.41,154,4
MOSCHIP,NSE:MOSCHIP,DAILY,180d,214.18,211.0,1.51,3380.9,30-03-2026,146.8,154,15
CANFINHOME,NSE:CANFINHOME,DAILY,365d,795.3,789.89,0.68,3086.1,12-03-2025,581.24,537,2
MGL,NSE:MGL,DAILY,180d,1069.3,1057.24,1.14,2652.6,23-03-2026,885.65,161,0
NCC,NSE:NCC,DAILY,180d,148.37,147.3,0.72,2274.3,30-03-2026,128.02,154,39
FIEMIND,NSE:FIEMIND,DAILY,365d,2036.2,2020.42,0.78,1635.7,07-04-2025,1215.36,511,3
ONESOURCE,NSE:ONESOURCE,DAILY,180d,1519.1,1509.7,0.62,1501.3,30-01-2026,1057.0,213,1
HDBFS,NSE:HDBFS,DAILY,180d,682.35,675.07,1.08,1456.2,30-03-2026,553.72,154,9
INDIAMART,NSE:INDIAMART,DAILY,180d,1755.4,1755.29,0.01,1391.8,30-07-2026,1730.0,32,8
BERGEPAINT,NSE:BERGEPAINT,DAILY,180d,497.75,493.88,0.78,1303.2,16-03-2026,388.17,168,1
PGHL,NSE:PGHL,DAILY,180d,5768.0,5750.47,0.3,1216.0,06-04-2026,4670.26,147,3
YATRA,NSE:YATRA,DAILY,180d,106.42,105.9,0.49,847.1,30-03-2026,89.9,154,24
TIPSMUSIC,NSE:TIPSMUSIC,DAILY,180d,643.85,639.92,0.61,791.4,30-03-2026,481.15,154,2
TRIDENT,NSE:TRIDENT,DAILY,180d,24.18,24.07,0.44,696.3,17-03-2026,21.53,167,1
VMARCIND,NSE:VMARCIND,DAILY,730d,376.0,369.59,1.73,637.3,18-03-2024,69.65,893,31
JASH,NSE:JASH,DAILY,180d,465.55,457.23,1.82,530.8,30-03-2026,326.61,154,5
ORIANA,NSE:ORIANA,DAILY,180d,1299.1,1291.61,0.58,334.2,30-07-2026,1342.3,29,10
ARKADE,NSE:ARKADE,DAILY,180d,123.35,122.67,0.55,232.6,30-03-2026,92.62,154,6
NIITMTS,NSE:NIITMTS,DAILY,180d,227.12,224.66,1.09,150.2,29-05-2026,200.5,94,0
DBCORP,NSE:DBCORP,DAILY,180d,199.2,199.11,0.05,129.7,30-03-2026,180.2,154,40
TPLPLASTEH,NSE:TPLPLASTEH,DAILY,180d,71.5,70.8,0.99,117.2,30-03-2026,50.01,154,9
