Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SBIN,NSE:SBIN,DAILY,180d,1009.7,1008.9,0.08,55574.2,18-05-2026,933.9,115,3
LT,NSE:LT,DAILY,180d,3955.0,3877.78,1.99,54458.4,23-03-2026,3256.29,171,11
HEROMOTOCO,NSE:HEROMOTOCO,DAILY,180d,5280.0,5217.95,1.19,26461.5,30-06-2026,4603.78,72,1
SAMHI,NSE:SAMHI,DAILY,180d,160.2,159.18,0.64,22473.1,30-03-2026,127.0,164,17
HINDALCO,NSE:HINDALCO,DAILY,180d,1014.0,994.29,1.98,22031.9,23-03-2026,831.61,171,28
POLYCAB,NSE:POLYCAB,DAILY,180d,8358.0,8309.54,0.58,21669.8,27-01-2026,6631.53,226,18
INDUSTOWER,NSE:INDUSTOWER,DAILY,180d,372.0,371.43,0.15,16707.1,31-07-2026,357.93,41,1
CIPLA,NSE:CIPLA,DAILY,180d,1373.3,1346.4,2.0,11346.5,02-04-2026,1154.87,161,0
YESBANK,NSE:YESBANK,DAILY,180d,22.3,22.01,1.32,10701.9,30-03-2026,17.2,164,0
360ONE,NSE:360ONE,DAILY,180d,1094.9,1083.09,1.09,9188.0,07-04-2026,900.82,156,0
ANGELONE,NSE:ANGELONE,DAILY,180d,297.3,296.76,0.18,7610.6,13-03-2026,206.48,181,13
ICICIAMC,NSE:ICICIAMC,DAILY,180d,3033.5,2982.1,1.72,7218.5,22-12-2025,2506.98,262,3
ENRIN,NSE:ENRIN,DAILY,180d,3179.1,3167.66,0.36,6754.7,23-01-2026,2111.59,230,5
APTUS,NSE:APTUS,DAILY,180d,252.2,250.9,0.52,4104.4,30-03-2026,191.24,164,1
PATANJALI,NSE:PATANJALI,DAILY,180d,339.75,336.43,0.99,3791.4,15-07-2026,326.06,57,0
SHARDAMOTR,NSE:SHARDAMOTR,DAILY,365d,946.25,935.11,1.19,2085.2,07-04-2025,614.57,521,177
VIKRAMSOLR,NSE:VIKRAMSOLR,DAILY,180d,165.61,164.65,0.59,1591.3,07-08-2026,155.38,34,0
CANFINHOME,NSE:CANFINHOME,DAILY,550d,782.2,769.94,1.59,1539.8,25-02-2025,545.13,562,0
SIRCA,NSE:SIRCA,DAILY,180d,431.55,424.47,1.67,1351.4,17-07-2026,383.11,55,0
GICRE,NSE:GICRE,DAILY,180d,343.7,341.47,0.65,1205.9,17-06-2026,333.8,85,4
V2RETAIL,NSE:V2RETAIL,DAILY,180d,218.13,214.6,1.65,1152.4,23-03-2026,172.03,171,0
COROMANDEL,NSE:COROMANDEL,DAILY,180d,1961.9,1950.5,0.58,764.4,08-06-2026,1704.84,94,10
ESCORTS,NSE:ESCORTS,DAILY,180d,2958.4,2908.11,1.73,750.0,02-06-2026,2669.79,100,1
LLOYDSENT,NSE:LLOYDSENT,DAILY,180d,70.01,69.93,0.12,703.7,30-03-2026,40.66,164,0
HONAUT,NSE:HONAUT,DAILY,180d,34150.0,33534.67,1.83,624.3,30-03-2026,26146.08,164,5
DOMS,NSE:DOMS,DAILY,180d,2165.6,2157.53,0.37,315.5,09-03-2026,2020.55,185,3
INNOVISION,NSE:INNOVISION,DAILY,180d,266.8,264.04,1.05,147.5,12-08-2026,274.0,29,9
