Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
RELIANCE,NSE:RELIANCE,DAILY,180d,1317.0,1291.41,1.98,93709.2,24-07-2026,1249.8,32,0
ANGELONE,NSE:ANGELONE,DAILY,180d,300.9,297.41,1.17,32574.3,13-03-2026,206.48,165,13
INDUSTOWER,NSE:INDUSTOWER,DAILY,365d,387.25,382.31,1.29,27090.8,03-09-2025,301.21,356,15
MAXHEALTH,NSE:MAXHEALTH,DAILY,180d,1016.0,1013.0,0.3,19202.0,07-04-2026,901.4,140,6
APTUS,NSE:APTUS,DAILY,180d,254.4,250.76,1.45,12982.4,30-03-2026,191.24,148,1
ICICIGI,NSE:ICICIGI,DAILY,180d,1616.0,1591.0,1.57,11422.7,16-07-2026,1544.6,40,0
KPITTECH,NSE:KPITTECH,DAILY,180d,592.0,582.42,1.65,9371.2,15-07-2026,538.45,41,0
CAMS,NSE:CAMS,DAILY,180d,749.95,746.27,0.49,6084.4,23-03-2026,606.32,155,1
TENNIND,NSE:TENNIND,DAILY,180d,546.15,540.19,1.1,4285.8,18-12-2025,438.05,250,8
INOXGREEN,NSE:INOXGREEN,DAILY,180d,173.51,171.52,1.16,3482.8,23-03-2026,132.58,155,1
CSBBANK,NSE:CSBBANK,DAILY,180d,339.35,333.78,1.67,2901.9,29-06-2026,317.35,57,23
NCC,NSE:NCC,DAILY,180d,148.31,147.32,0.67,2391.6,30-03-2026,128.02,148,39
ZENSARTECH,NSE:ZENSARTECH,DAILY,180d,472.1,467.37,1.01,2292.8,01-07-2026,412.97,55,2
REFEX,NSE:REFEX,DAILY,180d,290.0,285.25,1.67,1446.1,23-03-2026,187.4,155,1
UBL,NSE:UBL,DAILY,180d,1348.6,1345.73,0.21,1381.9,02-06-2026,1266.98,84,1
MAPMYINDIA,NSE:MAPMYINDIA,DAILY,180d,964.3,950.25,1.48,1330.8,30-03-2026,792.67,148,29
RICOAUTO,NSE:RICOAUTO,DAILY,180d,127.89,126.42,1.16,1261.2,30-03-2026,99.26,148,1
GRMOVER,NSE:GRMOVER,DAILY,180d,89.13,88.78,0.4,1007.3,11-06-2026,81.95,75,5
ONESOURCE,NSE:ONESOURCE,DAILY,180d,1516.1,1509.89,0.41,910.2,30-01-2026,1057.0,207,0
HDBFS,NSE:HDBFS,DAILY,180d,687.6,674.55,1.93,638.3,30-03-2026,553.72,148,9
TRIDENT,NSE:TRIDENT,DAILY,180d,24.42,24.07,1.45,511.3,17-03-2026,21.53,161,1
ADFFOODS,NSE:ADFFOODS,DAILY,180d,276.7,272.76,1.44,446.0,27-03-2026,152.76,151,18
KALAMANDIR,NSE:KALAMANDIR,DAILY,180d,86.9,86.03,1.01,393.0,22-07-2026,84.75,34,2
DATAMATICS,NSE:DATAMATICS,DAILY,180d,799.2,791.07,1.03,367.9,30-03-2026,632.0,148,0
SKFINDIA,NSE:SKFINDIA,DAILY,180d,1568.3,1554.33,0.9,264.2,30-03-2026,1370.53,148,25
MHRIL,NSE:MHRIL,DAILY,180d,219.1,216.12,1.38,194.8,22-07-2026,207.9,34,0
