Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
LT,NSE:LT,180,PURE FIRST BREAK,0,24-02-2026,08-04-2026,132,4064.3,3915.74,3.79,10%,"5,509,463,539"
HINDPETRO,NSE:HINDPETRO,180,PURE FIRST BREAK,0,25-02-2026,16-04-2026,124,366.0,365.24,0.21,10%,"1,947,387,546"
KNAGRI,NSE:KNAGRI,180,PURE FIRST BREAK,0,13-04-2026,12-06-2026,66,216.19,207.46,4.21,10%,"24,789,859"
ABREL,NSE:ABREL,180,PURE FIRST BREAK,0,07-05-2026,01-07-2026,47,1402.1,1383.95,1.31,10%,"244,066,347"
SHERA,NSE:SHERA,180,PURE FIRST BREAK,0,14-05-2026,17-07-2026,31,177.0,170.98,3.52,10%,"14,337,000"
MANOMAY,NSE:MANOMAY,180,PURE FIRST BREAK,0,28-04-2026,27-07-2026,21,215.35,208.36,3.35,10%,"12,057,878"
ARIS,NSE:ARIS,180,PURE FIRST BREAK,0,11-05-2026,28-07-2026,21,135.97,129.21,5.23,10%,"53,105,395"
KAYNES,NSE:KAYNES,180,PURE FIRST BREAK,0,08-05-2026,29-07-2026,20,3644.1,3546.28,2.76,10%,"1,873,369,911"
NATIONALUM,NSE:NATIONALUM,180,PURE FIRST BREAK,0,02-06-2026,03-08-2026,15,388.0,374.86,3.5,10%,"1,095,871,468"
APOLLOPIPE,NSE:APOLLOPIPE,180,PURE FIRST BREAK,0,21-05-2026,04-08-2026,13,545.3,524.21,4.02,10%,"445,493,186"
GRAPHITE,NSE:GRAPHITE,180,PURE FIRST BREAK,0,15-05-2026,04-08-2026,13,729.5,702.71,3.81,10%,"384,974,658"
HINDALCO,NSE:HINDALCO,180,PURE FIRST BREAK,0,29-05-2026,04-08-2026,14,1041.6,1021.98,1.92,10%,"2,630,440,954"
NAM-INDIA,NSE:NAM-INDIA,180,PURE FIRST BREAK,0,02-07-2026,04-08-2026,13,1202.7,1190.53,1.02,10%,"1,218,495,010"
OFSS,NSE:OFSS,180,PURE FIRST BREAK,0,20-07-2026,04-08-2026,14,11623.0,11528.87,0.82,10%,"1,295,918,008"
BAHETI,NSE:BAHETI,180,PURE FIRST BREAK,0,29-07-2026,05-08-2026,12,789.0,778.34,1.37,10%,"13,610,250"
BIL,NSE:BIL,180,PURE FIRST BREAK,0,08-04-2026,05-08-2026,12,854.9,814.83,4.92,10%,"16,590,190"
VMART,NSE:VMART,180,PURE FIRST BREAK,0,02-07-2026,05-08-2026,12,792.3,790.68,0.2,10%,"41,802,540"
ZFCVINDIA,NSE:ZFCVINDIA,180,PURE FIRST BREAK,0,24-06-2026,05-08-2026,12,2623.7,2565.53,2.27,10%,"238,769,814"
ANNAPURNA,NSE:ANNAPURNA,180,PURE FIRST BREAK,0,02-04-2026,06-08-2026,11,163.0,151.82,7.36,10%,"22,319,264"
DYNAMATECH,NSE:DYNAMATECH,180,PURE FIRST BREAK,0,08-05-2026,06-08-2026,12,11770.0,11116.4,5.88,10%,"397,119,800"
GRETEX,NSE:GRETEX,180,PURE FIRST BREAK,0,15-07-2026,06-08-2026,6,300.0,291.08,3.07,10%,"10,350,000"
HERITGFOOD,NSE:HERITGFOOD,180,PURE FIRST BREAK,0,11-05-2026,06-08-2026,11,363.65,342.59,6.15,10%,"56,637,759"
HATSUN,NSE:HATSUN,180,PURE FIRST BREAK,0,23-04-2026,07-08-2026,10,968.8,939.91,3.07,10%,"31,881,270"
TRUALT,NSE:TRUALT,180,PURE FIRST BREAK,0,10-06-2026,07-08-2026,11,474.5,470.9,0.76,10%,"146,739,600"
ANDHRSUGAR,NSE:ANDHRSUGAR,180,PURE FIRST BREAK,0,06-05-2026,10-08-2026,7,101.98,95.9,6.34,10%,"99,920,823"
GRAVITA,NSE:GRAVITA,180,PURE FIRST BREAK,0,13-07-2026,10-08-2026,7,1821.7,1769.58,2.95,10%,"501,646,981"
VMARCIND,NSE:VMARCIND,180,PURE FIRST BREAK,0,17-06-2026,10-08-2026,7,360.2,346.65,3.91,10%,"93,471,903"
JSWDULUX,NSE:JSWDULUX,180,PURE FIRST BREAK,0,03-07-2026,11-08-2026,7,3110.4,3104.53,0.19,10%,"32,457,023"
LICI,NSE:LICI,180,PURE FIRST BREAK,0,17-07-2026,11-08-2026,7,410.0,404.72,1.31,10%,"2,203,533,520"
OIL,NSE:OIL,180,PURE FIRST BREAK,0,14-05-2026,11-08-2026,7,480.5,461.33,4.16,10%,"2,402,906,984"
