Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
FTS,NYSE:FTS,180,PURE FIRST BREAK,0,16-03-2026,07-04-2026,84,57.23,56.6,1.12,10%,"47,638,252"
UCB,NYSE:UCB,180,PURE FIRST BREAK,0,06-02-2026,07-04-2026,84,35.09,33.18,5.77,10%,"32,374,034"
BOND,NYSE:BOND,180,PURE FIRST BREAK,0,27-02-2026,08-04-2026,83,92.21,91.78,0.47,10%,"45,146,016"
EVR,NYSE:EVR,180,PURE FIRST BREAK,0,16-01-2026,08-04-2026,83,341.44,332.27,2.76,10%,"120,903,905"
FHN,NYSE:FHN,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,83,25.64,24.14,6.21,10%,"96,167,946"
GBCI,NYSE:GBCI,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,83,51.58,48.29,6.81,10%,"73,996,671"
RF,NYSE:RF,180,PURE FIRST BREAK,0,12-02-2026,08-04-2026,83,30.2,27.71,9.0,10%,"265,645,247"
TFC,NYSE:TFC,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,83,49.82,48.98,1.72,10%,"340,016,516"
MC,NYSE:MC,180,PURE FIRST BREAK,0,16-01-2026,09-04-2026,82,65.42,64.13,2.01,10%,"60,592,002"
NLY,NYSE:NLY,180,PURE FIRST BREAK,0,28-01-2026,09-04-2026,82,22.36,21.43,4.33,10%,"273,026,787"
PB,NYSE:PB,180,PURE FIRST BREAK,0,12-02-2026,09-04-2026,82,73.03,69.34,5.32,10%,"259,950,281"
CRBG,NYSE:CRBG,180,PURE FIRST BREAK,0,12-02-2026,15-04-2026,76,28.63,26.95,6.25,10%,"91,232,355"
U,NYSE:U,180,PURE FIRST BREAK,0,13-01-2026,15-04-2026,76,28.58,26.08,9.6,10%,"159,962,260"
DX,NYSE:DX,180,PURE FIRST BREAK,0,28-01-2026,17-04-2026,74,13.11,12.97,1.06,10%,"106,429,599"
HRI,NYSE:HRI,180,PURE FIRST BREAK,0,11-02-2026,28-04-2026,63,143.34,133.08,7.71,10%,"54,268,523"
V,NYSE:V,180,PURE FIRST BREAK,0,06-01-2026,29-04-2026,62,343.09,324.79,5.64,10%,"2,729,486,775"
NOMD,NYSE:NOMD,180,PURE FIRST BREAK,0,20-02-2026,18-05-2026,43,10.95,10.24,6.95,10%,"18,251,460"
MMM,NYSE:MMM,180,PURE FIRST BREAK,0,12-02-2026,26-05-2026,35,161.91,154.68,4.67,10%,"651,623,001"
A,NYSE:A,180,PURE FIRST BREAK,0,13-01-2026,28-05-2026,33,132.83,124.89,6.35,10%,"268,754,943"
HEI-A,NYSE:HEI-A,180,PURE FIRST BREAK,0,13-01-2026,28-05-2026,33,257.91,239.68,7.61,10%,"140,870,444"
TKO,NYSE:TKO,180,PURE FIRST BREAK,0,26-02-2026,28-05-2026,33,201.31,200.64,0.33,10%,"571,438,559"
