Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
RELIANCE,NSE:RELIANCE,DAILY,180d,1316.0,1290.76,1.96,71522.9,24-07-2026,1249.8,28,0
BRITANNIA,NSE:BRITANNIA,DAILY,180d,5365.0,5262.28,1.95,37796.1,04-06-2026,4952.52,78,1
NCC,NSE:NCC,DAILY,180d,149.56,147.34,1.5,31144.1,30-03-2026,128.02,144,39
INDUSTOWER,NSE:INDUSTOWER,DAILY,180d,375.75,372.09,0.98,15621.1,07-07-2026,361.45,45,5
ICICIGI,NSE:ICICIGI,DAILY,180d,1617.0,1590.44,1.67,14821.3,16-07-2026,1544.6,36,0
CAMS,NSE:CAMS,DAILY,180d,753.0,746.27,0.9,12287.6,23-03-2026,606.32,151,1
MANKIND,NSE:MANKIND,DAILY,180d,2384.0,2343.71,1.72,8183.3,23-03-2026,1909.7,151,0
PRSMJOHNSN,NSE:PRSMJOHNSN,DAILY,180d,107.97,107.09,0.82,7631.6,24-07-2026,106.01,28,5
AGIIL,NSE:AGIIL,DAILY,365d,291.25,288.97,0.79,6653.7,07-04-2025,137.0,501,1
MSUMI,NSE:MSUMI,DAILY,180d,38.36,38.36,0.01,6160.9,23-03-2026,35.19,151,15
RVNL,NSE:RVNL,DAILY,180d,225.3,224.9,0.18,5904.8,24-07-2026,220.15,28,2
KPITTECH,NSE:KPITTECH,DAILY,180d,589.3,582.51,1.17,5329.8,15-07-2026,538.45,37,0
PNGJL,NSE:PNGJL,DAILY,180d,602.9,595.59,1.23,4661.5,04-03-2026,503.0,170,34
CCL,NSE:CCL,DAILY,180d,1082.3,1068.57,1.29,4121.3,09-01-2026,901.56,224,2
SENCO,NSE:SENCO,DAILY,180d,344.4,337.93,1.92,3964.1,30-03-2026,275.2,144,3
POWERMECH,NSE:POWERMECH,DAILY,180d,2502.4,2475.43,1.09,3235.0,30-03-2026,1717.7,144,8
ABBOTINDIA,NSE:ABBOTINDIA,DAILY,180d,26230.0,26041.97,0.72,2302.7,24-04-2026,24574.94,119,13
AGARWALEYE,NSE:AGARWALEYE,DAILY,180d,500.2,493.73,1.31,2266.9,30-03-2026,401.0,144,0
NORTHARC,NSE:NORTHARC,DAILY,180d,288.35,283.85,1.59,2193.1,30-03-2026,206.0,144,2
GICRE,NSE:GICRE,DAILY,180d,355.75,355.21,0.15,2147.8,17-06-2026,346.7,65,2
