Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.56,99.33,1.24,18539.0,26-11-2025,97.96,264,0
LHX,NYSE:LHX,DAILY,550d,278.38,278.21,0.06,6775.3,20-02-2025,188.04,543,3
UPS,NYSE:UPS,DAILY,180d,102.02,100.47,1.55,4634.7,26-11-2025,89.51,264,27
MOD,NYSE:MOD,DAILY,180d,216.75,214.33,1.13,3533.0,06-01-2026,111.18,223,14
SNAP,NYSE:SNAP,DAILY,180d,5.18,5.09,1.81,3237.6,27-03-2026,3.81,143,33
SO,NYSE:SO,DAILY,180d,92.29,90.79,1.66,3163.7,10-12-2025,81.79,250,3
STZ,NYSE:STZ,DAILY,180d,130.56,130.17,0.3,2968.5,06-07-2026,127.67,42,3
SHV,NYSE:SHV,DAILY,180d,110.24,108.83,1.3,2201.7,26-11-2025,107.46,264,0
ROK,NYSE:ROK,DAILY,180d,444.6,436.46,1.86,2034.4,30-03-2026,345.4,140,1
NI,NYSE:NI,DAILY,365d,42.37,42.06,0.74,1859.9,07-04-2025,34.24,497,3
WEC,NYSE:WEC,DAILY,180d,110.49,109.61,0.8,1613.3,12-12-2025,100.35,248,11
PNR,NYSE:PNR,DAILY,180d,64.1,63.3,1.27,1570.5,15-07-2026,57.35,33,0
CAVA,NYSE:CAVA,DAILY,180d,71.02,70.79,0.32,1554.9,26-11-2025,48.7,264,22
CAVA,NYSE:CAVA,DAILY,365d,71.02,69.87,1.65,1554.9,20-11-2025,43.41,270,22
DY,NYSE:DY,DAILY,180d,432.89,430.98,0.44,1509.7,30-03-2026,323.79,140,16
WOLF,NYSE:WOLF,DAILY,365d,34.96,34.67,0.84,1483.6,29-09-2025,8.05,322,107
FIS,NYSE:FIS,DAILY,180d,41.17,41.14,0.08,1311.8,22-06-2026,37.42,56,0
PDI,NYSE:PDI,DAILY,730d,15.43,15.43,0.02,1305.5,13-12-2023,11.74,978,1
NVR,NYSE:NVR,DAILY,180d,6298.83,6243.39,0.89,1289.8,15-05-2026,5501.01,94,2
ELAN,NYSE:ELAN,DAILY,180d,23.61,23.42,0.83,1073.4,19-05-2026,19.4,90,5
WHR,NYSE:WHR,DAILY,180d,39.59,38.83,1.96,1067.3,08-07-2026,36.01,40,4
DTE,NYSE:DTE,DAILY,180d,141.15,140.39,0.54,1057.5,22-12-2025,124.26,238,7
FE,NYSE:FE,DAILY,180d,47.42,46.49,1.99,1055.4,16-12-2025,42.6,244,30
BG,NYSE:BG,DAILY,180d,114.91,114.73,0.16,1013.3,23-12-2025,87.21,237,16
DDS,NYSE:DDS,DAILY,180d,579.68,571.02,1.52,989.0,09-07-2026,503.06,39,1
HIG,NYSE:HIG,DAILY,180d,136.71,134.1,1.94,926.1,01-06-2026,125.59,77,0
TRP,NYSE:TRP,DAILY,180d,63.28,62.8,0.77,898.5,07-01-2026,51.71,222,0
PRIM,NYSE:PRIM,DAILY,180d,83.05,82.75,0.36,722.9,23-06-2026,64.95,55,6
MAA,NYSE:MAA,DAILY,180d,131.12,129.44,1.3,704.0,27-03-2026,117.48,143,0
RRC,NYSE:RRC,DAILY,180d,39.36,39.18,0.45,696.2,15-01-2026,32.52,214,36
CPT,NYSE:CPT,DAILY,180d,108.26,106.25,1.89,668.4,27-03-2026,94.62,143,0
RBC,NYSE:RBC,DAILY,180d,557.62,552.15,0.99,591.3,10-12-2025,425.91,250,1
UDR,NYSE:UDR,DAILY,180d,37.24,36.93,0.84,575.9,30-03-2026,32.82,140,0
JBS,NYSE:JBS,DAILY,365d,13.44,13.18,1.94,524.8,13-10-2025,11.45,308,50
PEN,NYSE:PEN,DAILY,365d,327.17,325.35,0.56,503.9,03-11-2025,221.26,287,51
WRB,NYSE:WRB,DAILY,180d,69.75,69.36,0.56,467.3,01-06-2026,62.31,77,0
EXP,NYSE:EXP,DAILY,180d,205.51,204.07,0.71,419.7,20-03-2026,171.79,150,1
SIG,NYSE:SIG,DAILY,180d,86.11,85.43,0.79,397.7,19-05-2026,71.34,90,1
BOND,NYSE:BOND,DAILY,365d,90.42,89.5,1.03,369.9,11-04-2025,83.05,493,2
BFAM,NYSE:BFAM,DAILY,180d,70.29,69.17,1.61,368.4,03-06-2026,57.63,75,1
FOUR,NYSE:FOUR,DAILY,180d,44.35,44.13,0.5,354.8,11-06-2026,34.56,67,5
WTM,NYSE:WTM,DAILY,180d,2113.4,2091.68,1.04,315.8,11-06-2026,1987.0,67,0
JBND,NYSE:JBND,DAILY,365d,52.6,52.35,0.48,310.0,11-04-2025,48.98,493,3
BCO,NYSE:BCO,DAILY,180d,111.28,109.89,1.27,296.8,29-06-2026,90.86,49,0
BIPC,NYSE:BIPC,DAILY,180d,39.5,39.03,1.2,251.5,29-04-2026,33.81,110,1
FLXR,NYSE:FLXR,DAILY,180d,38.96,38.61,0.9,225.5,27-03-2026,37.95,143,3
LCII,NYSE:LCII,DAILY,365d,104.12,102.13,1.95,222.0,09-04-2025,68.54,495,17
OR,NYSE:OR,DAILY,365d,33.33,32.73,1.85,217.0,10-03-2025,17.47,525,32
TXNM,NYSE:TXNM,DAILY,180d,57.58,56.57,1.79,208.0,02-07-2026,55.23,46,0
EVTR,NYSE:EVTR,DAILY,365d,50.08,49.8,0.55,197.7,11-04-2025,46.55,493,1
UWMC,NYSE:UWMC,DAILY,180d,1.49,1.46,1.9,190.1,20-07-2026,1.87,28,3
MDA,NYSE:MDA,DAILY,180d,35.26,34.67,1.7,173.7,30-03-2026,23.23,140,24
OGS,NYSE:OGS,DAILY,180d,79.98,79.79,0.24,156.1,05-01-2026,73.45,224,45
PMMF,NYSE:PMMF,DAILY,180d,100.32,99.16,1.17,149.0,26-11-2025,97.71,264,0
PAM,NYSE:PAM,DAILY,365d,79.86,78.33,1.96,119.9,19-09-2025,54.95,332,3
PDO,NYSE:PDO,DAILY,180d,12.72,12.67,0.42,118.6,30-03-2026,11.78,140,10
DBD,NYSE:DBD,DAILY,365d,69.7,68.85,1.24,108.7,07-04-2025,34.88,497,0
DEC,NYSE:DEC,DAILY,180d,14.39,14.15,1.7,107.3,16-01-2026,11.84,213,47
KEP,NYSE:KEP,DAILY,180d,11.81,11.77,0.34,100.2,17-07-2026,11.25,31,2
