Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
FTS,NYSE:FTS,180,PURE FIRST BREAK,0,16-03-2026,07-04-2026,93,57.11,56.69,0.74,10%,"27,412,800"
EVR,NYSE:EVR,180,PURE FIRST BREAK,0,16-01-2026,08-04-2026,92,339.75,332.98,2.03,10%,"133,963,425"
FEGE,NYSE:FEGE,180,PURE FIRST BREAK,0,27-02-2026,08-04-2026,92,49.45,49.11,0.7,10%,"17,317,390"
FEOE,NYSE:FEOE,180,PURE FIRST BREAK,0,27-02-2026,08-04-2026,92,53.68,52.99,1.31,10%,"11,943,800"
GBCI,NYSE:GBCI,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,92,51.33,48.25,6.38,10%,"46,427,987"
RF,NYSE:RF,180,PURE FIRST BREAK,0,12-02-2026,08-04-2026,92,30.58,28.03,9.09,10%,"328,701,361"
TFC,NYSE:TFC,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,92,51.37,49.09,4.65,10%,"508,799,291"
MC,NYSE:MC,180,PURE FIRST BREAK,0,16-01-2026,09-04-2026,91,65.4,64.32,1.67,10%,"55,838,521"
PB,NYSE:PB,180,PURE FIRST BREAK,0,12-02-2026,09-04-2026,91,71.5,69.75,2.51,10%,"94,415,750"
HTGC,NYSE:HTGC,180,PURE FIRST BREAK,0,15-01-2026,15-04-2026,85,15.69,15.29,2.64,10%,"42,962,357"
NATL,NYSE:NATL,180,PURE FIRST BREAK,0,04-03-2026,15-04-2026,85,44.77,44.72,0.11,10%,"23,880,318"
DX,NYSE:DX,180,PURE FIRST BREAK,0,28-01-2026,17-04-2026,83,13.15,12.98,1.3,10%,"60,476,848"
KWR,NYSE:KWR,180,PURE FIRST BREAK,0,18-02-2026,17-04-2026,83,147.29,143.08,2.94,10%,"23,787,334"
HRI,NYSE:HRI,180,PURE FIRST BREAK,0,11-02-2026,28-04-2026,72,144.85,133.43,8.56,10%,"62,980,783"
