Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
PFE,NYSE:PFE,DAILY,365d,24.04,23.89,0.62,18464.6,09-04-2025,19.19,441,0
SGOV,NYSE:SGOV,DAILY,180d,100.62,99.42,1.2,17873.6,06-10-2025,98.0,261,0
DIS,NYSE:DIS,DAILY,180d,101.12,100.86,0.25,12340.8,27-03-2026,92.19,89,8
BMY,NYSE:BMY,DAILY,180d,55.0,53.97,1.91,10382.4,29-10-2025,41.59,238,0
SPOT,NYSE:SPOT,DAILY,730d,455.01,452.09,0.65,9658.0,20-10-2023,145.76,978,17
DVN,NYSE:DVN,DAILY,180d,42.74,42.18,1.32,5861.0,21-10-2025,30.89,246,3
GD,NYSE:GD,DAILY,180d,344.32,341.48,0.83,5824.2,28-04-2026,306.77,57,2
ITW,NYSE:ITW,DAILY,180d,263.68,259.3,1.69,4793.7,18-11-2025,235.8,218,31
ARES,NYSE:ARES,DAILY,180d,113.87,111.67,1.97,4399.6,12-03-2026,93.57,104,1
ZTS,NYSE:ZTS,DAILY,180d,78.17,77.44,0.94,3721.4,15-05-2026,72.38,40,2
FLS,NYSE:FLS,DAILY,180d,72.93,71.87,1.48,3474.5,10-10-2025,48.42,257,12
RMD,NYSE:RMD,DAILY,180d,196.5,194.08,1.24,3271.7,11-05-2026,198.02,44,9
BN,NYSE:BN,DAILY,365d,42.93,42.69,0.57,3216.7,09-04-2025,28.86,441,24
TMHC,NYSE:TMHC,DAILY,180d,71.93,70.54,1.96,2616.7,19-05-2026,54.15,36,0
BJ,NYSE:BJ,DAILY,180d,87.51,86.23,1.49,2520.0,26-05-2026,83.9,29,3
FERG,NYSE:FERG,DAILY,180d,236.68,235.48,0.51,2258.9,19-03-2026,213.69,97,28
SHV,NYSE:SHV,DAILY,180d,110.28,108.95,1.22,2140.3,06-10-2025,107.52,261,0
TRU,NYSE:TRU,DAILY,180d,68.0,66.7,1.95,2099.8,20-05-2026,64.4,35,4
CLF,NYSE:CLF,DAILY,180d,10.57,10.55,0.15,1848.6,20-03-2026,7.73,96,0
FDS,NYSE:FDS,DAILY,180d,216.45,214.89,0.72,1813.9,17-02-2026,183.16,127,4
P,NYSE:P,DAILY,180d,72.8,72.09,0.99,1656.9,30-03-2026,56.78,86,3
ACM,NYSE:ACM,DAILY,180d,69.84,69.31,0.76,1654.6,13-05-2026,67.64,42,4
STE,NYSE:STE,DAILY,180d,207.17,206.3,0.42,1499.3,07-05-2026,194.56,48,8
HII,NYSE:HII,DAILY,365d,279.62,277.18,0.88,1490.7,06-02-2025,154.1,503,2
GTLS,NYSE:GTLS,DAILY,180d,208.7,206.55,1.04,1401.8,04-11-2025,198.91,232,2
GGG,NYSE:GGG,DAILY,180d,75.0,74.44,0.76,1260.8,21-05-2026,74.24,34,6
MTDR,NYSE:MTDR,DAILY,180d,50.09,49.62,0.94,1190.5,05-11-2025,36.26,231,1
UHS,NYSE:UHS,DAILY,180d,145.41,144.03,0.96,1180.9,26-05-2026,154.26,29,9
LEU,NYSE:LEU,DAILY,180d,171.13,168.91,1.32,1113.7,19-05-2026,163.28,36,6
KB,NYSE:KB,DAILY,180d,99.91,98.83,1.09,886.1,14-10-2025,77.44,253,2
DDS,NYSE:DDS,DAILY,180d,581.53,571.48,1.76,807.2,19-05-2026,518.05,36,6
E,NYSE:E,DAILY,180d,47.22,46.76,0.99,790.2,14-10-2025,33.26,253,1
THO,NYSE:THO,DAILY,180d,75.49,74.2,1.74,582.9,19-05-2026,70.56,36,4
WK,NYSE:WK,DAILY,180d,47.83,47.08,1.59,535.8,13-05-2026,43.34,42,2
MWA,NYSE:MWA,DAILY,180d,26.23,26.21,0.07,458.3,18-11-2025,22.63,218,31
RNG,NYSE:RNG,DAILY,180d,35.85,35.61,0.68,456.3,03-02-2026,24.06,141,4
SNN,NYSE:SNN,DAILY,180d,30.26,29.99,0.89,439.3,11-05-2026,29.08,44,4
BIPC,NYSE:BIPC,DAILY,180d,38.87,38.48,1.01,355.9,29-04-2026,33.81,56,1
RCI,NYSE:RCI,DAILY,180d,35.48,35.43,0.13,315.5,09-04-2026,31.67,76,0
ARX,NYSE:ARX,DAILY,180d,13.37,13.18,1.42,231.6,24-02-2026,9.18,120,4
ASAN,NYSE:ASAN,DAILY,180d,6.65,6.62,0.5,226.5,13-04-2026,5.38,72,3
COTY,NYSE:COTY,DAILY,180d,1.95,1.94,0.67,200.4,21-05-2026,1.89,34,5
FG,NYSE:FG,DAILY,180d,26.44,26.17,1.01,195.7,12-03-2026,20.16,104,1
PMMF,NYSE:PMMF,DAILY,180d,100.27,99.16,1.12,187.0,06-10-2025,97.63,261,0
FLOC,NYSE:FLOC,DAILY,180d,21.46,21.2,1.24,182.0,10-10-2025,13.86,257,0
HTGC,NYSE:HTGC,DAILY,180d,15.15,15.03,0.77,175.4,27-03-2026,13.29,89,0
VET,NYSE:VET,DAILY,365d,9.42,9.24,1.97,153.5,09-04-2025,4.99,441,0
VTEX,NYSE:VTEX,DAILY,180d,3.68,3.67,0.29,137.7,23-02-2026,2.84,121,12
VRTS,NYSE:VRTS,DAILY,180d,138.61,137.3,0.95,133.2,02-04-2026,119.58,83,1
CDRE,NYSE:CDRE,DAILY,180d,28.75,28.34,1.43,121.0,12-05-2026,25.73,43,4
TGS,NYSE:TGS,DAILY,180d,29.44,29.26,0.62,103.8,08-10-2025,20.36,259,2
