Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
FTS,NYSE:FTS,180,PURE FIRST BREAK,0,16-03-2026,07-04-2026,79,57.76,56.54,2.15,10%,"33,194,671"
UCB,NYSE:UCB,180,PURE FIRST BREAK,0,06-02-2026,07-04-2026,79,35.06,33.02,6.18,10%,"37,868,307"
BOND,NYSE:BOND,180,PURE FIRST BREAK,0,27-02-2026,08-04-2026,78,92.43,91.75,0.74,10%,"114,465,312"
EVR,NYSE:EVR,180,PURE FIRST BREAK,0,16-01-2026,08-04-2026,78,347.31,332.0,4.61,10%,"120,412,376"
FEOE,NYSE:FEOE,180,PURE FIRST BREAK,0,27-02-2026,08-04-2026,78,53.1,52.9,0.37,10%,"10,094,310"
FHN,NYSE:FHN,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,78,25.56,24.1,6.07,10%,"136,216,905"
GBCI,NYSE:GBCI,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,78,50.8,47.95,5.95,10%,"70,769,479"
RF,NYSE:RF,180,PURE FIRST BREAK,0,12-02-2026,08-04-2026,78,29.98,27.64,8.48,10%,"301,928,575"
TFC,NYSE:TFC,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,78,50.67,48.94,3.54,10%,"472,730,815"
FCPT,NYSE:FCPT,180,PURE FIRST BREAK,0,13-03-2026,09-04-2026,77,25.02,25.0,0.09,10%,"19,405,512"
MC,NYSE:MC,180,PURE FIRST BREAK,0,16-01-2026,09-04-2026,77,65.46,64.09,2.14,10%,"40,604,837"
NLY,NYSE:NLY,180,PURE FIRST BREAK,0,28-01-2026,09-04-2026,77,22.56,22.1,2.09,10%,"163,851,020"
PB,NYSE:PB,180,PURE FIRST BREAK,0,12-02-2026,09-04-2026,77,73.38,69.04,6.29,10%,"98,094,380"
CRBG,NYSE:CRBG,180,PURE FIRST BREAK,0,12-02-2026,15-04-2026,71,28.14,26.89,4.64,10%,"124,511,055"
U,NYSE:U,180,PURE FIRST BREAK,0,13-01-2026,15-04-2026,71,26.71,26.05,2.54,10%,"121,851,016"
DEO,NYSE:DEO,180,PURE FIRST BREAK,0,24-02-2026,17-04-2026,69,82.61,81.15,1.79,10%,"86,790,067"
DX,NYSE:DX,180,PURE FIRST BREAK,0,28-01-2026,17-04-2026,69,13.09,12.96,1.0,10%,"44,682,716"
TTI,NYSE:TTI,180,PURE FIRST BREAK,0,04-02-2026,22-04-2026,64,10.2,9.8,4.1,10%,"16,314,900"
DNOW,NYSE:DNOW,180,PURE FIRST BREAK,0,11-02-2026,24-04-2026,62,13.45,13.03,3.19,10%,"27,194,555"
V,NYSE:V,180,PURE FIRST BREAK,0,06-01-2026,29-04-2026,57,330.52,324.09,1.98,10%,"2,330,232,027"
JEF,NYSE:JEF,180,PURE FIRST BREAK,0,05-01-2026,05-05-2026,51,52.64,51.0,3.22,10%,"382,682,268"
HRB,NYSE:HRB,180,PURE FIRST BREAK,0,09-01-2026,07-05-2026,49,35.78,34.45,3.86,10%,"42,928,843"
MICC,NYSE:MICC,180,PURE FIRST BREAK,0,11-02-2026,15-05-2026,41,17.21,15.77,9.11,10%,"20,182,166"
BURL,NYSE:BURL,180,PURE FIRST BREAK,0,20-04-2026,21-05-2026,35,324.48,322.49,0.62,10%,"293,557,066"
MMM,NYSE:MMM,180,PURE FIRST BREAK,0,12-02-2026,26-05-2026,30,167.97,154.17,8.95,10%,"400,070,949"
A,NYSE:A,180,PURE FIRST BREAK,0,13-01-2026,28-05-2026,28,135.51,124.83,8.56,10%,"274,665,208"
HEI-A,NYSE:HEI-A,180,PURE FIRST BREAK,0,13-01-2026,28-05-2026,28,257.47,238.77,7.83,10%,"198,921,323"
TKO,NYSE:TKO,180,PURE FIRST BREAK,0,26-02-2026,28-05-2026,28,203.8,199.91,1.95,10%,"200,376,163"
WFG,NYSE:WFG,180,PURE FIRST BREAK,0,04-02-2026,28-05-2026,28,69.9,66.99,4.35,10%,"16,146,900"
PD,NYSE:PD,180,PURE FIRST BREAK,0,29-12-2025,29-05-2026,27,8.56,8.3,3.19,10%,"11,833,345"
ABM,NYSE:ABM,180,PURE FIRST BREAK,0,06-02-2026,05-06-2026,20,44.83,41.7,7.5,10%,"17,586,810"
BBT,NYSE:BBT,180,PURE FIRST BREAK,0,17-04-2026,10-06-2026,15,30.83,29.73,3.69,10%,"25,921,864"
BH-A,NYSE:BH-A,180,PURE FIRST BREAK,0,22-01-2026,11-06-2026,14,1876.54,1733.23,8.27,10%,"39,994,698"
CM,NYSE:CM,180,PURE FIRST BREAK,0,27-05-2026,11-06-2026,14,114.37,112.87,1.33,10%,"202,663,645"
NGVT,NYSE:NGVT,180,PURE FIRST BREAK,0,06-05-2026,11-06-2026,14,74.17,71.62,3.56,10%,"26,523,191"
TAC,NYSE:TAC,180,PURE FIRST BREAK,0,03-06-2026,11-06-2026,14,13.81,13.5,2.31,10%,"19,829,780"
USFD,NYSE:USFD,180,PURE FIRST BREAK,0,12-02-2026,11-06-2026,14,96.22,91.67,4.96,10%,"496,196,924"
EG,NYSE:EG,180,PURE FIRST BREAK,0,19-05-2026,12-06-2026,13,343.02,339.19,1.13,10%,"122,252,324"
EGP,NYSE:EGP,180,PURE FIRST BREAK,0,26-05-2026,12-06-2026,13,204.69,203.84,0.42,10%,"78,969,403"
EMA,NYSE:EMA,180,PURE FIRST BREAK,0,27-05-2026,12-06-2026,13,53.26,52.53,1.39,10%,"13,980,750"
OPY,NYSE:OPY,180,PURE FIRST BREAK,0,22-04-2026,12-06-2026,13,104.84,104.47,0.35,10%,"10,672,712"
FIX,NYSE:FIX,180,PURE FIRST BREAK,0,14-05-2026,15-06-2026,10,2017.57,1938.53,4.08,10%,"809,650,819"
ECL,NYSE:ECL,180,PURE FIRST BREAK,0,24-02-2026,16-06-2026,9,281.2,269.27,4.43,10%,"549,549,184"
GRND,NYSE:GRND,180,PURE FIRST BREAK,0,08-05-2026,16-06-2026,9,13.56,13.23,2.47,10%,"22,192,297"
HUBB,NYSE:HUBB,180,PURE FIRST BREAK,0,23-04-2026,16-06-2026,9,536.04,502.54,6.67,10%,"329,300,615"
LNN,NYSE:LNN,180,PURE FIRST BREAK,0,17-02-2026,16-06-2026,9,124.87,115.77,7.86,10%,"12,861,610"
WH,NYSE:WH,180,PURE FIRST BREAK,0,21-04-2026,16-06-2026,9,86.12,83.16,3.55,10%,"84,793,755"
CXT,NYSE:CXT,180,PURE FIRST BREAK,0,06-02-2026,17-06-2026,8,48.03,45.21,6.23,10%,"44,312,477"
GEV,NYSE:GEV,180,PURE FIRST BREAK,0,23-04-2026,17-06-2026,8,1085.47,1049.59,3.42,10%,"2,986,019,342"
DTM,NYSE:DTM,180,PURE FIRST BREAK,0,26-05-2026,22-06-2026,3,149.75,144.28,3.79,10%,"121,656,900"
KGS,NYSE:KGS,180,PURE FIRST BREAK,0,20-05-2026,22-06-2026,3,73.96,70.7,4.6,10%,"172,149,294"
NUVB,NYSE:NUVB,180,PURE FIRST BREAK,0,26-12-2025,22-06-2026,3,5.81,5.67,2.53,10%,"144,339,572"
TPC,NYSE:TPC,180,PURE FIRST BREAK,0,06-05-2026,22-06-2026,3,81.56,79.82,2.18,10%,"38,333,199"
WMB,NYSE:WMB,180,PURE FIRST BREAK,0,20-05-2026,22-06-2026,3,77.53,74.02,4.74,10%,"502,487,428"
