Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
FTS,NYSE:FTS,180,PURE FIRST BREAK,0,16-03-2026,07-04-2026,77,56.7,56.52,0.32,10%,"41,532,751"
UCB,NYSE:UCB,180,PURE FIRST BREAK,0,06-02-2026,07-04-2026,77,34.04,32.97,3.26,10%,"35,119,069"
AUB,NYSE:AUB,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,76,40.36,37.66,7.18,10%,"35,593,485"
BOND,NYSE:BOND,180,PURE FIRST BREAK,0,27-02-2026,08-04-2026,76,91.9,91.71,0.21,10%,"36,971,371"
FHN,NYSE:FHN,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,76,24.95,24.07,3.66,10%,"96,112,393"
FNB,NYSE:FNB,180,PURE FIRST BREAK,0,09-02-2026,08-04-2026,76,18.75,17.41,7.71,10%,"94,516,875"
GBCI,NYSE:GBCI,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,76,49.64,47.86,3.72,10%,"38,490,856"
PNC,NYSE:PNC,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,76,238.67,220.84,8.07,10%,"617,272,216"
RF,NYSE:RF,180,PURE FIRST BREAK,0,12-02-2026,08-04-2026,76,29.29,27.59,6.16,10%,"404,497,842"
TFC,NYSE:TFC,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,76,49.67,48.89,1.59,10%,"794,158,700"
USB,NYSE:USB,180,PURE FIRST BREAK,0,11-02-2026,08-04-2026,76,60.05,55.37,8.46,10%,"656,490,612"
MC,NYSE:MC,180,PURE FIRST BREAK,0,16-01-2026,09-04-2026,75,67.31,64.05,5.08,10%,"37,747,447"
NLY,NYSE:NLY,180,PURE FIRST BREAK,0,28-01-2026,09-04-2026,75,22.27,22.09,0.83,10%,"185,083,747"
PB,NYSE:PB,180,PURE FIRST BREAK,0,12-02-2026,09-04-2026,75,72.32,68.92,4.93,10%,"93,256,640"
LADR,NYSE:LADR,180,PURE FIRST BREAK,0,22-01-2026,13-04-2026,71,10.24,10.21,0.29,10%,"10,083,328"
PJT,NYSE:PJT,180,PURE FIRST BREAK,0,22-01-2026,13-04-2026,71,155.21,154.99,0.14,10%,"58,483,131"
PRA,NYSE:PRA,180,PURE FIRST BREAK,0,26-03-2026,13-04-2026,71,24.65,24.63,0.09,10%,"10,961,855"
APO,NYSE:APO,180,PURE FIRST BREAK,0,06-01-2026,15-04-2026,69,130.61,123.68,5.6,10%,"525,026,080"
CRBG,NYSE:CRBG,180,PURE FIRST BREAK,0,12-02-2026,15-04-2026,69,28.91,26.85,7.67,10%,"114,084,641"
U,NYSE:U,180,PURE FIRST BREAK,0,13-01-2026,15-04-2026,69,27.61,26.04,6.04,10%,"253,835,302"
DEO,NYSE:DEO,180,PURE FIRST BREAK,0,24-02-2026,17-04-2026,67,82.24,81.12,1.38,10%,"108,342,973"
KWR,NYSE:KWR,180,PURE FIRST BREAK,0,18-02-2026,17-04-2026,67,146.51,140.46,4.31,10%,"17,698,407"
TTI,NYSE:TTI,180,PURE FIRST BREAK,0,04-02-2026,22-04-2026,62,10.13,9.79,3.47,10%,"10,558,499"
DNOW,NYSE:DNOW,180,PURE FIRST BREAK,0,11-02-2026,24-04-2026,60,13.41,13.02,2.96,10%,"54,541,151"
HRI,NYSE:HRI,180,PURE FIRST BREAK,0,11-02-2026,28-04-2026,56,143.29,131.68,8.82,10%,"86,346,550"
V,NYSE:V,180,PURE FIRST BREAK,0,06-01-2026,29-04-2026,55,328.48,323.87,1.42,10%,"3,650,201,274"
RVTY,NYSE:RVTY,180,PURE FIRST BREAK,0,22-01-2026,06-05-2026,48,99.9,98.61,1.31,10%,"111,508,382"
HRB,NYSE:HRB,180,PURE FIRST BREAK,0,09-01-2026,07-05-2026,47,35.87,34.43,4.19,10%,"89,588,909"
MICC,NYSE:MICC,180,PURE FIRST BREAK,0,11-02-2026,15-05-2026,39,16.74,15.75,6.28,10%,"23,221,728"
NOMD,NYSE:NOMD,180,PURE FIRST BREAK,0,20-02-2026,18-05-2026,36,10.21,10.18,0.3,10%,"12,789,046"
BURL,NYSE:BURL,180,PURE FIRST BREAK,0,20-04-2026,21-05-2026,33,332.25,321.7,3.28,10%,"160,709,325"
AEE,NYSE:AEE,180,PURE FIRST BREAK,0,01-05-2026,22-05-2026,32,111.7,109.64,1.88,10%,"225,589,314"
KLAR,NYSE:KLAR,180,PURE FIRST BREAK,0,12-01-2026,22-05-2026,32,17.75,16.68,6.42,10%,"42,443,800"
MMM,NYSE:MMM,180,PURE FIRST BREAK,0,12-02-2026,26-05-2026,28,161.84,153.88,5.17,10%,"455,757,614"
