Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
KAJARIACER,NSE:KAJARIACER,52,PURE FIRST BREAK,0,13-10-2025,06-04-2026,23,1215.9,1136.15,7.02,10%,"311,299,588"
IIFLCAPS,NSE:IIFLCAPS,52,PURE FIRST BREAK,0,05-01-2026,04-05-2026,19,345.1,342.31,0.82,10%,"862,318,985"
AGI,NSE:AGI,52,PURE FIRST BREAK,0,22-09-2025,15-06-2026,13,717.3,689.47,4.04,10%,"180,133,394"
PCBL,NSE:PCBL,52,PURE FIRST BREAK,0,22-09-2025,15-06-2026,13,336.7,314.65,7.01,10%,"1,438,520,836"
HOMEFIRST,NSE:HOMEFIRST,52,PURE FIRST BREAK,0,26-01-2026,22-06-2026,12,1241.3,1202.87,3.19,10%,"1,433,311,788"
OPTIEMUS,NSE:OPTIEMUS,52,PURE FIRST BREAK,0,22-09-2025,29-06-2026,11,590.1,537.53,9.78,10%,"1,738,239,205"
POLYMED,NSE:POLYMED,52,PURE FIRST BREAK,0,10-11-2025,29-06-2026,11,1726.0,1691.66,2.03,10%,"545,165,730"
ANANTRAJ,NSE:ANANTRAJ,52,PURE FIRST BREAK,0,06-10-2025,06-07-2026,10,606.15,591.58,2.46,10%,"4,913,977,630"
NAUKRI,NSE:NAUKRI,52,PURE FIRST BREAK,0,22-09-2025,06-07-2026,10,1256.0,1183.76,6.1,10%,"3,146,611,584"
ECLERX,NSE:ECLERX,52,PURE FIRST BREAK,0,02-02-2026,13-07-2026,9,1915.6,1797.85,6.55,10%,"1,524,497,675"
TECHM,NSE:TECHM,52,PURE FIRST BREAK,0,02-02-2026,13-07-2026,9,1537.1,1528.62,0.56,10%,"11,011,123,272"
GRPLTD,NSE:GRPLTD,52,PURE FIRST BREAK,0,22-09-2025,20-07-2026,8,2008.2,1981.4,1.35,10%,"46,995,895"
SANATHAN,NSE:SANATHAN,52,PURE FIRST BREAK,0,22-09-2025,20-07-2026,8,480.85,474.58,1.32,10%,"146,175,036"
HYUNDAI,NSE:HYUNDAI,52,PURE FIRST BREAK,0,22-09-2025,27-07-2026,7,2208.8,2151.82,2.65,10%,"5,822,432,270"
BECTORFOOD,NSE:BECTORFOOD,52,PURE FIRST BREAK,0,08-12-2025,03-08-2026,6,221.55,216.88,2.15,10%,"1,300,254,370"
DEVYANI,NSE:DEVYANI,52,PURE FIRST BREAK,0,22-09-2025,03-08-2026,6,140.62,134.83,4.3,10%,"832,251,848"
EMUDHRA,NSE:EMUDHRA,52,PURE FIRST BREAK,0,29-09-2025,03-08-2026,6,613.45,596.79,2.79,10%,"23,211,616,662"
MANYAVAR,NSE:MANYAVAR,52,PURE FIRST BREAK,0,22-09-2025,03-08-2026,6,536.5,504.88,6.26,10%,"1,490,515,566"
PNB,NSE:PNB,52,PURE FIRST BREAK,0,19-01-2026,03-08-2026,6,117.27,114.25,2.64,10%,"7,330,711,316"
SAPPHIRE,NSE:SAPPHIRE,52,PURE FIRST BREAK,0,22-09-2025,03-08-2026,6,230.11,219.07,5.04,10%,"377,032,935"
BRIGADE,NSE:BRIGADE,52,PURE FIRST BREAK,0,27-10-2025,10-08-2026,5,621.7,601.83,3.3,10%,"704,565,785"
MATRIMONY,NSE:MATRIMONY,52,PURE FIRST BREAK,0,19-01-2026,10-08-2026,5,535.55,505.18,6.01,10%,"31,961,623"
