Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.56,99.32,1.25,15610.0,25-11-2025,97.94,262,0
IONQ,NYSE:IONQ,DAILY,180d,46.26,45.83,0.93,8348.0,30-03-2026,25.89,137,28
PGR,NYSE:PGR,DAILY,180d,209.6,208.37,0.59,6041.9,29-05-2026,189.12,77,3
SO,NYSE:SO,DAILY,180d,92.8,91.53,1.39,3883.8,10-12-2025,82.46,247,3
ZTS,NYSE:ZTS,DAILY,180d,73.79,73.75,0.05,3286.3,30-06-2026,70.98,45,1
VICI,NYSE:VICI,DAILY,180d,26.36,26.26,0.39,3020.9,09-07-2026,25.82,36,3
SHV,NYSE:SHV,DAILY,180d,110.24,108.82,1.31,2502.2,25-11-2025,107.43,262,0
NCLH,NYSE:NCLH,DAILY,180d,19.01,18.68,1.78,2372.7,19-05-2026,14.53,87,1
QBTS,NYSE:QBTS,DAILY,180d,21.17,21.04,0.62,2334.2,30-03-2026,12.75,137,20
NI,NYSE:NI,DAILY,365d,42.5,42.06,1.05,2005.8,07-04-2025,34.24,494,3
WEC,NYSE:WEC,DAILY,180d,110.52,109.61,0.83,1985.9,12-12-2025,100.35,245,11
ETR,NYSE:ETR,DAILY,180d,107.84,105.78,1.95,1889.2,22-12-2025,89.25,235,2
YETI,NYSE:YETI,DAILY,180d,44.56,43.92,1.46,1552.5,30-03-2026,34.9,137,0
ELAN,NYSE:ELAN,DAILY,180d,23.67,23.44,0.99,1537.7,19-05-2026,19.4,87,4
NVR,NYSE:NVR,DAILY,180d,6307.93,6243.44,1.03,1482.4,15-05-2026,5501.01,91,2
LVS,NYSE:LVS,DAILY,180d,46.23,45.68,1.2,1466.8,15-07-2026,43.94,30,1
FE,NYSE:FE,DAILY,180d,47.41,46.49,1.97,1227.3,16-12-2025,42.6,241,30
DTE,NYSE:DTE,DAILY,180d,140.84,140.4,0.32,1226.0,22-12-2025,124.26,235,7
TOL,NYSE:TOL,DAILY,180d,148.27,145.63,1.81,1096.8,19-05-2026,122.93,87,0
PEG,NYSE:PEG,DAILY,730d,76.04,75.61,0.56,1090.6,24-01-2024,52.47,933,2
TRP,NYSE:TRP,DAILY,180d,64.02,62.8,1.95,1044.5,07-01-2026,51.71,219,0
HLI,NYSE:HLI,DAILY,180d,128.68,128.44,0.19,953.8,13-07-2026,130.72,32,9
PRIM,NYSE:PRIM,DAILY,180d,83.3,82.75,0.66,855.4,23-06-2026,64.95,52,6
PEN,NYSE:PEN,DAILY,365d,327.02,325.35,0.51,822.8,03-11-2025,221.26,284,51
WRB,NYSE:WRB,DAILY,180d,70.51,69.36,1.66,802.4,01-06-2026,62.31,74,0
BOND,NYSE:BOND,DAILY,365d,90.62,89.49,1.26,676.4,11-04-2025,83.05,490,2
