Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
ALG,NYSE:ALG,180,PURE FIRST BREAK,0,10-04-2026,25-06-2026,77,167.28,165.75,0.92,10%,"22,415,520"
DFIN,NYSE:DFIN,180,PURE FIRST BREAK,0,21-04-2026,01-07-2026,71,48.37,45.17,7.1,10%,"10,665,585"
COR,NYSE:COR,180,PURE FIRST BREAK,0,13-03-2026,02-07-2026,70,320.95,301.48,6.46,10%,"432,095,001"
GFL,NYSE:GFL,180,PURE FIRST BREAK,0,08-04-2026,06-07-2026,66,41.63,39.61,5.11,10%,"86,935,931"
TXNM,NYSE:TXNM,180,PURE FIRST BREAK,0,27-05-2026,21-07-2026,51,57.86,57.61,0.43,10%,"96,817,139"
TTE,NYSE:TTE,180,PURE FIRST BREAK,0,18-05-2026,22-07-2026,50,91.23,85.87,6.24,10%,"89,697,339"
ICE,NYSE:ICE,180,PURE FIRST BREAK,0,08-04-2026,24-07-2026,48,155.81,149.18,4.44,10%,"513,970,439"
T,NYSE:T,180,PURE FIRST BREAK,0,24-03-2026,24-07-2026,48,25.55,24.01,6.43,10%,"873,444,609"
G,NYSE:G,180,PURE FIRST BREAK,0,17-03-2026,28-07-2026,44,34.41,33.83,1.7,10%,"58,631,199"
TM,NYSE:TM,180,PURE FIRST BREAK,0,17-04-2026,28-07-2026,44,192.48,186.45,3.24,10%,"59,476,319"
HPE,NYSE:HPE,180,PURE FIRST BREAK,0,02-06-2026,04-08-2026,37,55.22,52.65,4.88,10%,"1,093,543,772"
TIC,NYSE:TIC,180,PURE FIRST BREAK,0,07-05-2026,06-08-2026,35,9.27,8.84,4.89,10%,"20,183,572"
FIGS,NYSE:FIGS,180,PURE FIRST BREAK,0,24-04-2026,07-08-2026,34,12.95,12.83,0.93,10%,"44,744,839"
AR,NYSE:AR,180,PURE FIRST BREAK,0,30-03-2026,10-08-2026,31,39.17,37.26,5.11,10%,"102,292,450"
NE,NYSE:NE,180,PURE FIRST BREAK,0,20-05-2026,10-08-2026,31,45.74,43.32,5.58,10%,"36,505,095"
RIG,NYSE:RIG,180,PURE FIRST BREAK,0,19-05-2026,10-08-2026,31,5.77,5.74,0.58,10%,"263,185,855"
SKM,NYSE:SKM,180,PURE FIRST BREAK,0,02-06-2026,13-08-2026,28,37.05,36.53,1.41,10%,"32,518,784"
MATX,NYSE:MATX,180,PURE FIRST BREAK,0,16-07-2026,14-08-2026,27,227.99,219.51,3.86,10%,"59,003,813"
WEAV,NYSE:WEAV,180,PURE FIRST BREAK,0,15-07-2026,18-08-2026,23,7.3,7.1,2.83,10%,"14,704,390"
OR,NYSE:OR,180,PURE FIRST BREAK,0,17-04-2026,19-08-2026,22,35.84,34.89,2.71,10%,"17,339,392"
