Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
ALG,NYSE:ALG,180,PURE FIRST BREAK,0,10-04-2026,25-06-2026,78,169.08,165.79,1.99,10%,"22,758,168"
GFL,NYSE:GFL,180,PURE FIRST BREAK,0,08-04-2026,06-07-2026,67,42.85,39.64,8.1,10%,"128,065,790"
TXNM,NYSE:TXNM,180,PURE FIRST BREAK,0,27-05-2026,21-07-2026,52,57.67,57.61,0.1,10%,"64,567,330"
TTE,NYSE:TTE,180,PURE FIRST BREAK,0,18-05-2026,22-07-2026,51,91.89,85.93,6.93,10%,"111,591,215"
ICE,NYSE:ICE,180,PURE FIRST BREAK,0,08-04-2026,24-07-2026,49,157.4,149.23,5.47,10%,"391,438,045"
T,NYSE:T,180,PURE FIRST BREAK,0,24-03-2026,24-07-2026,49,26.06,24.02,8.48,10%,"1,126,320,995"
VNT,NYSE:VNT,180,PURE FIRST BREAK,0,17-04-2026,24-07-2026,49,32.17,31.6,1.81,10%,"35,972,492"
G,NYSE:G,180,PURE FIRST BREAK,0,23-03-2026,28-07-2026,45,35.14,33.68,4.33,10%,"68,776,007"
TM,NYSE:TM,180,PURE FIRST BREAK,0,17-04-2026,28-07-2026,45,198.2,186.55,6.25,10%,"77,753,859"
FIGS,NYSE:FIGS,180,PURE FIRST BREAK,0,24-04-2026,07-08-2026,35,13.35,12.84,3.99,10%,"49,365,631"
AG,NYSE:AG,180,PURE FIRST BREAK,0,12-05-2026,10-08-2026,32,19.56,19.11,2.37,10%,"184,055,683"
AR,NYSE:AR,180,PURE FIRST BREAK,0,30-03-2026,10-08-2026,32,38.43,37.28,3.1,10%,"105,305,887"
NE,NYSE:NE,180,PURE FIRST BREAK,0,20-05-2026,10-08-2026,32,45.28,43.36,4.44,10%,"58,184,798"
SKM,NYSE:SKM,180,PURE FIRST BREAK,0,02-06-2026,13-08-2026,29,37.87,36.54,3.64,10%,"29,349,249"
OR,NYSE:OR,180,PURE FIRST BREAK,0,17-04-2026,19-08-2026,23,36.03,34.91,3.2,10%,"40,926,476"
RSG,NYSE:RSG,180,PURE FIRST BREAK,0,17-07-2026,19-08-2026,23,222.74,220.07,1.21,10%,"298,827,991"
CRCL,NYSE:CRCL,180,PURE FIRST BREAK,0,12-05-2026,21-08-2026,21,90.6,87.11,4.0,10%,"939,367,964"
FET,NYSE:FET,180,PURE FIRST BREAK,0,18-08-2026,31-08-2026,11,83.02,82.28,0.9,10%,"14,105,097"
HMC,NYSE:HMC,180,PURE FIRST BREAK,0,21-08-2026,02-09-2026,9,32.52,32.35,0.52,10%,"21,138,000"
