Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
ICICIBANK,NSE:ICICIBANK,DAILY,180d,1334.5,1319.26,1.16,115486.6,02-04-2026,1177.67,175,18
CHOLAFIN,NSE:CHOLAFIN,DAILY,180d,1681.7,1652.78,1.75,69830.7,02-04-2026,1298.89,175,9
ADANIENSOL,NSE:ADANIENSOL,DAILY,180d,1340.5,1335.6,0.37,24632.3,23-01-2026,803.1,244,1
YESBANK,NSE:YESBANK,DAILY,180d,22.44,22.06,1.7,22942.1,30-03-2026,17.2,178,0
POLYCAB,NSE:POLYCAB,DAILY,180d,8366.5,8305.8,0.73,19893.2,27-01-2026,6631.53,240,18
HEROMOTOCO,NSE:HEROMOTOCO,DAILY,180d,5296.0,5222.53,1.41,19081.2,30-06-2026,4603.78,86,1
EICHERMOT,NSE:EICHERMOT,DAILY,180d,7338.5,7284.8,0.74,18945.8,07-04-2026,6375.24,170,6
ENRIN,NSE:ENRIN,DAILY,180d,3215.4,3165.74,1.57,11966.6,23-01-2026,2111.59,244,5
HCLTECH,NSE:HCLTECH,DAILY,180d,1243.6,1223.96,1.6,10223.7,01-07-2026,1019.59,85,2
FORCEMOT,NSE:FORCEMOT,DAILY,365d,17142.0,17097.24,0.26,9766.0,07-04-2025,8009.48,535,0
CUMMINSIND,NSE:CUMMINSIND,DAILY,180d,4973.0,4948.03,0.5,8173.5,27-01-2026,3833.72,240,2
NIACL,NSE:NIACL,DAILY,180d,180.4,177.67,1.53,7295.4,30-03-2026,116.01,178,4
INOXWIND,NSE:INOXWIND,DAILY,180d,73.09,73.06,0.04,7065.3,11-08-2026,72.7,44,6
RAYMONDLSL,NSE:RAYMONDLSL,DAILY,180d,688.85,677.75,1.64,5736.7,03-08-2026,677.0,52,11
GMRP&UI,NSE:GMRP&UI,DAILY,180d,101.41,100.82,0.58,3605.8,30-03-2026,89.0,178,70
HIKAL,NSE:HIKAL,DAILY,180d,214.15,212.28,0.88,3475.9,30-03-2026,146.01,178,6
MPHASIS,NSE:MPHASIS,DAILY,180d,2248.2,2242.03,0.28,3396.4,30-03-2026,1960.44,178,10
DABUR,NSE:DABUR,DAILY,180d,385.7,379.76,1.56,3225.1,25-08-2026,392.15,30,12
FERMENTA,NSE:FERMENTA,DAILY,180d,478.05,469.05,1.92,2774.6,18-08-2026,442.05,37,3
ETHOSLTD,NSE:ETHOSLTD,DAILY,180d,2605.7,2555.52,1.96,2391.9,16-03-2026,1919.4,192,3
BBOX,NSE:BBOX,DAILY,180d,795.4,782.32,1.67,2243.8,30-03-2026,443.7,178,19
KNRCON,NSE:KNRCON,DAILY,180d,120.03,118.72,1.1,1786.1,27-03-2026,108.43,181,2
NH,NSE:NH,DAILY,180d,1877.7,1861.22,0.89,1285.6,02-04-2026,1585.49,175,10
GOLDIAM,NSE:GOLDIAM,DAILY,180d,321.7,321.07,0.19,987.6,30-03-2026,198.75,178,1
SHRINGARMS,NSE:SHRINGARMS,DAILY,180d,210.25,208.53,0.83,724.7,30-03-2026,166.0,178,1
HEXT,NSE:HEXT,DAILY,180d,499.35,496.41,0.59,644.3,12-03-2026,392.78,196,0
VGUARD,NSE:VGUARD,DAILY,180d,308.6,308.35,0.08,613.6,24-07-2026,287.43,62,0
