Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
FTS,NYSE:FTS,180,PURE FIRST BREAK,0,16-03-2026,07-04-2026,98,57.72,56.71,1.77,10%,"28,969,091"
EVR,NYSE:EVR,180,PURE FIRST BREAK,0,16-01-2026,08-04-2026,97,342.2,333.15,2.72,10%,"166,612,395"
FEGE,NYSE:FEGE,180,PURE FIRST BREAK,0,27-02-2026,08-04-2026,97,49.47,49.13,0.69,10%,"15,641,079"
GBCI,NYSE:GBCI,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,97,51.79,48.35,7.12,10%,"59,690,307"
TFC,NYSE:TFC,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,96,51.95,49.13,5.75,10%,"371,608,745"
MC,NYSE:MC,180,PURE FIRST BREAK,0,16-01-2026,09-04-2026,96,66.97,64.35,4.06,10%,"47,040,265"
PB,NYSE:PB,180,PURE FIRST BREAK,0,12-02-2026,09-04-2026,96,72.5,69.83,3.83,10%,"80,205,082"
NATL,NYSE:NATL,180,PURE FIRST BREAK,0,04-03-2026,15-04-2026,90,45.7,44.73,2.18,10%,"13,517,238"
DX,NYSE:DX,180,PURE FIRST BREAK,0,28-01-2026,17-04-2026,88,13.22,12.99,1.78,10%,"109,417,751"
KWR,NYSE:KWR,180,PURE FIRST BREAK,0,18-02-2026,17-04-2026,88,149.96,143.25,4.68,10%,"12,700,113"
DNOW,NYSE:DNOW,180,PURE FIRST BREAK,0,11-02-2026,24-04-2026,81,13.12,13.05,0.56,10%,"19,949,170"
STUB,NYSE:STUB,180,PURE FIRST BREAK,0,16-01-2026,18-05-2026,57,10.67,10.07,6.01,10%,"59,993,142"
BURL,NYSE:BURL,180,PURE FIRST BREAK,0,20-04-2026,21-05-2026,54,334.31,322.66,3.61,10%,"165,119,051"
MMM,NYSE:MMM,180,PURE FIRST BREAK,0,12-02-2026,26-05-2026,49,156.58,154.95,1.05,10%,"560,441,947"
A,NYSE:A,180,PURE FIRST BREAK,0,16-01-2026,28-05-2026,47,135.2,125.02,8.14,10%,"227,648,268"
SVV,NYSE:SVV,180,PURE FIRST BREAK,0,09-02-2026,28-05-2026,47,9.69,9.01,7.58,10%,"13,407,083"
ABM,NYSE:ABM,180,PURE FIRST BREAK,0,06-02-2026,05-06-2026,39,45.3,41.86,8.22,10%,"18,101,880"
BBT,NYSE:BBT,180,PURE FIRST BREAK,0,17-04-2026,10-06-2026,34,30.09,29.98,0.38,10%,"23,844,941"
NGVT,NYSE:NGVT,180,PURE FIRST BREAK,0,06-05-2026,11-06-2026,33,72.94,72.51,0.59,10%,"23,690,475"
W,NYSE:W,180,PURE FIRST BREAK,0,16-01-2026,15-06-2026,29,88.74,81.27,9.19,10%,"226,393,483"
CXT,NYSE:CXT,180,PURE FIRST BREAK,0,06-02-2026,17-06-2026,27,50.66,46.18,9.71,10%,"27,776,169"
KMI,NYSE:KMI,180,PURE FIRST BREAK,0,19-05-2026,23-06-2026,21,32.54,32.53,0.04,10%,"239,488,484"
KNTK,NYSE:KNTK,180,PURE FIRST BREAK,0,15-05-2026,23-06-2026,21,50.55,48.51,4.21,10%,"35,073,055"
SLGN,NYSE:SLGN,180,PURE FIRST BREAK,0,06-02-2026,23-06-2026,20,44.94,42.59,5.53,10%,"45,861,269"
BH,NYSE:BH,180,PURE FIRST BREAK,0,22-01-2026,24-06-2026,20,384.81,351.15,9.58,10%,"20,117,097"
BKH,NYSE:BKH,180,PURE FIRST BREAK,0,15-04-2026,24-06-2026,20,75.54,74.39,1.55,10%,"53,537,163"
KRG,NYSE:KRG,180,PURE FIRST BREAK,0,12-06-2026,24-06-2026,20,28.69,28.63,0.21,10%,"70,028,619"
MTG,NYSE:MTG,180,PURE FIRST BREAK,0,28-04-2026,24-06-2026,20,28.55,26.98,5.82,10%,"56,853,098"
RSG,NYSE:RSG,180,PURE FIRST BREAK,0,03-03-2026,24-06-2026,19,223.38,213.21,4.77,10%,"261,712,014"
BRX,NYSE:BRX,180,PURE FIRST BREAK,0,12-06-2026,25-06-2026,19,31.64,31.63,0.04,10%,"82,064,477"
HNI,NYSE:HNI,180,PURE FIRST BREAK,0,06-02-2026,25-06-2026,19,39.69,37.93,4.64,10%,"13,609,859"
SRE,NYSE:SRE,180,PURE FIRST BREAK,0,09-04-2026,25-06-2026,18,94.41,92.83,1.7,10%,"231,776,559"
MFA,NYSE:MFA,180,PURE FIRST BREAK,0,01-05-2026,26-06-2026,18,9.46,9.37,0.96,10%,"15,670,575"
ONT,NYSE:ONT,180,PURE FIRST BREAK,0,02-03-2026,26-06-2026,18,20.63,19.74,4.53,10%,"10,840,900"
RYAN,NYSE:RYAN,180,PURE FIRST BREAK,0,20-01-2026,26-06-2026,18,41.18,37.52,9.74,10%,"51,940,334"
ASH,NYSE:ASH,180,PURE FIRST BREAK,0,22-06-2026,30-06-2026,14,66.74,65.59,1.76,10%,"26,547,836"
SNOW,NYSE:SNOW,180,PURE FIRST BREAK,0,01-06-2026,30-06-2026,14,275.94,256.25,7.68,10%,"1,485,467,815"
FOUR,NYSE:FOUR,180,PURE FIRST BREAK,0,26-01-2026,01-07-2026,13,50.01,49.12,1.82,10%,"42,463,490"
TWLO,NYSE:TWLO,180,PURE FIRST BREAK,0,04-06-2026,01-07-2026,13,217.83,210.62,3.42,10%,"460,645,105"
GWRE,NYSE:GWRE,180,PURE FIRST BREAK,0,01-06-2026,02-07-2026,12,140.71,131.53,6.98,10%,"241,122,356"
IOT,NYSE:IOT,180,PURE FIRST BREAK,0,01-06-2026,02-07-2026,12,36.9,35.42,4.18,10%,"160,758,768"
MSCI,NYSE:MSCI,180,PURE FIRST BREAK,0,01-06-2026,02-07-2026,12,611.43,600.85,1.76,10%,"295,815,333"
THC,NYSE:THC,180,PURE FIRST BREAK,0,05-03-2026,02-07-2026,11,194.81,193.53,0.66,10%,"223,037,966"
WM,NYSE:WM,180,PURE FIRST BREAK,0,06-03-2026,02-07-2026,11,236.71,226.9,4.33,10%,"311,486,698"
WTM,NYSE:WTM,180,PURE FIRST BREAK,0,17-04-2026,02-07-2026,11,2174.96,2138.6,1.7,10%,"34,799,359"
AAMI,NYSE:AAMI,180,PURE FIRST BREAK,0,17-06-2026,06-07-2026,8,80.62,76.4,5.53,10%,"27,486,745"
COR,NYSE:COR,180,PURE FIRST BREAK,0,02-03-2026,06-07-2026,8,302.28,298.88,1.14,10%,"345,137,559"
