Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.52,99.29,1.24,17461.8,21-11-2025,97.91,264,0
CMG,NYSE:CMG,DAILY,180d,32.64,32.57,0.22,5755.0,04-06-2026,28.04,69,2
LHX,NYSE:LHX,DAILY,365d,290.74,285.2,1.94,5257.4,07-04-2025,191.65,492,5
EQR,NYSE:EQR,DAILY,180d,64.42,64.29,0.2,4471.6,20-03-2026,56.3,145,0
AVB,NYSE:AVB,DAILY,180d,179.79,179.59,0.11,2013.7,27-03-2026,157.12,138,1
SO,NYSE:SO,DAILY,180d,92.52,91.5,1.11,1941.7,10-12-2025,82.46,245,3
NVR,NYSE:NVR,DAILY,180d,6293.95,6242.17,0.83,1760.2,15-05-2026,5501.01,89,1
SHV,NYSE:SHV,DAILY,180d,110.19,108.79,1.29,1722.8,21-11-2025,107.41,264,0
ETR,NYSE:ETR,DAILY,180d,107.85,106.35,1.42,1684.6,22-12-2025,89.79,233,2
ED,NYSE:ED,DAILY,180d,107.78,106.25,1.44,1590.3,08-12-2025,93.44,247,4
PEG,NYSE:PEG,DAILY,730d,75.87,75.61,0.34,1529.9,24-01-2024,52.47,931,2
BWXT,NYSE:BWXT,DAILY,365d,172.56,171.9,0.38,1464.8,07-04-2025,83.55,492,5
FE,NYSE:FE,DAILY,180d,47.01,46.49,1.12,1399.7,16-12-2025,42.6,239,30
NCLH,NYSE:NCLH,DAILY,180d,18.92,18.67,1.33,1350.6,19-05-2026,14.53,85,1
H,NYSE:H,DAILY,180d,178.37,175.58,1.59,1334.5,31-03-2026,137.42,134,3
RBC,NYSE:RBC,DAILY,180d,555.65,546.33,1.71,1257.9,21-11-2025,418.05,264,0
WMS,NYSE:WMS,DAILY,180d,140.53,139.71,0.58,902.9,22-05-2026,127.85,82,4
JBND,NYSE:JBND,DAILY,365d,52.65,52.35,0.58,782.2,11-04-2025,48.98,488,3
TRP,NYSE:TRP,DAILY,180d,63.61,62.67,1.49,780.0,07-01-2026,51.71,217,0
FCN,NYSE:FCN,DAILY,180d,152.68,151.31,0.91,748.9,22-06-2026,137.65,51,3
PEN,NYSE:PEN,DAILY,365d,326.58,325.34,0.38,668.3,03-11-2025,221.26,282,51
BOND,NYSE:BOND,DAILY,365d,90.54,89.86,0.75,636.1,11-04-2025,83.42,488,2
WRB,NYSE:WRB,DAILY,180d,69.73,69.35,0.55,582.6,01-06-2026,62.31,72,0
ARE,NYSE:ARE,DAILY,180d,48.06,47.64,0.88,543.0,28-04-2026,38.9,106,0
UDR,NYSE:UDR,DAILY,180d,37.23,37.06,0.45,533.8,30-03-2026,32.95,135,0
OGE,NYSE:OGE,DAILY,180d,46.9,46.13,1.67,474.6,05-01-2026,40.98,219,1
WTM,NYSE:WTM,DAILY,180d,2119.46,2097.44,1.05,452.7,21-11-2025,1958.11,264,21
LEVI,NYSE:LEVI,DAILY,180d,22.44,22.12,1.45,398.3,20-03-2026,17.5,145,1
FNF,NYSE:FNF,DAILY,180d,47.67,47.42,0.54,372.3,20-03-2026,42.32,145,4
WPC,NYSE:WPC,DAILY,180d,70.69,70.06,0.9,369.1,22-12-2025,61.29,233,8
TXNM,NYSE:TXNM,DAILY,180d,57.33,56.53,1.42,306.1,02-07-2026,55.23,41,0
AROC,NYSE:AROC,DAILY,180d,33.28,32.9,1.15,281.8,24-11-2025,22.47,261,0
EVTR,NYSE:EVTR,DAILY,365d,50.12,49.8,0.64,256.1,11-04-2025,46.55,488,1
KEP,NYSE:KEP,DAILY,180d,11.88,11.77,0.94,252.1,15-07-2026,11.38,28,1
TDAY,NYSE:TDAY,DAILY,180d,6.86,6.75,1.63,219.6,21-11-2025,4.33,264,0
FLXR,NYSE:FLXR,DAILY,180d,38.9,38.45,1.18,199.9,21-11-2025,37.93,264,7
KMPR,NYSE:KMPR,DAILY,180d,26.51,26.45,0.24,193.8,03-06-2026,22.69,70,2
PMMF,NYSE:PMMF,DAILY,180d,100.27,99.13,1.15,191.7,21-11-2025,97.66,264,0
AQN,NYSE:AQN,DAILY,180d,5.77,5.69,1.36,158.7,02-07-2026,5.44,41,1
NNI,NYSE:NNI,DAILY,365d,126.39,126.32,0.06,144.5,07-04-2025,96.95,492,4
PUMP,NYSE:PUMP,DAILY,365d,11.59,11.52,0.63,141.4,21-08-2025,4.51,356,9
PLOW,NYSE:PLOW,DAILY,180d,42.51,41.88,1.5,122.8,19-11-2025,28.76,266,0
EMA,NYSE:EMA,DAILY,180d,50.97,50.71,0.51,114.7,08-12-2025,45.95,247,1
NVRI,NYSE:NVRI,DAILY,180d,20.73,20.63,0.49,110.8,28-05-2026,15.51,76,1
PAM,NYSE:PAM,DAILY,365d,79.41,78.25,1.49,107.5,19-09-2025,54.95,327,3
