Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.67,99.48,1.2,28927.5,10-10-2025,98.07,263,0
DLR,NYSE:DLR,DAILY,180d,179.58,176.44,1.78,20549.7,18-12-2025,144.28,194,0
UBER,NYSE:UBER,DAILY,180d,72.16,71.98,0.25,20044.5,27-03-2026,68.46,95,9
PFE,NYSE:PFE,DAILY,365d,24.08,23.89,0.8,14448.8,09-04-2025,19.19,447,1
MCK,NYSE:MCK,DAILY,180d,755.6,750.64,0.66,12757.5,11-05-2026,722.88,50,4
APO,NYSE:APO,DAILY,180d,118.31,116.61,1.46,8481.2,03-03-2026,99.14,119,1
MDT,NYSE:MDT,DAILY,180d,78.23,77.57,0.85,7724.2,29-05-2026,73.01,32,0
MLM,NYSE:MLM,DAILY,180d,576.7,569.94,1.19,7043.8,19-05-2026,524.63,42,1
MSI,NYSE:MSI,DAILY,180d,415.29,411.62,0.89,6059.9,16-12-2025,357.34,196,17
CMG,NYSE:CMG,DAILY,180d,34.0,33.91,0.26,5631.5,11-11-2025,29.75,231,46
SHV,NYSE:SHV,DAILY,180d,110.35,109.02,1.22,4436.1,10-10-2025,107.59,263,0
CRH,NYSE:CRH,DAILY,180d,107.0,105.28,1.63,4193.9,20-05-2026,97.8,41,1
PPL,NYSE:PPL,DAILY,180d,36.35,35.97,1.06,3703.8,10-12-2025,32.66,202,25
ZBH,NYSE:ZBH,DAILY,180d,86.09,84.8,1.53,3565.7,11-05-2026,78.91,50,1
FERG,NYSE:FERG,DAILY,180d,237.33,235.47,0.79,2926.8,19-03-2026,213.69,103,28
CAG,NYSE:CAG,DAILY,180d,13.46,13.37,0.68,2922.9,01-06-2026,13.1,29,3
OTIS,NYSE:OTIS,DAILY,180d,71.6,71.14,0.65,2845.7,01-06-2026,69.16,29,0
ONON,NYSE:ONON,DAILY,180d,35.42,35.13,0.83,2314.2,27-03-2026,31.41,95,0
SU,NYSE:SU,DAILY,180d,53.68,53.32,0.68,2175.9,21-10-2025,37.23,252,1
BJ,NYSE:BJ,DAILY,180d,87.22,86.41,0.94,1886.5,27-05-2026,83.65,34,4
TMHC,NYSE:TMHC,DAILY,180d,71.74,70.66,1.53,1870.9,19-05-2026,54.15,42,0
STE,NYSE:STE,DAILY,180d,210.57,206.7,1.87,1753.2,07-05-2026,194.56,54,8
U,NYSE:U,DAILY,365d,28.58,28.49,0.32,1599.6,07-04-2025,15.33,449,81
ACM,NYSE:ACM,DAILY,180d,69.8,69.29,0.73,1593.0,13-05-2026,67.64,48,4
FE,NYSE:FE,DAILY,180d,47.54,46.71,1.77,1489.4,16-12-2025,43.02,196,30
HII,NYSE:HII,DAILY,365d,279.89,277.18,0.98,1336.8,06-02-2025,154.1,509,2
WTRG,NYSE:WTRG,DAILY,180d,38.31,38.24,0.18,1282.9,09-02-2026,36.04,141,39
GGG,NYSE:GGG,DAILY,180d,75.61,74.41,1.62,1168.6,01-06-2026,73.56,29,1
