Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
LT,NSE:LT,180,PURE FIRST BREAK,0,24-02-2026,08-04-2026,131,4086.7,3915.05,4.38,10%,"4,357,092,367"
KNAGRI,NSE:KNAGRI,180,PURE FIRST BREAK,0,13-04-2026,12-06-2026,63,225.91,205.86,9.74,10%,"14,041,210"
ABREL,NSE:ABREL,180,PURE FIRST BREAK,0,07-05-2026,01-07-2026,44,1402.9,1384.81,1.31,10%,"283,272,170"
GENUSPOWER,NSE:GENUSPOWER,180,PURE FIRST BREAK,0,24-06-2026,02-07-2026,46,318.25,315.78,0.78,10%,"1,054,981,246"
MANOMAY,NSE:MANOMAY,180,PURE FIRST BREAK,0,28-04-2026,27-07-2026,18,215.12,208.33,3.26,10%,"19,135,139"
ARIS,NSE:ARIS,180,PURE FIRST BREAK,0,11-05-2026,28-07-2026,20,136.25,129.18,5.48,10%,"108,035,214"
KAYNES,NSE:KAYNES,180,PURE FIRST BREAK,0,08-05-2026,29-07-2026,19,3651.0,3545.49,2.98,10%,"2,340,411,483"
NATIONALUM,NSE:NATIONALUM,180,PURE FIRST BREAK,0,02-06-2026,03-08-2026,14,387.55,374.78,3.41,10%,"3,768,920,531"
APOLLOPIPE,NSE:APOLLOPIPE,180,PURE FIRST BREAK,0,21-05-2026,04-08-2026,13,545.3,524.23,4.02,10%,"445,493,186"
CEATLTD,NSE:CEATLTD,180,PURE FIRST BREAK,0,10-07-2026,04-08-2026,10,3688.8,3633.65,1.52,10%,"125,596,264"
GRAPHITE,NSE:GRAPHITE,180,PURE FIRST BREAK,0,15-05-2026,04-08-2026,10,721.6,702.51,2.72,10%,"859,141,261"
HINDALCO,NSE:HINDALCO,180,PURE FIRST BREAK,0,29-05-2026,04-08-2026,13,1049.9,1021.76,2.75,10%,"3,215,839,575"
OFSS,NSE:OFSS,180,PURE FIRST BREAK,0,20-07-2026,04-08-2026,10,11828.0,11519.09,2.68,10%,"3,059,454,136"
BAHETI,NSE:BAHETI,180,PURE FIRST BREAK,0,29-07-2026,05-08-2026,9,786.0,773.67,1.59,10%,"41,265,000"
VMART,NSE:VMART,180,PURE FIRST BREAK,0,02-07-2026,05-08-2026,9,807.5,790.32,2.17,10%,"55,471,212"
ZFCVINDIA,NSE:ZFCVINDIA,180,PURE FIRST BREAK,0,24-06-2026,05-08-2026,12,2623.7,2565.53,2.27,10%,"238,769,814"
DYNAMATECH,NSE:DYNAMATECH,180,PURE FIRST BREAK,0,08-05-2026,06-08-2026,8,11188.0,11091.22,0.87,10%,"281,311,072"
GRETEX,NSE:GRETEX,180,PURE FIRST BREAK,0,15-07-2026,06-08-2026,6,300.0,289.85,3.5,10%,"10,350,000"
HERITGFOOD,NSE:HERITGFOOD,180,PURE FIRST BREAK,0,11-05-2026,06-08-2026,8,358.0,342.39,4.56,10%,"28,409,090"
HATSUN,NSE:HATSUN,180,PURE FIRST BREAK,0,23-04-2026,07-08-2026,7,980.8,939.14,4.44,10%,"80,496,217"
PTCIL,NSE:PTCIL,180,PURE FIRST BREAK,0,03-06-2026,07-08-2026,7,19050.0,18595.94,2.44,10%,"297,046,650"
TRUALT,NSE:TRUALT,180,PURE FIRST BREAK,0,10-06-2026,07-08-2026,7,481.6,470.39,2.38,10%,"111,885,795"
ANDHRSUGAR,NSE:ANDHRSUGAR,180,PURE FIRST BREAK,0,06-05-2026,10-08-2026,7,101.98,95.9,6.34,10%,"99,920,823"
GRAVITA,NSE:GRAVITA,180,PURE FIRST BREAK,0,13-07-2026,10-08-2026,4,1794.3,1766.85,1.55,10%,"200,295,920"
VMARCIND,NSE:VMARCIND,180,PURE FIRST BREAK,0,17-06-2026,10-08-2026,4,365.8,345.28,5.94,10%,"160,220,395"
JSWDULUX,NSE:JSWDULUX,180,PURE FIRST BREAK,0,03-07-2026,11-08-2026,3,3167.4,3099.76,2.18,10%,"37,359,482"
LICI,NSE:LICI,180,PURE FIRST BREAK,0,17-07-2026,11-08-2026,6,410.0,404.57,1.34,10%,"1,894,703,070"
OIL,NSE:OIL,180,PURE FIRST BREAK,0,14-05-2026,11-08-2026,6,474.65,460.84,3.0,10%,"1,259,891,483"
GNFC,NSE:GNFC,180,PURE FIRST BREAK,0,22-06-2026,12-08-2026,5,600.65,555.79,8.07,10%,"1,215,595,519"
KWIL,NSE:KWIL,180,PURE FIRST BREAK,0,15-06-2026,12-08-2026,5,38.79,36.06,7.56,10%,"3,278,611,522"
BLISSGVS,NSE:BLISSGVS,180,PURE FIRST BREAK,0,30-06-2026,13-08-2026,4,520.5,513.79,1.31,10%,"180,713,956"
BLS,NSE:BLS,180,PURE FIRST BREAK,0,16-04-2026,13-08-2026,4,272.56,270.05,0.93,10%,"566,043,881"
CLEAN,NSE:CLEAN,180,PURE FIRST BREAK,0,08-05-2026,13-08-2026,4,840.0,812.24,3.42,10%,"374,566,920"
UTTAMSUGAR,NSE:UTTAMSUGAR,180,PURE FIRST BREAK,0,30-04-2026,13-08-2026,4,283.0,263.43,7.43,10%,"200,551,629"
OLECTRA,NSE:OLECTRA,365,PURE FIRST BREAK,0,23-09-2025,13-04-2026,126,1320.1,1276.23,3.44,10%,"357,814,418"
GENUSPOWER,NSE:GENUSPOWER,365,PURE FIRST BREAK,0,07-11-2025,15-04-2026,124,318.25,311.53,2.16,10%,"1,054,981,246"
ALKYLAMINE,NSE:ALKYLAMINE,365,PURE FIRST BREAK,0,25-08-2025,06-05-2026,100,1916.9,1747.07,9.72,10%,"67,823,757"
MOTILALOFS,NSE:MOTILALOFS,365,PURE FIRST BREAK,0,28-10-2025,06-05-2026,103,955.0,871.2,9.62,10%,"5,707,507,840"
BERGEPAINT,NSE:BERGEPAINT,365,PURE FIRST BREAK,0,21-11-2025,07-05-2026,99,545.1,511.51,6.57,10%,"486,156,135"
MOLDTKPAC,NSE:MOLDTKPAC,365,PURE FIRST BREAK,0,05-09-2025,13-05-2026,93,694.4,662.98,4.74,10%,"24,669,255"
CIPLA,NSE:CIPLA,365,PURE FIRST BREAK,0,23-10-2025,14-05-2026,95,1431.5,1397.85,2.41,10%,"1,082,949,791"
NPST,NSE:NPST,365,PURE FIRST BREAK,0,22-08-2025,03-06-2026,72,1586.2,1443.81,9.86,10%,"56,365,615"
MAHLIFE,NSE:MAHLIFE,365,PURE FIRST BREAK,0,01-12-2025,22-06-2026,56,386.65,367.14,5.31,10%,"48,700,500"
SHAREINDIA,NSE:SHAREINDIA,365,PURE FIRST BREAK,0,20-10-2025,07-07-2026,38,174.47,174.42,0.03,10%,"88,917,938"
SMCGLOBAL,NSE:SMCGLOBAL,365,PURE FIRST BREAK,0,02-01-2026,13-07-2026,32,79.46,77.08,3.09,10%,"50,570,330"
LXCHEM,NSE:LXCHEM,365,PURE FIRST BREAK,0,15-09-2025,15-07-2026,33,179.66,172.7,4.03,10%,"124,860,289"
SHOPERSTOP,NSE:SHOPERSTOP,365,PURE FIRST BREAK,0,22-09-2025,15-07-2026,30,424.35,386.36,9.83,10%,"17,469,217"
SHK,NSE:SHK,365,PURE FIRST BREAK,0,04-09-2025,29-07-2026,16,170.72,164.06,4.06,10%,"68,744,847"
BALKRISIND,NSE:BALKRISIND,365,PURE FIRST BREAK,0,10-02-2026,30-07-2026,15,2363.6,2316.68,2.03,10%,"850,633,676"
HYUNDAI,NSE:HYUNDAI,365,PURE FIRST BREAK,0,22-09-2025,31-07-2026,17,2190.0,2107.88,3.9,10%,"1,392,964,830"
ASHOKLEY,NSE:ASHOKLEY,365,PURE FIRST BREAK,0,11-02-2026,03-08-2026,14,177.1,168.08,5.37,10%,"6,745,075,993"
LTM,NSE:LTM,365,PURE FIRST BREAK,0,19-01-2026,03-08-2026,11,4715.0,4479.04,5.27,10%,"891,479,195"
MANYAVAR,NSE:MANYAVAR,365,PURE FIRST BREAK,0,25-08-2025,05-08-2026,12,541.85,495.7,9.31,10%,"217,466,611"
WESTLIFE,NSE:WESTLIFE,365,PURE FIRST BREAK,0,04-09-2025,05-08-2026,9,582.9,553.56,5.3,10%,"22,713,865"
DEVYANI,NSE:DEVYANI,365,PURE FIRST BREAK,0,11-09-2025,07-08-2026,10,143.65,132.25,8.62,10%,"445,978,213"
FOSECOIND,NSE:FOSECOIND,365,PURE FIRST BREAK,0,08-09-2025,07-08-2026,7,5655.0,5475.73,3.27,10%,"237,108,495"
SAPPHIRE,NSE:SAPPHIRE,365,PURE FIRST BREAK,0,04-09-2025,07-08-2026,10,234.68,215.23,9.03,10%,"162,577,850"
ORISSAMINE,NSE:ORISSAMINE,365,PURE FIRST BREAK,0,06-10-2025,12-08-2026,2,4883.1,4773.81,2.29,10%,"156,478,943"
TNPETRO,NSE:TNPETRO,365,PURE FIRST BREAK,0,03-11-2025,12-08-2026,5,114.16,106.3,7.4,10%,"85,546,027"
MOLDTKPAC,NSE:MOLDTKPAC,550,PURE FIRST BREAK,0,30-07-2025,14-05-2026,92,694.4,682.17,1.79,10%,"24,669,255"
SOMANYCERA,NSE:SOMANYCERA,550,PURE FIRST BREAK,0,10-06-2025,19-05-2026,87,522.65,506.16,3.26,10%,"269,527,482"
GPTHEALTH,NSE:GPTHEALTH,550,PURE FIRST BREAK,0,05-08-2025,02-06-2026,73,156.15,148.32,5.28,10%,"10,409,583"
TASTYBITE,NSE:TASTYBITE,550,PURE FIRST BREAK,0,07-08-2025,01-07-2026,44,10005.0,9138.62,9.48,10%,"2,268,373,620"
TIPSMUSIC,NSE:TIPSMUSIC,730,PURE FIRST BREAK,0,06-11-2024,23-04-2026,116,656.25,650.14,0.94,10%,"122,799,469"
RML,NSE:RML,730,PURE FIRST BREAK,0,22-08-2024,16-06-2026,62,1084.7,1025.54,5.77,10%,"19,924,853"
RANEHOLDIN,NSE:RANEHOLDIN,730,PURE FIRST BREAK,0,09-09-2024,17-06-2026,61,1600.9,1543.42,3.72,10%,"69,772,026"
TBZ,NSE:TBZ,730,PURE FIRST BREAK,0,16-09-2024,09-07-2026,39,243.7,223.07,9.25,10%,"130,674,375"
