Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
NACLIND,NSE:NACLIND,180,PURE FIRST BREAK,0,08-01-2026,06-04-2026,67,164.76,158.37,4.03,10%,"53,674,522"
OBEROIRLTY,NSE:OBEROIRLTY,180,PURE FIRST BREAK,0,05-01-2026,07-04-2026,66,1622.8,1594.12,1.8,10%,"851,340,379"
BAJFINANCE,NSE:BAJFINANCE,180,PURE FIRST BREAK,0,23-02-2026,08-04-2026,65,918.3,915.46,0.31,10%,"10,771,353,981"
BOSCHLTD,NSE:BOSCHLTD,180,PURE FIRST BREAK,0,02-01-2026,08-04-2026,65,39060.0,36627.23,6.64,10%,"3,066,249,060"
GAIL,NSE:GAIL,180,PURE FIRST BREAK,0,27-02-2026,08-04-2026,65,170.5,158.2,7.77,10%,"1,242,772,624"
LT,NSE:LT,180,PURE FIRST BREAK,0,24-02-2026,08-04-2026,65,4049.3,3871.84,4.58,10%,"12,414,303,597"
ELLEN,NSE:ELLEN,180,PURE FIRST BREAK,0,17-12-2025,10-04-2026,63,275.85,253.13,8.98,10%,"104,697,491"
MGL,NSE:MGL,180,PURE FIRST BREAK,0,27-02-2026,10-04-2026,63,1094.9,1075.61,1.79,10%,"294,741,612"
ASIANPAINT,NSE:ASIANPAINT,180,PURE FIRST BREAK,0,13-01-2026,15-04-2026,58,2747.4,2499.16,9.93,10%,"2,961,765,780"
BFUTILITIE,NSE:BFUTILITIE,180,PURE FIRST BREAK,0,24-12-2025,15-04-2026,58,621.85,567.54,9.57,10%,"255,167,432"
FIEMIND,NSE:FIEMIND,180,PURE FIRST BREAK,0,11-02-2026,15-04-2026,58,2308.7,2252.94,2.48,10%,"107,506,922"
OPTIEMUS,NSE:OPTIEMUS,180,PURE FIRST BREAK,0,17-12-2025,16-04-2026,57,423.3,413.42,2.39,10%,"36,938,427"
COLPAL,NSE:COLPAL,180,PURE FIRST BREAK,0,27-02-2026,17-04-2026,56,2079.0,2062.12,0.82,10%,"546,429,807"
AJAXENGG,NSE:AJAXENGG,180,PURE FIRST BREAK,0,19-12-2025,21-04-2026,52,548.3,524.11,4.61,10%,"33,021,915"
EVEREADY,NSE:EVEREADY,180,PURE FIRST BREAK,0,05-02-2026,21-04-2026,52,345.6,329.76,4.8,10%,"77,490,779"
INOXGREEN,NSE:INOXGREEN,180,PURE FIRST BREAK,0,23-12-2025,21-04-2026,52,189.9,172.73,9.94,10%,"784,171,326"
JUBLPHARMA,NSE:JUBLPHARMA,180,PURE FIRST BREAK,0,07-01-2026,22-04-2026,51,976.75,936.78,4.27,10%,"75,429,519"
TITAGARH,NSE:TITAGARH,180,PURE FIRST BREAK,0,30-12-2025,24-04-2026,49,858.65,785.15,9.36,10%,"854,034,781"
GUJTHEM,NSE:GUJTHEM,180,PURE FIRST BREAK,0,26-12-2025,28-04-2026,45,387.3,376.94,2.75,10%,"33,044,435"
RBA,NSE:RBA,180,PURE FIRST BREAK,0,16-01-2026,29-04-2026,44,68.85,65.7,4.79,10%,"195,785,298"
HCG,NSE:HCG,180,PURE FIRST BREAK,0,17-12-2025,04-05-2026,39,630.5,612.49,2.94,10%,"88,589,664"
YESBANK,NSE:YESBANK,180,PURE FIRST BREAK,0,19-01-2026,05-05-2026,38,23.02,21.22,8.5,10%,"2,009,026,802"
GEOJITFSL,NSE:GEOJITFSL,180,PURE FIRST BREAK,0,17-12-2025,13-05-2026,30,75.02,71.96,4.26,10%,"17,898,721"
KILITCH,NSE:KILITCH,180,PURE FIRST BREAK,0,05-02-2026,18-05-2026,25,189.03,174.42,8.37,10%,"23,946,320"
HARIOMPIPE,NSE:HARIOMPIPE,180,PURE FIRST BREAK,0,16-01-2026,22-05-2026,21,408.2,374.59,8.97,10%,"357,541,982"
FAZE3Q,NSE:FAZE3Q,180,PURE FIRST BREAK,0,18-02-2026,25-05-2026,18,545.3,513.7,6.15,10%,"11,848,278"
DIAMONDYD,NSE:DIAMONDYD,180,PURE FIRST BREAK,0,01-01-2026,26-05-2026,17,1129.4,1088.07,3.8,10%,"16,509,570"
TRAVELFOOD,NSE:TRAVELFOOD,180,PURE FIRST BREAK,0,17-04-2026,26-05-2026,17,1241.7,1224.31,1.42,10%,"199,054,436"
NIITLTD,NSE:NIITLTD,180,PURE FIRST BREAK,0,22-12-2025,01-06-2026,11,87.27,84.97,2.71,10%,"70,827,544"
TBZ,NSE:TBZ,180,PURE FIRST BREAK,0,08-01-2026,01-06-2026,11,183.77,172.48,6.55,10%,"800,008,716"
SURYAROSNI,NSE:SURYAROSNI,180,PURE FIRST BREAK,0,06-05-2026,03-06-2026,9,263.01,253.4,3.79,10%,"393,504,267"
SKFINDUS,NSE:SKFINDUS,180,PURE FIRST BREAK,0,30-01-2026,04-06-2026,8,2386.9,2361.61,1.07,10%,"51,836,305"
UNIHEALTH,NSE:UNIHEALTH,180,PURE FIRST BREAK,0,23-04-2026,05-06-2026,7,473.3,454.88,4.05,10%,"26,741,449"
CARTRADE,NSE:CARTRADE,180,PURE FIRST BREAK,0,02-01-2026,09-06-2026,3,2345.3,2144.22,9.38,10%,"2,391,031,054"
CONCORDBIO,NSE:CONCORDBIO,180,PURE FIRST BREAK,0,07-01-2026,09-06-2026,3,1353.8,1247.32,8.54,10%,"485,830,101"
GARFIBRES,NSE:GARFIBRES,180,PURE FIRST BREAK,0,12-02-2026,09-06-2026,3,692.45,680.7,1.73,10%,"37,291,895"
KOVAI,NSE:KOVAI,180,PURE FIRST BREAK,0,27-04-2026,09-06-2026,3,5811.0,5668.51,2.51,10%,"14,434,524"
GENESYS,NSE:GENESYS,180,PURE FIRST BREAK,0,18-12-2025,10-06-2026,2,317.7,309.54,2.64,10%,"428,746,333"
OLECTRA,NSE:OLECTRA,365,PURE FIRST BREAK,0,23-09-2025,13-04-2026,60,1296.0,1229.72,5.39,10%,"921,638,736"
AVL,NSE:AVL,365,PURE FIRST BREAK,0,04-11-2025,15-04-2026,58,536.9,521.24,3.0,10%,"165,528,425"
BEPL,NSE:BEPL,365,PURE FIRST BREAK,0,30-06-2025,16-04-2026,57,97.15,96.65,0.52,10%,"25,564,051"
SOMANYCERA,NSE:SOMANYCERA,365,PURE FIRST BREAK,0,08-07-2025,17-04-2026,56,514.15,478.73,7.4,10%,"34,111,283"
LLOYDSENT,NSE:LLOYDSENT,365,PURE FIRST BREAK,0,04-07-2025,20-04-2026,53,66.93,66.5,0.65,10%,"185,081,061"
HCC,NSE:HCC,365,PURE FIRST BREAK,0,13-06-2025,28-04-2026,45,23.37,21.67,7.85,10%,"1,237,193,285"
NEULANDLAB,NSE:NEULANDLAB,365,PURE FIRST BREAK,0,10-11-2025,04-05-2026,39,17198.0,15958.73,7.77,10%,"605,524,382"
ARTEMISMED,NSE:ARTEMISMED,365,PURE FIRST BREAK,0,18-11-2025,06-05-2026,37,262.6,260.96,0.63,10%,"56,615,248"
MOTILALOFS,NSE:MOTILALOFS,365,PURE FIRST BREAK,0,28-10-2025,06-05-2026,37,888.45,850.25,4.49,10%,"2,815,878,345"
RML,NSE:RML,365,PURE FIRST BREAK,0,17-06-2025,06-05-2026,37,922.7,897.96,2.75,10%,"13,532,318"
NIVABUPA,NSE:NIVABUPA,365,PURE FIRST BREAK,0,17-07-2025,08-05-2026,35,83.96,82.41,1.87,10%,"66,190,873"
INDIGOPNTS,NSE:INDIGOPNTS,365,PURE FIRST BREAK,0,18-11-2025,13-05-2026,30,995.2,979.84,1.57,10%,"118,521,355"
CIPLA,NSE:CIPLA,365,PURE FIRST BREAK,0,23-10-2025,14-05-2026,29,1389.4,1385.03,0.32,10%,"1,119,317,332"
MOLDTKPAC,NSE:MOLDTKPAC,365,PURE FIRST BREAK,0,30-07-2025,14-05-2026,29,676.1,674.97,0.17,10%,"56,960,071"
KDDL,NSE:KDDL,365,PURE FIRST BREAK,0,17-06-2025,20-05-2026,23,2869.3,2655.07,8.07,10%,"36,976,670"
MONARCH,NSE:MONARCH,365,PURE FIRST BREAK,0,24-07-2025,22-05-2026,21,339.95,320.13,6.19,10%,"80,614,726"
OCCLLTD,NSE:OCCLLTD,365,PURE FIRST BREAK,0,01-08-2025,22-05-2026,21,129.0,120.98,6.62,10%,"16,982,979"
STALLION,NSE:STALLION,365,PURE FIRST BREAK,0,17-10-2025,25-05-2026,18,183.55,175.14,4.8,10%,"236,478,849"
SAREGAMA,NSE:SAREGAMA,365,PURE FIRST BREAK,0,17-06-2025,29-05-2026,14,455.85,426.57,6.86,10%,"635,619,926"
GTLINFRA,NSE:GTLINFRA,365,PURE FIRST BREAK,0,13-06-2025,04-06-2026,8,1.5,1.49,0.42,10%,"98,197,940"
ZEEL,NSE:ZEEL,365,PURE FIRST BREAK,0,04-07-2025,04-06-2026,8,112.6,103.69,8.6,10%,"9,773,564,340"
FILATEX,NSE:FILATEX,365,PURE FIRST BREAK,0,04-11-2025,05-06-2026,7,51.92,50.21,3.4,10%,"119,374,148"
HMVL,NSE:HMVL,365,PURE FIRST BREAK,0,04-08-2025,05-06-2026,7,78.69,77.45,1.6,10%,"15,792,847"
QUESS,NSE:QUESS,365,PURE FIRST BREAK,0,17-07-2025,05-06-2026,7,244.02,231.91,5.22,10%,"115,571,534"
SETL,NSE:SETL,365,PURE FIRST BREAK,0,17-09-2025,05-06-2026,7,158.9,148.36,7.11,10%,"61,463,948"
CARTRADE,NSE:CARTRADE,365,PURE FIRST BREAK,0,17-11-2025,10-06-2026,2,2345.3,2242.15,4.6,10%,"2,391,031,054"
JSFB,NSE:JSFB,550,PURE FIRST BREAK,0,10-06-2025,22-04-2026,51,479.75,450.92,6.39,10%,"367,866,543"
SAREGAMA,NSE:SAREGAMA,550,PURE FIRST BREAK,0,04-06-2025,01-06-2026,11,455.85,430.78,5.82,10%,"635,619,926"
ORCHPHARMA,NSE:ORCHPHARMA,550,PURE FIRST BREAK,0,03-01-2025,03-06-2026,9,917.1,834.82,9.86,10%,"455,419,926"
TEJASNET,NSE:TEJASNET,550,PURE FIRST BREAK,0,16-12-2024,03-06-2026,9,598.85,548.83,9.11,10%,"8,060,443,420"
TIPSMUSIC,NSE:TIPSMUSIC,730,PURE FIRST BREAK,0,06-11-2024,23-04-2026,50,640.25,634.28,0.94,10%,"130,526,487"
ADVENZYMES,NSE:ADVENZYMES,730,PURE FIRST BREAK,0,16-09-2024,04-05-2026,39,368.95,356.73,3.42,10%,"25,512,893"
FINCABLES,NSE:FINCABLES,730,PURE FIRST BREAK,0,25-06-2024,04-05-2026,39,1035.8,1021.95,1.36,10%,"316,810,839"
TRITURBINE,NSE:TRITURBINE,730,PURE FIRST BREAK,0,26-11-2024,19-05-2026,24,671.2,634.58,5.77,10%,"450,566,500"
STEELXIND,NSE:STEELXIND,730,PURE FIRST BREAK,0,31-07-2024,27-05-2026,16,11.49,11.06,3.91,10%,"118,239,555"
VETO,NSE:VETO,730,PURE FIRST BREAK,0,26-08-2024,05-06-2026,7,144.56,135.42,6.75,10%,"21,398,205"
