Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
NVST,NYSE:NVST,180,PURE FIRST BREAK,0,07-05-2026,15-06-2026,85,26.81,26.4,1.56,10%,"66,362,792"
BKH,NYSE:BKH,180,PURE FIRST BREAK,0,15-04-2026,24-06-2026,76,74.19,73.68,0.69,10%,"51,124,331"
ALG,NYSE:ALG,180,PURE FIRST BREAK,0,10-04-2026,25-06-2026,75,172.53,165.59,4.19,10%,"26,293,572"
COR,NYSE:COR,180,PURE FIRST BREAK,0,13-03-2026,02-07-2026,68,324.69,301.14,7.82,10%,"714,480,350"
GFL,NYSE:GFL,180,PURE FIRST BREAK,0,08-04-2026,06-07-2026,64,42.87,39.56,8.37,10%,"298,130,834"
TXNM,NYSE:TXNM,180,PURE FIRST BREAK,0,27-05-2026,21-07-2026,49,58.09,57.6,0.85,10%,"96,836,030"
TTE,NYSE:TTE,180,PURE FIRST BREAK,0,18-05-2026,22-07-2026,48,90.1,85.77,5.04,10%,"117,355,248"
ICE,NYSE:ICE,180,PURE FIRST BREAK,0,08-04-2026,24-07-2026,46,157.76,149.05,5.84,10%,"903,333,729"
T,NYSE:T,180,PURE FIRST BREAK,0,24-03-2026,24-07-2026,46,25.6,23.98,6.74,10%,"1,020,441,615"
VNT,NYSE:VNT,180,PURE FIRST BREAK,0,17-04-2026,24-07-2026,46,32.57,31.59,3.12,10%,"51,196,783"
G,NYSE:G,180,PURE FIRST BREAK,0,17-03-2026,28-07-2026,42,35.35,34.0,3.96,10%,"100,036,961"
TM,NYSE:TM,180,PURE FIRST BREAK,0,17-04-2026,28-07-2026,42,191.45,186.35,2.74,10%,"81,232,234"
HPE,NYSE:HPE,180,PURE FIRST BREAK,0,02-06-2026,04-08-2026,35,56.03,52.48,6.77,10%,"1,547,716,656"
SHAK,NYSE:SHAK,180,PURE FIRST BREAK,0,21-04-2026,04-08-2026,35,67.4,66.8,0.9,10%,"124,427,143"
TIC,NYSE:TIC,180,PURE FIRST BREAK,0,07-05-2026,06-08-2026,33,9.56,8.82,8.36,10%,"13,031,237"
FIGS,NYSE:FIGS,180,PURE FIRST BREAK,0,24-04-2026,07-08-2026,32,13.68,12.82,6.74,10%,"56,661,193"
AR,NYSE:AR,180,PURE FIRST BREAK,0,30-03-2026,10-08-2026,29,39.08,37.24,4.95,10%,"117,458,854"
NE,NYSE:NE,180,PURE FIRST BREAK,0,20-05-2026,10-08-2026,29,45.89,43.26,6.07,10%,"71,336,004"
RIG,NYSE:RIG,180,PURE FIRST BREAK,0,19-05-2026,10-08-2026,29,5.76,5.73,0.49,10%,"253,954,378"
SKM,NYSE:SKM,180,PURE FIRST BREAK,0,02-06-2026,13-08-2026,26,38.42,36.52,5.21,10%,"53,957,045"
MATX,NYSE:MATX,180,PURE FIRST BREAK,0,16-07-2026,14-08-2026,25,223.29,219.09,1.92,10%,"41,822,216"
OR,NYSE:OR,180,PURE FIRST BREAK,0,17-04-2026,19-08-2026,20,36.91,34.86,5.87,10%,"32,063,717"
RSG,NYSE:RSG,180,PURE FIRST BREAK,0,17-07-2026,19-08-2026,20,221.63,219.76,0.85,10%,"333,331,527"
CMG,NYSE:CMG,180,PURE FIRST BREAK,0,30-07-2026,21-08-2026,18,36.96,36.31,1.79,10%,"389,761,670"
FBRT,NYSE:FBRT,180,PURE FIRST BREAK,0,30-04-2026,21-08-2026,18,8.32,8.31,0.09,10%,"29,015,167"
BEN,NYSE:BEN,180,PURE FIRST BREAK,0,05-08-2026,24-08-2026,15,34.65,34.6,0.13,10%,"137,865,426"
GPOR,NYSE:GPOR,180,PURE FIRST BREAK,0,27-03-2026,27-08-2026,12,180.04,176.28,2.13,10%,"53,687,926"
DAR,NYSE:DAR,180,PURE FIRST BREAK,0,20-08-2026,31-08-2026,8,67.11,66.35,1.14,10%,"132,153,013"
CNX,NYSE:CNX,180,PURE FIRST BREAK,0,17-03-2026,01-09-2026,7,37.03,36.76,0.73,10%,"72,182,577"
FMC,NYSE:FMC,180,PURE FIRST BREAK,0,13-04-2026,02-09-2026,6,12.81,12.53,2.23,10%,"29,846,020"
GGB,NYSE:GGB,180,PURE FIRST BREAK,0,05-08-2026,02-09-2026,6,5.06,4.79,5.56,10%,"48,645,827"
LNN,NYSE:LNN,180,PURE FIRST BREAK,0,02-07-2026,02-09-2026,6,123.14,118.04,4.32,10%,"48,024,600"
NU,NYSE:NU,180,PURE FIRST BREAK,0,14-08-2026,02-09-2026,6,15.33,15.3,0.18,10%,"1,154,931,534"
TNK,NYSE:TNK,180,PURE FIRST BREAK,0,21-08-2026,02-09-2026,6,92.33,90.96,1.5,10%,"31,964,647"
OSCR,NYSE:OSCR,180,PURE FIRST BREAK,0,24-08-2026,03-09-2026,5,33.01,31.89,3.53,10%,"157,058,271"
TFC,NYSE:TFC,365,PURE FIRST BREAK,0,06-02-2026,08-04-2026,153,50.55,49.37,2.4,10%,"307,384,435"
MC,NYSE:MC,365,PURE FIRST BREAK,0,16-01-2026,09-04-2026,152,68.77,64.61,6.43,10%,"33,676,667"
NATL,NYSE:NATL,365,PURE FIRST BREAK,0,04-03-2026,15-04-2026,146,45.48,45.26,0.49,10%,"19,993,008"
DX,NYSE:DX,365,PURE FIRST BREAK,0,28-01-2026,17-04-2026,144,12.89,12.72,1.35,10%,"58,111,989"
KWR,NYSE:KWR,365,PURE FIRST BREAK,0,18-02-2026,17-04-2026,144,160.84,148.42,8.37,10%,"17,386,804"
HRI,NYSE:HRI,365,PURE FIRST BREAK,0,11-02-2026,28-04-2026,133,146.27,139.09,5.16,10%,"179,531,803"
NVO,NYSE:NVO,365,PURE FIRST BREAK,0,23-01-2026,01-05-2026,130,45.16,43.75,3.22,10%,"466,407,962"
VNO,NYSE:VNO,365,PURE FIRST BREAK,0,15-09-2025,26-05-2026,105,35.26,34.15,3.26,10%,"41,969,976"
BH-A,NYSE:BH-A,365,PURE FIRST BREAK,0,22-01-2026,11-06-2026,85,1928.21,1839.61,4.82,10%,"38,141,921"
ECL,NYSE:ECL,365,PURE FIRST BREAK,0,24-02-2026,16-06-2026,84,278.11,273.39,1.73,10%,"425,981,065"
COMP,NYSE:COMP,365,PURE FIRST BREAK,0,26-01-2026,18-06-2026,82,10.75,10.25,4.91,10%,"102,958,125"
RSG,NYSE:RSG,365,PURE FIRST BREAK,0,03-03-2026,24-06-2026,76,221.63,215.12,3.03,10%,"333,331,527"
COR,NYSE:COR,365,PURE FIRST BREAK,0,02-03-2026,06-07-2026,64,324.69,303.93,6.83,10%,"714,480,350"
DG,NYSE:DG,365,PURE FIRST BREAK,0,26-02-2026,13-07-2026,57,127.87,121.64,5.12,10%,"325,237,352"
ALLE,NYSE:ALLE,365,PURE FIRST BREAK,0,12-02-2026,23-07-2026,47,156.05,148.08,5.38,10%,"120,158,502"
CAG,NYSE:CAG,365,PURE FIRST BREAK,0,12-02-2026,27-07-2026,43,15.26,14.93,2.19,10%,"169,242,559"
