Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
DJML,NSE:DJML,52,PURE FIRST BREAK,0,14-07-2025,02-02-2026,23,100.95,98.89,2.08,10%,"61,342,266"
IGPL,NSE:IGPL,52,PURE FIRST BREAK,0,21-07-2025,06-04-2026,14,437.3,432.28,1.16,10%,"16,580,229"
TIINDIA,NSE:TIINDIA,52,PURE FIRST BREAK,0,15-09-2025,13-04-2026,13,2916.1,2869.9,1.61,10%,"907,061,684"
BHAGCHEM,NSE:BHAGCHEM,52,PURE FIRST BREAK,0,28-07-2025,20-04-2026,12,283.8,258.2,9.91,10%,"49,863,658"
SOMANYCERA,NSE:SOMANYCERA,52,PURE FIRST BREAK,0,14-07-2025,20-04-2026,12,535.2,503.86,6.22,10%,"114,774,713"
MIDHANI,NSE:MIDHANI,52,PURE FIRST BREAK,0,14-07-2025,27-04-2026,11,416.7,395.66,5.32,10%,"838,089,566"
ARTEMISMED,NSE:ARTEMISMED,52,PURE FIRST BREAK,0,17-11-2025,04-05-2026,10,271.0,267.88,1.17,10%,"170,202,905"
ASIANPAINT,NSE:ASIANPAINT,52,PURE FIRST BREAK,0,01-12-2025,04-05-2026,10,2641.0,2619.02,0.84,10%,"5,501,208,282"
FORTIS,NSE:FORTIS,52,PURE FIRST BREAK,0,13-10-2025,04-05-2026,10,969.75,950.69,2.0,10%,"2,032,466,054"
VERANDA,NSE:VERANDA,52,PURE FIRST BREAK,0,27-10-2025,04-05-2026,10,229.82,220.68,4.14,10%,"86,211,690"
RITCO,NSE:RITCO,52,PURE FIRST BREAK,0,14-07-2025,11-05-2026,9,265.45,262.66,1.06,10%,"152,428,830"
BOROSCI,NSE:BOROSCI,52,PURE FIRST BREAK,0,14-07-2025,25-05-2026,7,162.71,153.78,5.81,10%,"68,560,139"
LMW,NSE:LMW,52,PURE FIRST BREAK,0,14-07-2025,25-05-2026,7,16122.0,15391.7,4.74,10%,"77,691,918"
MONARCH,NSE:MONARCH,52,PURE FIRST BREAK,0,21-07-2025,25-05-2026,7,360.35,331.07,8.84,10%,"112,815,497"
SARLAPOLY,NSE:SARLAPOLY,52,PURE FIRST BREAK,0,21-07-2025,25-05-2026,7,102.56,97.71,4.96,10%,"12,433,759"
GREENPLY,NSE:GREENPLY,52,PURE FIRST BREAK,0,21-07-2025,01-06-2026,6,312.2,288.06,8.38,10%,"60,683,253"
NPST,NSE:NPST,52,PURE FIRST BREAK,0,18-08-2025,01-06-2026,6,1571.8,1478.26,6.33,10%,"76,868,881"
RELIABLE,NSE:RELIABLE,52,PURE FIRST BREAK,0,02-02-2026,01-06-2026,6,145.78,142.53,2.28,10%,"10,266,848"
CERA,NSE:CERA,52,PURE FIRST BREAK,0,14-07-2025,08-06-2026,5,6136.0,5900.53,3.99,10%,"192,044,528"
IDFCFIRSTB,NSE:IDFCFIRSTB,52,PURE FIRST BREAK,0,29-12-2025,08-06-2026,5,79.27,75.65,4.78,10%,"3,219,548,218"
COFORGE,NSE:COFORGE,52,PURE FIRST BREAK,0,08-12-2025,15-06-2026,4,1534.5,1465.19,4.73,10%,"16,582,132,314"
INDHOTEL,NSE:INDHOTEL,52,PURE FIRST BREAK,0,18-08-2025,15-06-2026,4,733.3,710.93,3.15,10%,"4,002,036,014"
JASH,NSE:JASH,52,PURE FIRST BREAK,0,14-07-2025,15-06-2026,4,532.4,491.38,8.35,10%,"227,245,367"
MANBA,NSE:MANBA,52,PURE FIRST BREAK,0,03-11-2025,15-06-2026,4,135.05,130.89,3.18,10%,"20,038,584"
NACLIND,NSE:NACLIND,52,PURE FIRST BREAK,0,28-07-2025,15-06-2026,4,215.63,209.65,2.85,10%,"1,401,075,148"
RELIGARE,NSE:RELIGARE,52,PURE FIRST BREAK,0,21-07-2025,15-06-2026,4,262.25,253.26,3.55,10%,"244,003,170"
