Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
ITC,NSE:ITC,DAILY,180d,266.2,262.54,1.39,35578.2,19-08-2026,265.85,29,6
BEL,NSE:BEL,DAILY,365d,395.45,392.84,0.66,30924.5,07-04-2025,254.18,528,7
TMCV,NSE:TMCV,DAILY,180d,436.1,427.83,1.93,20825.9,11-06-2026,353.06,98,2
HINDZINC,NSE:HINDZINC,DAILY,180d,572.3,571.73,0.1,17282.9,23-03-2026,475.32,178,42
CANBK,NSE:CANBK,DAILY,365d,123.9,122.0,1.56,13752.7,07-04-2025,78.22,528,2
CUMMINSIND,NSE:CUMMINSIND,DAILY,180d,5020.0,4947.34,1.47,12815.4,27-01-2026,3833.72,233,2
LTM,NSE:LTM,DAILY,180d,4265.3,4227.66,0.89,9628.8,30-06-2026,3528.0,79,0
DABUR,NSE:DABUR,DAILY,180d,384.55,380.1,1.17,5877.6,19-08-2026,398.0,29,13
INOXWIND,NSE:INOXWIND,DAILY,180d,74.1,72.73,1.89,4232.6,11-08-2026,72.7,37,6
HDBFS,NSE:HDBFS,DAILY,180d,681.45,674.83,0.98,2641.9,30-03-2026,553.72,171,9
NH,NSE:NH,DAILY,180d,1868.6,1861.01,0.41,2390.5,02-04-2026,1585.49,168,10
PGEL,NSE:PGEL,DAILY,180d,529.1,522.77,1.21,2225.8,06-04-2026,436.34,164,16
JAMNAAUTO,NSE:JAMNAAUTO,DAILY,180d,126.96,126.53,0.34,1235.7,18-05-2026,109.22,122,19
UTKARSHBNK,NSE:UTKARSHBNK,DAILY,180d,14.05,14.0,0.38,1108.3,30-03-2026,10.12,171,10
EQUITASBNK,NSE:EQUITASBNK,DAILY,180d,72.13,70.9,1.73,1104.1,30-03-2026,51.25,171,0
MGL,NSE:MGL,DAILY,180d,1071.2,1057.81,1.27,716.2,23-03-2026,885.65,178,0
STEELXIND,NSE:STEELXIND,DAILY,180d,11.2,11.09,0.97,630.3,23-03-2026,7.0,178,18
GMBREW,NSE:GMBREW,DAILY,180d,937.05,923.72,1.44,424.6,08-06-2026,860.0,101,40
SKMEGGPROD,NSE:SKMEGGPROD,DAILY,180d,231.9,230.68,0.53,285.0,09-03-2026,142.38,192,1
GRINDWELL,NSE:GRINDWELL,DAILY,180d,1862.2,1836.45,1.4,282.6,23-03-2026,1316.5,178,1
TTKHLTCARE,NSE:TTKHLTCARE,DAILY,180d,1049.0,1039.55,0.91,268.7,30-03-2026,727.56,171,0
MUNJALAU,NSE:MUNJALAU,DAILY,180d,104.81,103.04,1.72,210.5,30-03-2026,66.61,171,1
GALAPREC,NSE:GALAPREC,DAILY,180d,998.9,981.14,1.81,103.1,02-03-2026,671.2,199,2
