Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.48,99.52,0.97,15247.4,20-10-2025,98.15,262,0
MCD,NYSE:MCD,DAILY,180d,276.49,274.11,0.87,9965.0,04-06-2026,271.85,35,9
NKE,NYSE:NKE,DAILY,180d,42.78,42.69,0.21,8399.9,18-05-2026,41.35,52,7
COP,NYSE:COP,DAILY,180d,108.02,107.69,0.31,7141.4,06-11-2025,83.51,245,8
PFE,NYSE:PFE,DAILY,365d,24.25,23.89,1.51,7070.3,09-04-2025,19.19,456,1
KR,NYSE:KR,DAILY,730d,59.86,59.72,0.24,6614.9,17-11-2023,39.91,965,13
DLR,NYSE:DLR,DAILY,180d,179.33,176.23,1.76,5716.7,18-12-2025,144.28,203,4
F,NYSE:F,DAILY,180d,13.61,13.43,1.32,5604.2,30-03-2026,10.97,101,3
NOC,NYSE:NOC,DAILY,180d,532.23,522.65,1.83,4992.3,03-06-2026,525.73,36,8
COR,NYSE:COR,DAILY,365d,302.46,297.55,1.65,4775.5,18-02-2025,235.48,506,40
DUK,NYSE:DUK,DAILY,180d,125.26,122.82,1.98,4769.3,10-12-2025,111.97,211,4
OXY,NYSE:OXY,DAILY,180d,52.3,52.25,0.09,4335.6,16-12-2025,38.44,205,12
RCL,NYSE:RCL,DAILY,180d,288.08,282.67,1.91,4334.5,20-05-2026,232.1,50,2
HCA,NYSE:HCA,DAILY,365d,409.01,404.08,1.22,4287.7,28-02-2025,291.78,496,30
MSI,NYSE:MSI,DAILY,180d,417.21,411.78,1.32,4026.1,16-12-2025,357.34,205,17
FERG,NYSE:FERG,DAILY,365d,224.62,221.57,1.37,3315.4,09-04-2025,143.23,456,2
BMNR,NYSE:BMNR,DAILY,180d,14.69,14.61,0.56,3081.9,09-06-2026,15.47,30,8
MLM,NYSE:MLM,DAILY,180d,571.9,571.45,0.08,2844.1,19-05-2026,525.38,51,1
GTLS,NYSE:GTLS,DAILY,180d,209.6,206.72,1.39,2829.6,04-11-2025,198.91,247,2
AEM,NYSE:AEM,DAILY,365d,149.03,148.29,0.5,2679.4,27-01-2025,86.19,528,1
ROL,NYSE:ROL,DAILY,180d,44.77,44.39,0.84,2443.9,03-06-2026,44.43,36,13
HAL,NYSE:HAL,DAILY,180d,34.12,33.48,1.9,2433.4,20-10-2025,21.97,262,5
PNR,NYSE:PNR,DAILY,180d,74.57,73.29,1.75,2264.5,01-06-2026,69.93,38,1
GVA,NYSE:GVA,DAILY,180d,125.58,125.28,0.24,2246.1,07-11-2025,96.96,244,1
CLX,NYSE:CLX,DAILY,180d,93.07,92.13,1.03,2157.0,05-05-2026,84.7,65,5
SHV,NYSE:SHV,DAILY,180d,110.14,109.07,0.98,2143.5,20-10-2025,107.69,262,0
RIO,NYSE:RIO,DAILY,180d,89.49,88.12,1.56,2091.2,04-11-2025,65.9,247,1
OTIS,NYSE:OTIS,DAILY,180d,72.0,71.2,1.12,1828.7,01-06-2026,69.16,38,1
FE,NYSE:FE,DAILY,180d,47.63,46.75,1.89,1805.6,16-12-2025,43.02,205,30
PEG,NYSE:PEG,DAILY,180d,80.17,78.92,1.58,1754.4,18-05-2026,75.39,52,1
