Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.66,99.44,1.22,20117.0,09-12-2025,98.1,261,0
HD,NYSE:HD,DAILY,180d,328.61,327.57,0.32,11889.1,19-05-2026,286.95,100,0
PWR,NYSE:PWR,DAILY,180d,621.83,610.46,1.86,5955.9,08-01-2026,408.22,231,2
FN,NYSE:FN,DAILY,365d,432.71,432.04,0.16,4955.0,04-04-2025,148.55,510,2
LMT,NYSE:LMT,DAILY,180d,565.89,556.17,1.75,4657.3,10-12-2025,450.54,260,65
NOC,NYSE:NOC,DAILY,180d,545.13,541.23,0.72,4437.4,21-07-2026,479.02,37,0
CVS,NYSE:CVS,DAILY,180d,92.92,92.03,0.97,4021.3,30-03-2026,68.48,150,0
DUK,NYSE:DUK,DAILY,365d,120.84,119.53,1.1,3877.4,14-05-2025,105.57,470,28
EME,NYSE:EME,DAILY,180d,775.04,763.01,1.58,3609.4,17-12-2025,590.3,253,5
TEL,NYSE:TEL,DAILY,180d,203.0,202.55,0.22,3553.9,22-07-2026,189.53,36,2
ZTS,NYSE:ZTS,DAILY,180d,75.02,73.88,1.55,2980.2,30-06-2026,70.98,58,1
PPL,NYSE:PPL,DAILY,550d,34.44,34.04,1.18,2769.8,08-07-2024,25.57,780,0
SHV,NYSE:SHV,DAILY,180d,110.35,108.94,1.29,2394.9,09-12-2025,107.61,261,0
MTZ,NYSE:MTZ,DAILY,365d,251.13,248.74,0.96,2379.7,07-04-2025,99.7,507,2
NVR,NYSE:NVR,DAILY,180d,6365.45,6248.87,1.87,2361.6,15-05-2026,5501.01,104,2
SRE,NYSE:SRE,DAILY,365d,84.75,83.72,1.23,2183.1,07-04-2025,59.64,507,1
OTIS,NYSE:OTIS,DAILY,180d,71.48,71.08,0.56,2101.6,01-06-2026,68.74,87,2
WSO,NYSE:WSO,DAILY,180d,313.05,309.72,1.07,2038.9,30-07-2026,300.66,28,3
MUSA,NYSE:MUSA,DAILY,180d,509.08,508.54,0.11,1981.3,11-02-2026,358.79,197,0
ETR,NYSE:ETR,DAILY,180d,106.49,105.8,0.65,1750.9,22-12-2025,89.25,248,2
STZ,NYSE:STZ,DAILY,180d,131.43,131.29,0.11,1740.3,27-07-2026,127.28,31,1
LEN,NYSE:LEN,DAILY,180d,85.11,84.75,0.43,1738.2,23-07-2026,79.83,35,1
ALLY,NYSE:ALLY,DAILY,180d,42.74,42.13,1.45,1597.2,12-03-2026,35.43,168,1
PHM,NYSE:PHM,DAILY,180d,126.75,124.5,1.81,1529.2,19-05-2026,108.26,100,0
IR,NYSE:IR,DAILY,180d,78.97,78.1,1.11,1434.5,19-05-2026,68.05,100,0
BJ,NYSE:BJ,DAILY,180d,90.49,90.3,0.21,1376.4,22-06-2026,83.21,66,1
YUMC,NYSE:YUMC,DAILY,180d,44.91,44.49,0.95,1362.6,25-06-2026,39.9,63,0
CCI,NYSE:CCI,DAILY,180d,75.03,74.01,1.37,1361.8,27-07-2026,73.52,31,2
GGG,NYSE:GGG,DAILY,180d,79.62,78.31,1.67,1309.4,09-07-2026,72.22,49,0
AEE,NYSE:AEE,DAILY,180d,106.75,106.65,0.09,1179.5,12-12-2025,95.25,258,1
UDR,NYSE:UDR,DAILY,180d,37.08,36.96,0.32,1116.8,30-03-2026,32.82,150,0
APG,NYSE:APG,DAILY,180d,41.25,40.86,0.94,1050.0,30-07-2026,37.48,28,2
XPO,NYSE:XPO,DAILY,180d,191.61,191.3,0.16,971.5,19-12-2025,134.61,251,1
FHN,NYSE:FHN,DAILY,180d,24.42,24.3,0.5,944.3,19-03-2026,21.1,161,1
FND,NYSE:FND,DAILY,180d,53.37,53.35,0.04,924.2,20-05-2026,42.64,99,2
PNW,NYSE:PNW,DAILY,180d,97.89,97.05,0.87,850.4,10-12-2025,83.83,260,1
FBIN,NYSE:FBIN,DAILY,180d,45.31,45.11,0.45,809.1,19-05-2026,31.92,100,3
PII,NYSE:PII,DAILY,180d,63.85,62.8,1.67,774.1,15-04-2026,46.69,134,0
CPT,NYSE:CPT,DAILY,365d,105.79,103.86,1.86,697.4,29-10-2025,94.3,302,27
WHR,NYSE:WHR,DAILY,180d,39.75,39.68,0.18,678.9,23-07-2026,35.45,35,2
KBH,NYSE:KBH,DAILY,180d,54.72,54.15,1.06,632.3,19-05-2026,43.84,100,1
CMC,NYSE:CMC,DAILY,180d,68.76,67.42,1.99,623.9,26-03-2026,57.19,154,11
LUMN,NYSE:LUMN,DAILY,180d,6.14,6.11,0.57,617.5,28-07-2026,5.92,30,7
TM,NYSE:TM,DAILY,365d,192.0,191.59,0.22,596.2,07-04-2025,155.0,507,65
BRX,NYSE:BRX,DAILY,180d,29.11,28.62,1.7,569.3,09-12-2025,23.98,261,0
WPC,NYSE:WPC,DAILY,180d,70.38,70.1,0.39,561.1,22-12-2025,61.29,248,8
PUK,NYSE:PUK,DAILY,180d,27.73,27.57,0.57,549.6,09-06-2026,24.61,79,2
IRT,NYSE:IRT,DAILY,180d,16.4,16.2,1.21,514.5,02-04-2026,14.44,147,3
WTM,NYSE:WTM,DAILY,180d,2127.57,2093.71,1.62,500.0,11-06-2026,1987.0,77,0
KRG,NYSE:KRG,DAILY,180d,26.01,25.69,1.24,471.4,09-12-2025,21.37,261,1
ORA,NYSE:ORA,DAILY,180d,104.93,103.85,1.04,466.6,29-07-2026,92.99,29,1
JBND,NYSE:JBND,DAILY,365d,52.87,52.36,0.97,414.6,11-04-2025,48.98,503,3
ATEN,NYSE:ATEN,DAILY,180d,27.03,26.68,1.32,412.1,20-01-2026,16.68,219,7
FCN,NYSE:FCN,DAILY,180d,151.99,151.23,0.5,395.8,22-06-2026,137.65,66,3
SITE,NYSE:SITE,DAILY,180d,95.5,95.09,0.44,354.6,29-07-2026,90.07,29,1
FTS,NYSE:FTS,DAILY,180d,54.85,54.16,1.27,348.0,10-12-2025,48.77,260,0
CRI,NYSE:CRI,DAILY,365d,33.34,32.97,1.12,341.6,01-08-2025,22.65,391,1
CSTM,NYSE:CSTM,DAILY,180d,27.41,27.16,0.93,339.5,09-12-2025,17.2,261,5
PDI,NYSE:PDI,DAILY,730d,15.48,15.42,0.4,312.6,13-12-2023,11.74,988,5
BOND,NYSE:BOND,DAILY,365d,90.92,89.53,1.55,308.1,11-04-2025,83.05,503,2
BIII,NYSE:BIII,DAILY,180d,10.07,10.02,0.47,300.8,01-04-2026,9.83,148,0
AESI,NYSE:AESI,DAILY,365d,13.0,12.87,1.0,288.7,24-11-2025,7.64,276,19
LCII,NYSE:LCII,DAILY,365d,102.3,101.04,1.25,287.2,09-04-2025,67.79,505,17
CWEN,NYSE:CWEN,DAILY,180d,32.4,32.23,0.54,275.4,29-07-2026,30.19,29,0
TNL,NYSE:TNL,DAILY,180d,71.69,70.66,1.46,263.2,04-05-2026,60.74,115,3
PAC,NYSE:PAC,DAILY,180d,214.85,212.49,1.11,260.4,24-07-2026,212.01,34,11
EVTR,NYSE:EVTR,DAILY,365d,50.35,49.82,1.07,250.6,11-04-2025,46.55,503,1
PMMF,NYSE:PMMF,DAILY,180d,100.27,99.13,1.15,247.0,09-12-2025,97.71,261,0
NJR,NYSE:NJR,DAILY,180d,53.78,52.91,1.64,237.3,09-12-2025,43.58,261,1
TCI,NYSE:TCI,DAILY,180d,39.4,38.97,1.09,236.7,20-03-2026,31.48,160,14
ABCB,NYSE:ABCB,DAILY,180d,85.4,84.53,1.02,224.9,19-03-2026,72.85,161,0
IVT,NYSE:IVT,DAILY,180d,32.64,32.42,0.67,203.7,05-01-2026,27.33,234,0
TXNM,NYSE:TXNM,DAILY,180d,57.51,56.69,1.45,197.2,02-07-2026,55.23,56,0
EMA,NYSE:EMA,DAILY,365d,50.02,49.44,1.18,195.0,07-04-2025,37.55,507,0
FLXR,NYSE:FLXR,DAILY,180d,39.02,38.64,0.99,193.7,27-03-2026,37.95,153,3
CAE,NYSE:CAE,DAILY,180d,24.9,24.9,0.02,183.9,22-05-2026,22.76,97,2
GHM,NYSE:GHM,DAILY,180d,93.38,92.54,0.9,180.3,09-12-2025,59.0,261,2
AQN,NYSE:AQN,DAILY,365d,5.68,5.64,0.63,177.9,09-04-2025,4.31,505,9
TKC,NYSE:TKC,DAILY,180d,5.4,5.38,0.39,174.2,30-07-2026,5.29,28,0
BOH,NYSE:BOH,DAILY,180d,77.23,76.02,1.59,152.7,02-01-2026,65.84,237,7
UE,NYSE:UE,DAILY,180d,21.32,21.16,0.77,132.0,14-01-2026,18.15,225,1
WGO,NYSE:WGO,DAILY,180d,30.37,29.97,1.34,127.4,24-06-2026,26.8,64,2
PAGS,NYSE:PAGS,DAILY,180d,8.93,8.87,0.65,119.3,05-06-2026,8.49,83,10
KEP,NYSE:KEP,DAILY,180d,11.93,11.7,1.94,118.4,17-07-2026,11.25,41,5
MBC,NYSE:MBC,DAILY,180d,8.66,8.56,1.17,109.4,19-05-2026,6.61,100,5
BKV,NYSE:BKV,DAILY,180d,24.55,24.29,1.08,102.6,29-07-2026,22.87,29,4
NMZ,NYSE:NMZ,DAILY,365d,10.01,9.82,1.92,102.0,09-04-2025,8.4,505,10
