Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
TIINDIA,NSE:TIINDIA,52,PURE FIRST BREAK,0,15-09-2025,13-04-2026,12,2978.8,2869.03,3.83,10%,"1,180,844,000"
LLOYDSENT,NSE:LLOYDSENT,52,PURE FIRST BREAK,0,07-07-2025,20-04-2026,11,74.59,68.97,8.15,10%,"1,055,326,568"
SOMANYCERA,NSE:SOMANYCERA,52,PURE FIRST BREAK,0,07-07-2025,20-04-2026,11,520.1,503.87,3.22,10%,"124,365,266"
MIDHANI,NSE:MIDHANI,52,PURE FIRST BREAK,0,14-07-2025,27-04-2026,10,415.25,395.22,5.07,10%,"871,755,503"
ARTEMISMED,NSE:ARTEMISMED,52,PURE FIRST BREAK,0,17-11-2025,04-05-2026,9,273.0,267.71,1.97,10%,"284,774,490"
ASIANPAINT,NSE:ASIANPAINT,52,PURE FIRST BREAK,0,01-12-2025,04-05-2026,9,2731.4,2616.09,4.41,10%,"2,714,967,801"
FORTIS,NSE:FORTIS,52,PURE FIRST BREAK,0,13-10-2025,04-05-2026,9,971.9,949.85,2.32,10%,"2,744,319,111"
RITCO,NSE:RITCO,52,PURE FIRST BREAK,0,14-07-2025,11-05-2026,8,269.5,262.18,2.79,10%,"74,922,348"
SAMMAANCAP,NSE:SAMMAANCAP,52,PURE FIRST BREAK,0,03-11-2025,18-05-2026,7,168.95,163.81,3.14,10%,"5,762,628,099"
BOROSCI,NSE:BOROSCI,52,PURE FIRST BREAK,0,14-07-2025,25-05-2026,6,161.62,153.48,5.31,10%,"30,492,198"
EXIDEIND,NSE:EXIDEIND,52,PURE FIRST BREAK,0,08-09-2025,25-05-2026,6,414.5,377.32,9.85,10%,"3,668,308,006"
LMW,NSE:LMW,52,PURE FIRST BREAK,0,14-07-2025,25-05-2026,6,15748.0,15375.08,2.43,10%,"40,708,580"
MONARCH,NSE:MONARCH,52,PURE FIRST BREAK,0,21-07-2025,25-05-2026,6,347.7,330.4,5.24,10%,"70,329,629"
RBA,NSE:RBA,52,PURE FIRST BREAK,0,15-09-2025,25-05-2026,6,72.76,71.64,1.57,10%,"603,863,052"
SARLAPOLY,NSE:SARLAPOLY,52,PURE FIRST BREAK,0,21-07-2025,25-05-2026,6,105.78,97.61,8.37,10%,"29,112,877"
