Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
CUBI,NYSE:CUBI,180,PURE FIRST BREAK,0,03-02-2026,06-04-2026,115,78.2,74.97,4.3,10%,"15,796,399"
MC,NYSE:MC,180,PURE FIRST BREAK,0,05-02-2026,08-04-2026,113,68.35,64.01,6.78,10%,"101,957,693"
TFC,NYSE:TFC,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,113,52.01,49.49,5.09,10%,"443,593,276"
PB,NYSE:PB,180,PURE FIRST BREAK,0,12-02-2026,09-04-2026,112,74.82,70.21,6.57,10%,"71,266,050"
HTGC,NYSE:HTGC,180,PURE FIRST BREAK,0,30-01-2026,15-04-2026,106,15.94,15.27,4.41,10%,"32,547,885"
NATL,NYSE:NATL,180,PURE FIRST BREAK,0,04-03-2026,15-04-2026,106,46.89,44.97,4.27,10%,"22,122,702"
DEO,NYSE:DEO,180,PURE FIRST BREAK,0,24-02-2026,17-04-2026,104,89.06,81.62,9.11,10%,"100,869,353"
KWR,NYSE:KWR,180,PURE FIRST BREAK,0,18-02-2026,17-04-2026,104,154.92,143.7,7.81,10%,"37,661,052"
DNOW,NYSE:DNOW,180,PURE FIRST BREAK,0,11-02-2026,24-04-2026,97,13.74,13.13,4.67,10%,"32,835,851"
HRI,NYSE:HRI,180,PURE FIRST BREAK,0,11-02-2026,28-04-2026,93,145.92,136.33,7.03,10%,"79,322,111"
BBT,NYSE:BBT,180,PURE FIRST BREAK,0,17-04-2026,10-06-2026,50,30.63,30.08,1.83,10%,"31,144,583"
ECL,NYSE:ECL,180,PURE FIRST BREAK,0,24-02-2026,16-06-2026,44,279.34,270.94,3.1,10%,"318,838,672"
BKD,NYSE:BKD,180,PURE FIRST BREAK,0,17-02-2026,24-06-2026,36,14.62,14.53,0.59,10%,"78,717,003"
NNI,NYSE:NNI,180,PURE FIRST BREAK,0,28-04-2026,24-06-2026,36,135.69,132.91,2.09,10%,"17,286,906"
BLCO,NYSE:BLCO,180,PURE FIRST BREAK,0,25-02-2026,29-06-2026,31,16.99,16.41,3.51,10%,"10,177,010"
DFIN,NYSE:DFIN,180,PURE FIRST BREAK,0,21-04-2026,01-07-2026,29,47.03,43.97,6.97,10%,"26,792,990"
COR,NYSE:COR,180,PURE FIRST BREAK,0,02-03-2026,06-07-2026,24,312.23,299.98,4.08,10%,"291,216,931"
MUSA,NYSE:MUSA,180,PURE FIRST BREAK,0,11-06-2026,07-07-2026,23,616.1,592.23,4.03,10%,"115,888,405"
DAR,NYSE:DAR,180,PURE FIRST BREAK,0,05-05-2026,08-07-2026,22,61.0,59.95,1.76,10%,"233,300,600"
QGEN,NYSE:QGEN,180,PURE FIRST BREAK,0,30-01-2026,09-07-2026,21,41.45,40.81,1.56,10%,"117,461,012"
BILL,NYSE:BILL,180,PURE FIRST BREAK,0,06-02-2026,10-07-2026,20,45.39,41.62,9.06,10%,"105,359,267"
DG,NYSE:DG,180,PURE FIRST BREAK,0,26-02-2026,13-07-2026,17,127.5,120.57,5.75,10%,"225,866,250"
ABT,NYSE:ABT,180,PURE FIRST BREAK,0,27-02-2026,16-07-2026,14,105.61,96.42,9.53,10%,"860,710,944"
TXNM,NYSE:TXNM,180,PURE FIRST BREAK,0,27-05-2026,21-07-2026,9,57.97,57.94,0.05,10%,"31,315,395"
PBR,NYSE:PBR,180,PURE FIRST BREAK,0,04-05-2026,22-07-2026,8,19.12,18.65,2.54,10%,"278,478,988"
TTE,NYSE:TTE,180,PURE FIRST BREAK,0,18-05-2026,22-07-2026,8,87.03,84.2,3.36,10%,"95,158,601"
VVX,NYSE:VVX,180,PURE FIRST BREAK,0,15-06-2026,22-07-2026,8,86.75,82.68,4.92,10%,"58,911,925"
ALLE,NYSE:ALLE,180,PURE FIRST BREAK,0,12-02-2026,23-07-2026,7,157.06,144.21,8.91,10%,"192,068,671"
MLI,NYSE:MLI,180,PURE FIRST BREAK,0,16-06-2026,23-07-2026,7,66.86,63.33,5.58,10%,"82,638,961"
LMT,NYSE:LMT,180,PURE FIRST BREAK,0,02-03-2026,24-07-2026,6,574.11,570.52,0.63,10%,"868,456,175"
NUE,NYSE:NUE,180,PURE FIRST BREAK,0,15-06-2026,24-07-2026,6,257.04,245.09,4.87,10%,"323,047,883"
PVH,NYSE:PVH,180,PURE FIRST BREAK,0,03-06-2026,24-07-2026,6,87.01,80.88,7.58,10%,"73,758,379"
RS,NYSE:RS,180,PURE FIRST BREAK,0,15-06-2026,24-07-2026,6,401.02,399.66,0.34,10%,"92,876,229"
ARLO,NYSE:ARLO,180,PURE FIRST BREAK,0,08-05-2026,27-07-2026,3,14.47,13.64,6.07,10%,"21,597,922"
CAG,NYSE:CAG,180,PURE FIRST BREAK,0,12-02-2026,27-07-2026,3,15.03,14.82,1.43,10%,"239,110,763"
JBS,NYSE:JBS,180,PURE FIRST BREAK,0,10-04-2026,27-07-2026,3,14.29,13.36,6.94,10%,"88,097,850"
VIK,NYSE:VIK,180,PURE FIRST BREAK,0,29-06-2026,27-07-2026,3,104.45,102.11,2.29,10%,"145,770,416"
