Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
OBEROIRLTY,NSE:OBEROIRLTY,180,PURE FIRST BREAK,0,05-01-2026,07-04-2026,73,1683.5,1599.25,5.27,10%,"284,099,042"
BAJFINANCE,NSE:BAJFINANCE,180,PURE FIRST BREAK,0,23-02-2026,08-04-2026,72,961.8,918.38,4.73,10%,"12,447,399,999"
LT,NSE:LT,180,PURE FIRST BREAK,0,24-02-2026,08-04-2026,72,4209.4,3886.71,8.3,10%,"5,883,671,876"
ASIANPAINT,NSE:ASIANPAINT,180,PURE FIRST BREAK,0,13-01-2026,15-04-2026,65,2732.9,2511.28,8.83,10%,"2,292,878,422"
FIEMIND,NSE:FIEMIND,180,PURE FIRST BREAK,0,11-02-2026,15-04-2026,65,2286.7,2260.1,1.18,10%,"76,352,911"
GRAVITA,NSE:GRAVITA,180,PURE FIRST BREAK,0,29-12-2025,15-04-2026,65,1721.6,1622.02,6.14,10%,"349,720,654"
LICI,NSE:LICI,180,PURE FIRST BREAK,0,09-02-2026,15-04-2026,65,440.15,414.31,6.24,10%,"5,328,624,404"
MEIL,NSE:MEIL,180,PURE FIRST BREAK,0,24-12-2025,15-04-2026,65,315.7,291.51,8.3,10%,"10,533,015"
OPTIEMUS,NSE:OPTIEMUS,180,PURE FIRST BREAK,0,02-01-2026,15-04-2026,65,440.85,409.59,7.63,10%,"25,790,607"
PFS,NSE:PFS,180,PURE FIRST BREAK,0,29-01-2026,15-04-2026,65,31.05,30.93,0.39,10%,"11,631,361"
ROSSARI,NSE:ROSSARI,180,PURE FIRST BREAK,0,30-01-2026,16-04-2026,64,560.9,515.31,8.85,10%,"459,398,995"
VEEDOL,NSE:VEEDOL,180,PURE FIRST BREAK,0,24-12-2025,16-04-2026,64,1482.2,1437.81,3.09,10%,"27,460,718"
AJAXENGG,NSE:AJAXENGG,180,PURE FIRST BREAK,0,06-01-2026,21-04-2026,59,549.95,521.34,5.49,10%,"32,811,668"
TTKHLTCARE,NSE:TTKHLTCARE,180,PURE FIRST BREAK,0,29-12-2025,21-04-2026,59,929.4,923.88,0.6,10%,"14,861,106"
JUBLPHARMA,NSE:JUBLPHARMA,180,PURE FIRST BREAK,0,07-01-2026,22-04-2026,58,966.35,938.3,2.99,10%,"82,848,082"
GUJTHEM,NSE:GUJTHEM,180,PURE FIRST BREAK,0,26-12-2025,28-04-2026,52,383.55,377.13,1.7,10%,"63,481,742"
SUNDRMFAST,NSE:SUNDRMFAST,180,PURE FIRST BREAK,0,30-01-2026,04-05-2026,46,878.55,851.16,3.22,10%,"90,119,022"
JLHL,NSE:JLHL,180,PURE FIRST BREAK,0,29-12-2025,14-05-2026,36,1342.1,1317.07,1.9,10%,"35,678,386"
KILITCH,NSE:KILITCH,180,PURE FIRST BREAK,0,05-02-2026,18-05-2026,32,185.86,175.37,5.98,10%,"18,094,400"
DIAMONDYD,NSE:DIAMONDYD,180,PURE FIRST BREAK,0,01-01-2026,26-05-2026,24,1135.7,1088.83,4.3,10%,"22,790,091"
SURYAROSNI,NSE:SURYAROSNI,180,PURE FIRST BREAK,0,06-05-2026,03-06-2026,16,266.34,254.6,4.61,10%,"264,601,595"
CONCORDBIO,NSE:CONCORDBIO,180,PURE FIRST BREAK,0,07-01-2026,09-06-2026,10,1315.1,1250.76,5.14,10%,"371,152,776"
JTLIND,NSE:JTLIND,180,PURE FIRST BREAK,0,11-05-2026,12-06-2026,7,79.23,76.36,3.76,10%,"1,389,632,776"
