Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
BHARTIARTL,NSE:BHARTIARTL,DAILY,180d,1887.4,1852.66,1.88,145960.0,13-05-2026,1718.87,106,11
INFY,NSE:INFY,DAILY,180d,1110.0,1090.33,1.8,72575.6,01-07-2026,982.4,57,2
TCS,NSE:TCS,DAILY,180d,2254.3,2215.12,1.77,37392.0,01-07-2026,1966.02,57,0
INDUSTOWER,NSE:INDUSTOWER,DAILY,180d,377.95,372.39,1.49,35196.9,07-07-2026,361.45,51,5
HDBFS,NSE:HDBFS,DAILY,180d,684.35,675.12,1.37,16608.2,30-03-2026,553.72,150,9
ICICIGI,NSE:ICICIGI,DAILY,180d,1593.6,1590.36,0.2,13587.8,16-07-2026,1544.6,42,0
BRITANNIA,NSE:BRITANNIA,DAILY,180d,5294.5,5263.69,0.59,10880.6,04-06-2026,4952.52,84,1
NORTHARC,NSE:NORTHARC,DAILY,180d,287.0,283.67,1.17,10869.6,30-03-2026,206.0,150,2
TRITURBINE,NSE:TRITURBINE,DAILY,180d,582.35,580.63,0.3,10332.7,23-03-2026,428.35,157,6
YESBANK,NSE:YESBANK,DAILY,180d,22.29,22.01,1.29,8959.7,30-03-2026,17.2,150,0
WIPRO,NSE:WIPRO,DAILY,180d,177.4,176.54,0.49,7784.3,02-07-2026,167.09,56,0
OLAELEC,NSE:OLAELEC,DAILY,180d,37.66,36.94,1.95,6261.5,16-03-2026,22.25,164,1
KPITTECH,NSE:KPITTECH,DAILY,180d,584.95,582.43,0.43,6183.8,15-07-2026,538.45,43,0
ONESOURCE,NSE:ONESOURCE,DAILY,180d,1517.3,1509.71,0.5,4664.3,30-01-2026,1057.0,209,1
AGARWALEYE,NSE:AGARWALEYE,DAILY,180d,497.0,493.75,0.66,3765.7,30-03-2026,401.0,150,0
TATAELXSI,NSE:TATAELXSI,DAILY,180d,3633.0,3592.57,1.13,3345.3,24-07-2026,3353.9,34,0
INOXGREEN,NSE:INOXGREEN,DAILY,180d,172.0,171.51,0.28,2852.2,23-03-2026,132.58,157,1
CEATLTD,NSE:CEATLTD,DAILY,180d,3509.8,3506.27,0.1,1417.0,11-06-2026,3030.27,77,11
SHILCTECH,NSE:SHILCTECH,DAILY,180d,4054.1,3990.97,1.58,1416.0,27-01-2026,2844.56,212,11
SHARDACROP,NSE:SHARDACROP,DAILY,550d,792.8,784.3,1.08,1358.7,07-06-2024,375.92,811,72
TCC,NSE:TCC,DAILY,180d,232.5,230.47,0.88,1348.6,28-07-2026,260.45,30,14
TEGA,NSE:TEGA,DAILY,180d,1623.1,1608.11,0.93,1272.8,30-07-2026,1473.0,28,0
BERGEPAINT,NSE:BERGEPAINT,DAILY,180d,501.05,493.91,1.44,1263.1,16-03-2026,388.17,164,1
SAIPARENT,NSE:SAIPARENT,DAILY,180d,520.65,516.57,0.79,1169.9,02-04-2026,400.0,147,0
ABBOTINDIA,NSE:ABBOTINDIA,DAILY,180d,26390.0,26046.93,1.32,1117.9,24-04-2026,24574.94,125,13
JAIBALAJI,NSE:JAIBALAJI,DAILY,180d,70.06,69.92,0.2,1072.3,30-03-2026,53.65,150,36
CHOLAHLDNG,NSE:CHOLAHLDNG,DAILY,180d,1520.0,1517.69,0.15,1068.5,23-03-2026,1303.97,157,8
PFIZER,NSE:PFIZER,DAILY,180d,4736.8,4703.54,0.71,933.0,29-06-2026,4290.49,59,0
REFEX,NSE:REFEX,DAILY,180d,288.9,285.26,1.28,921.1,23-03-2026,187.4,157,1
YATRA,NSE:YATRA,DAILY,180d,107.43,105.9,1.44,724.7,30-03-2026,89.9,150,24
SAFARI,NSE:SAFARI,DAILY,180d,1522.5,1509.56,0.86,706.6,06-05-2026,1361.43,113,16
RAYMONDREL,NSE:RAYMONDREL,DAILY,180d,567.7,561.89,1.03,613.7,16-03-2026,347.9,164,2
PREMEXPLN,NSE:PREMEXPLN,DAILY,180d,666.35,655.92,1.59,517.2,30-03-2026,378.4,150,4
TRIDENT,NSE:TRIDENT,DAILY,180d,24.4,24.07,1.36,453.8,17-03-2026,21.53,163,1
NIBE,NSE:NIBE,DAILY,365d,1394.6,1371.39,1.69,403.7,19-03-2025,760.8,526,191
NIBE,NSE:NIBE,DAILY,180d,1394.6,1368.61,1.9,403.7,30-03-2026,809.6,150,1
UBL,NSE:UBL,DAILY,180d,1347.9,1345.67,0.17,373.2,02-06-2026,1266.98,86,1
GOPAL,NSE:GOPAL,DAILY,180d,279.0,278.8,0.07,339.6,27-03-2026,247.22,153,52
HUHTAMAKI,NSE:HUHTAMAKI,DAILY,180d,260.2,258.95,0.48,321.5,30-03-2026,147.04,150,16
ATULAUTO,NSE:ATULAUTO,DAILY,180d,481.7,477.85,0.81,273.7,30-03-2026,380.05,150,7
SKFINDIA,NSE:SKFINDIA,DAILY,180d,1564.0,1554.4,0.62,269.5,30-03-2026,1370.53,150,25
VINATIORGA,NSE:VINATIORGA,DAILY,180d,1316.7,1297.27,1.5,225.5,13-04-2026,1203.0,136,1
KALAMANDIR,NSE:KALAMANDIR,DAILY,180d,86.5,86.05,0.52,203.6,22-07-2026,84.75,36,2
ESABINDIA,NSE:ESABINDIA,DAILY,180d,6082.5,6050.52,0.53,200.8,30-03-2026,4880.33,150,51
ADFFOODS,NSE:ADFFOODS,DAILY,180d,274.9,272.76,0.78,177.4,27-03-2026,152.76,153,18
NIVABUPA,NSE:NIVABUPA,DAILY,180d,82.51,82.49,0.03,142.1,24-03-2026,67.5,156,3
BALAJITELE,NSE:BALAJITELE,DAILY,180d,93.25,92.38,0.95,111.2,30-03-2026,69.52,150,63
INDIACEM,NSE:INDIACEM,DAILY,365d,369.1,364.41,1.29,111.1,04-03-2025,252.25,541,1
