Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
CWAN,NYSE:CWAN,52,PURE FIRST BREAK,0,09-06-2025,17-11-2025,29,24.33,22.83,6.58,10%,"185,356,450"
RGR,NYSE:RGR,52,PURE FIRST BREAK,0,13-10-2025,05-01-2026,22,38.89,37.95,2.49,10%,"12,288,734"
KVUE,NYSE:KVUE,52,PURE FIRST BREAK,0,21-07-2025,02-02-2026,18,18.05,17.65,2.24,10%,"889,936,549"
CBU,NYSE:CBU,52,PURE FIRST BREAK,0,09-02-2026,06-04-2026,9,64.92,62.91,3.2,10%,"41,458,820"
CFG,NYSE:CFG,52,PURE FIRST BREAK,0,09-02-2026,06-04-2026,9,64.96,63.73,1.93,10%,"899,875,277"
HOG,NYSE:HOG,52,PURE FIRST BREAK,0,15-09-2025,06-04-2026,9,24.42,22.81,7.08,10%,"143,563,129"
KEY,NYSE:KEY,52,PURE FIRST BREAK,0,09-02-2026,06-04-2026,9,21.98,21.36,2.92,10%,"1,137,379,958"
MTUS,NYSE:MTUS,52,PURE FIRST BREAK,0,09-02-2026,06-04-2026,9,19.77,18.3,8.02,10%,"15,588,191"
PFS,NYSE:PFS,52,PURE FIRST BREAK,0,09-02-2026,06-04-2026,9,23.12,22.22,4.06,10%,"56,414,629"
GHC,NYSE:GHC,52,PURE FIRST BREAK,0,19-01-2026,13-04-2026,8,1146.78,1132.79,1.24,10%,"51,829,870"
RYZ,NYSE:RYZ,52,PURE FIRST BREAK,0,02-02-2026,20-04-2026,7,28.64,26.73,7.16,10%,"38,284,777"
UVV,NYSE:UVV,52,PURE FIRST BREAK,0,02-02-2026,20-04-2026,7,54.33,54.06,0.49,10%,"33,066,597"
HRI,NYSE:HRI,52,PURE FIRST BREAK,0,09-02-2026,27-04-2026,6,141.38,134.97,4.75,10%,"274,353,555"
PII,NYSE:PII,52,PURE FIRST BREAK,0,05-01-2026,27-04-2026,6,66.51,63.55,4.65,10%,"133,513,043"
TWO,NYSE:TWO,52,PURE FIRST BREAK,0,12-01-2026,27-04-2026,6,12.33,11.67,5.65,10%,"45,305,783"
WS,NYSE:WS,52,PURE FIRST BREAK,0,09-02-2026,27-04-2026,6,41.08,39.23,4.7,10%,"28,628,859"
CMC,NYSE:CMC,52,PURE FIRST BREAK,0,09-02-2026,04-05-2026,5,73.57,71.68,2.64,10%,"215,036,501"
IVZ,NYSE:IVZ,52,PURE FIRST BREAK,0,19-01-2026,04-05-2026,5,27.46,26.62,3.17,10%,"430,227,531"
PRMB,NYSE:PRMB,52,PURE FIRST BREAK,0,09-06-2025,04-05-2026,5,22.88,22.5,1.68,10%,"215,658,978"
TDC,NYSE:TDC,52,PURE FIRST BREAK,0,09-02-2026,04-05-2026,5,33.07,32.27,2.47,10%,"191,791,943"
AES,NYSE:AES,52,PURE FIRST BREAK,0,23-02-2026,11-05-2026,4,14.63,14.51,0.84,10%,"486,893,470"
IONQ,NYSE:IONQ,52,PURE FIRST BREAK,0,13-10-2025,11-05-2026,4,56.63,53.44,5.96,10%,"4,932,578,821"
BZH,NYSE:BZH,52,PURE FIRST BREAK,0,16-02-2026,18-05-2026,3,26.4,24.22,9.01,10%,"40,460,085"
MFG,NYSE:MFG,52,PURE FIRST BREAK,0,09-02-2026,18-05-2026,3,9.35,8.97,4.25,10%,"112,827,764"
VOYG,NYSE:VOYG,52,PURE FIRST BREAK,0,09-06-2025,18-05-2026,3,41.28,39.02,5.8,10%,"308,100,495"
YETI,NYSE:YETI,52,PURE FIRST BREAK,0,12-01-2026,18-05-2026,3,48.27,44.94,7.41,10%,"238,275,058"
A,NYSE:A,52,PURE FIRST BREAK,0,24-11-2025,25-05-2026,2,131.62,131.47,0.11,10%,"687,364,497"
AXTA,NYSE:AXTA,52,PURE FIRST BREAK,0,16-02-2026,25-05-2026,2,32.1,30.91,3.84,10%,"207,691,901"
BBAR,NYSE:BBAR,52,PURE FIRST BREAK,0,26-01-2026,25-05-2026,2,17.66,17.03,3.72,10%,"31,953,138"
BBY,NYSE:BBY,52,PURE FIRST BREAK,0,27-10-2025,25-05-2026,2,75.64,70.06,7.96,10%,"733,994,897"
BMA,NYSE:BMA,52,PURE FIRST BREAK,0,26-01-2026,25-05-2026,2,87.65,82.77,5.89,10%,"78,667,980"
GE,NYSE:GE,52,PURE FIRST BREAK,0,23-02-2026,25-05-2026,2,318.71,314.8,1.24,10%,"3,537,156,309"
M,NYSE:M,52,PURE FIRST BREAK,0,08-12-2025,25-05-2026,2,23.16,21.2,9.24,10%,"443,668,243"
PFGC,NYSE:PFGC,52,PURE FIRST BREAK,0,15-09-2025,25-05-2026,2,100.74,96.97,3.88,10%,"392,035,142"
MQY,NYSE:MQY,104,PURE FIRST BREAK,0,30-09-2024,08-09-2025,39,11.38,11.19,1.7,10%,"17,269,196"
PAM,NYSE:PAM,104,PURE FIRST BREAK,0,06-01-2025,27-10-2025,32,83.6,81.08,3.11,10%,"46,840,243"
CHD,NYSE:CHD,104,PURE FIRST BREAK,0,10-03-2025,26-01-2026,19,98.19,95.45,2.87,10%,"416,051,562"
ELS,NYSE:ELS,104,PURE FIRST BREAK,0,16-09-2024,02-02-2026,18,64.32,64.16,0.24,10%,"314,000,655"
TROX,NYSE:TROX,104,PURE FIRST BREAK,0,10-06-2024,02-02-2026,18,7.15,6.92,3.29,10%,"55,961,506"
PCG,NYSE:PCG,104,PURE FIRST BREAK,0,25-11-2024,09-02-2026,17,16.72,16.68,0.25,10%,"734,111,099"
KNTK,NYSE:KNTK,104,PURE FIRST BREAK,0,20-01-2025,16-02-2026,16,47.62,43.59,9.24,10%,"132,353,311"
LYB,NYSE:LYB,104,PURE FIRST BREAK,0,29-07-2024,02-03-2026,14,65.15,62.2,4.74,10%,"875,305,776"
SEM,NYSE:SEM,104,PURE FIRST BREAK,0,11-11-2024,30-03-2026,10,16.6,16.28,1.98,10%,"58,683,790"
TNC,NYSE:TNC,104,PURE FIRST BREAK,0,22-07-2024,20-04-2026,7,85.51,81.4,5.04,10%,"32,094,384"
AMN,NYSE:AMN,104,PURE FIRST BREAK,0,29-07-2024,04-05-2026,5,29.38,26.75,9.82,10%,"75,806,098"
CBT,NYSE:CBT,104,PURE FIRST BREAK,0,04-11-2024,04-05-2026,5,83.03,79.88,3.94,10%,"139,012,560"
ESS,NYSE:ESS,104,PURE FIRST BREAK,0,03-03-2025,11-05-2026,4,284.64,267.06,6.58,10%,"380,591,025"
GCTS,NYSE:GCTS,104,PURE FIRST BREAK,0,24-06-2024,18-05-2026,3,2.47,2.41,2.33,10%,"40,341,300"
TROX,NYSE:TROX,156,PURE FIRST BREAK,0,03-06-2024,02-02-2026,18,7.15,6.96,2.72,10%,"55,961,506"
LYB,NYSE:LYB,156,PURE FIRST BREAK,0,06-05-2024,02-03-2026,14,65.15,63.14,3.18,10%,"875,305,776"
LXU,NYSE:LXU,208,PURE FIRST BREAK,0,31-10-2022,23-02-2026,15,11.88,11.38,4.38,10%,"26,505,219"
ROG,NYSE:ROG,208,PURE FIRST BREAK,0,25-07-2022,20-04-2026,7,137.47,129.52,6.14,10%,"100,980,377"
MQY,NYSE:MQY,260,PURE FIRST BREAK,0,08-11-2021,11-12-2023,130,11.38,10.72,6.2,10%,"17,269,196"
MHD,NYSE:MHD,260,PURE FIRST BREAK,0,20-12-2021,18-12-2023,129,11.67,10.85,7.6,10%,"14,865,608"
KW,NYSE:KW,260,PURE FIRST BREAK,0,28-03-2022,04-05-2026,5,11.03,10.92,0.99,10%,"75,133,171"
