Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
FTS,NYSE:FTS,180,PURE FIRST BREAK,0,16-03-2026,07-04-2026,78,57.15,56.53,1.09,10%,"39,753,541"
UCB,NYSE:UCB,180,PURE FIRST BREAK,0,06-02-2026,07-04-2026,78,34.55,32.99,4.73,10%,"40,074,544"
AUB,NYSE:AUB,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,77,40.81,37.7,8.24,10%,"54,285,464"
BOND,NYSE:BOND,180,PURE FIRST BREAK,0,27-02-2026,08-04-2026,77,92.35,91.73,0.68,10%,"100,883,138"
EVR,NYSE:EVR,180,PURE FIRST BREAK,0,16-01-2026,08-04-2026,77,353.19,331.84,6.43,10%,"165,045,688"
FHN,NYSE:FHN,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,77,25.28,24.08,4.99,10%,"85,137,986"
GBCI,NYSE:GBCI,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,77,50.33,47.9,5.08,10%,"61,739,813"
HTH,NYSE:HTH,180,PURE FIRST BREAK,0,10-02-2026,08-04-2026,77,39.18,37.45,4.62,10%,"10,335,684"
PNC,NYSE:PNC,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,77,239.92,221.08,8.52,10%,"635,787,995"
RF,NYSE:RF,180,PURE FIRST BREAK,0,12-02-2026,08-04-2026,77,29.49,27.61,6.79,10%,"371,052,024"
TFC,NYSE:TFC,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,77,49.79,48.91,1.79,10%,"561,058,625"
USB,NYSE:USB,180,PURE FIRST BREAK,0,11-02-2026,08-04-2026,77,60.11,55.42,8.46,10%,"629,315,640"
FCPT,NYSE:FCPT,180,PURE FIRST BREAK,0,13-03-2026,09-04-2026,76,25.15,24.99,0.63,10%,"19,413,285"
MC,NYSE:MC,180,PURE FIRST BREAK,0,16-01-2026,09-04-2026,76,65.15,64.07,1.68,10%,"50,810,486"
NLY,NYSE:NLY,180,PURE FIRST BREAK,0,28-01-2026,09-04-2026,76,22.31,22.09,0.98,10%,"202,173,215"
PB,NYSE:PB,180,PURE FIRST BREAK,0,12-02-2026,09-04-2026,76,72.6,68.98,5.25,10%,"85,094,458"
LADR,NYSE:LADR,180,PURE FIRST BREAK,0,22-01-2026,13-04-2026,72,10.23,10.21,0.17,10%,"11,593,658"
