Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
M&M,NSE:M&M,DAILY,550d,2966.0,2929.78,1.24,71655.7,15-03-2024,1761.64,815,12
LT,NSE:LT,DAILY,180d,3875.5,3805.62,1.84,65058.4,23-03-2026,3256.29,77,0
AXISBANK,NSE:AXISBANK,DAILY,180d,1268.1,1246.13,1.76,63841.1,11-09-2025,1069.0,270,9
KOTAKBANK,NSE:KOTAKBANK,DAILY,180d,377.1,371.88,1.4,54532.0,02-04-2026,345.5,67,0
SHRIRAMFIN,NSE:SHRIRAMFIN,DAILY,180d,896.65,883.36,1.51,41106.3,11-09-2025,599.15,270,3
INDIGO,NSE:INDIGO,DAILY,365d,4359.7,4300.06,1.39,36060.6,23-03-2026,3895.2,77,3
INDIGO,NSE:INDIGO,DAILY,180d,4359.7,4300.06,1.39,36060.6,23-03-2026,3895.2,77,3
EMSLIMITED,NSE:EMSLIMITED,DAILY,365d,320.95,319.18,0.55,33374.8,10-03-2026,256.05,90,6
EMSLIMITED,NSE:EMSLIMITED,DAILY,550d,320.95,319.18,0.55,33374.8,10-03-2026,256.05,90,6
EMSLIMITED,NSE:EMSLIMITED,DAILY,180d,320.95,319.18,0.55,33374.8,10-03-2026,256.05,90,6
HAL,NSE:HAL,DAILY,180d,4238.0,4215.83,0.53,30497.0,30-03-2026,3479.1,70,1
EICHERMOT,NSE:EICHERMOT,DAILY,180d,7050.0,7031.05,0.27,28396.9,07-04-2026,6442.0,62,6
HDFCAMC,NSE:HDFCAMC,DAILY,365d,2453.0,2430.13,0.94,25150.9,12-02-2025,1711.28,481,17
IDFCFIRSTB,NSE:IDFCFIRSTB,DAILY,550d,71.43,70.93,0.7,23879.5,07-04-2025,52.29,427,43
IDFCFIRSTB,NSE:IDFCFIRSTB,DAILY,365d,71.43,70.93,0.7,23879.5,07-04-2025,52.29,427,43
IDFCFIRSTB,NSE:IDFCFIRSTB,DAILY,730d,71.43,70.93,0.7,23879.5,07-04-2025,52.29,427,43
