Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.48,99.25,1.24,20822.7,18-11-2025,97.87,262,0
NKE,NYSE:NKE,DAILY,180d,41.7,41.62,0.2,9173.9,26-06-2026,40.0,42,1
SO,NYSE:SO,DAILY,180d,92.69,91.53,1.27,7144.5,10-12-2025,82.46,240,3
CMG,NYSE:CMG,DAILY,180d,32.79,32.6,0.58,6045.6,04-06-2026,28.04,64,2
DUK,NYSE:DUK,DAILY,180d,124.85,123.09,1.43,5378.4,10-12-2025,111.97,240,4
SRE,NYSE:SRE,DAILY,365d,83.88,83.68,0.24,5369.7,07-04-2025,59.64,487,0
ROK,NYSE:ROK,DAILY,180d,441.04,437.67,0.77,4949.8,30-03-2026,346.46,130,0
SHV,NYSE:SHV,DAILY,180d,110.15,108.75,1.29,3892.9,18-11-2025,107.35,262,0
NI,NYSE:NI,DAILY,365d,42.61,42.07,1.29,3266.3,07-04-2025,34.24,487,2
LHX,NYSE:LHX,DAILY,365d,286.67,285.21,0.51,3136.5,07-04-2025,191.65,487,5
CTVA,NYSE:CTVA,DAILY,180d,76.83,75.88,1.25,2593.2,18-11-2025,63.1,262,0
KMI,NYSE:KMI,DAILY,180d,30.85,30.55,0.98,2525.3,16-12-2025,25.51,234,0
ED,NYSE:ED,DAILY,180d,107.98,106.29,1.59,2333.3,08-12-2025,93.44,242,4
PNR,NYSE:PNR,DAILY,180d,68.89,67.85,1.53,2234.2,01-06-2026,69.63,67,14
ETR,NYSE:ETR,DAILY,180d,107.18,106.41,0.72,2166.2,22-12-2025,89.79,228,2
TRP,NYSE:TRP,DAILY,180d,63.23,62.79,0.71,2090.6,07-01-2026,51.71,212,0
VICI,NYSE:VICI,DAILY,180d,26.74,26.3,1.66,1917.6,09-07-2026,25.82,29,1
LVS,NYSE:LVS,DAILY,180d,45.77,45.67,0.22,1865.5,09-07-2026,44.83,29,2
PEG,NYSE:PEG,DAILY,730d,75.66,75.62,0.06,1779.2,24-01-2024,52.47,926,2
BLDR,NYSE:BLDR,DAILY,180d,74.69,74.35,0.46,1591.1,20-05-2026,65.1,79,12
CCI,NYSE:CCI,DAILY,180d,75.59,75.22,0.49,1581.2,06-07-2026,73.75,32,4
PLNT,NYSE:PLNT,DAILY,180d,50.01,49.11,1.82,1452.5,07-05-2026,37.03,92,0
SITE,NYSE:SITE,DAILY,180d,103.86,102.61,1.22,1414.7,04-06-2026,100.52,64,15
H,NYSE:H,DAILY,180d,177.71,175.72,1.13,1388.4,31-03-2026,137.42,129,3
DTM,NYSE:DTM,DAILY,180d,131.44,131.32,0.09,969.8,19-11-2025,110.39,261,1
MKL,NYSE:MKL,DAILY,180d,1875.05,1856.02,1.03,960.0,30-04-2026,1719.41,99,4
KEX,NYSE:KEX,DAILY,180d,131.29,129.25,1.58,924.5,21-11-2025,105.64,259,2
EMA,NYSE:EMA,DAILY,180d,50.82,50.71,0.21,709.1,08-12-2025,45.95,242,1
AROC,NYSE:AROC,DAILY,180d,33.08,32.7,1.17,575.3,18-11-2025,22.44,262,0
PSN,NYSE:PSN,DAILY,180d,47.55,46.77,1.67,523.9,25-06-2026,46.88,43,3
OGE,NYSE:OGE,DAILY,180d,47.02,46.13,1.93,509.7,05-01-2026,40.98,214,1
OR,NYSE:OR,DAILY,365d,33.08,32.46,1.9,497.4,28-02-2025,17.41,525,32
VPG,NYSE:VPG,DAILY,365d,68.59,67.92,0.99,467.6,09-04-2025,18.57,485,0
ESAB,NYSE:ESAB,DAILY,180d,91.86,91.15,0.78,460.7,11-06-2026,82.08,57,20
BOND,NYSE:BOND,DAILY,365d,90.78,89.48,1.46,448.6,11-04-2025,83.05,483,2
BOND,NYSE:BOND,DAILY,180d,90.78,90.69,0.1,448.6,19-05-2026,89.35,80,11
BIPC,NYSE:BIPC,DAILY,180d,39.46,39.02,1.12,414.2,29-04-2026,33.81,100,1
JBND,NYSE:JBND,DAILY,180d,52.76,52.73,0.06,377.3,19-05-2026,52.12,80,10
JBND,NYSE:JBND,DAILY,365d,52.76,52.34,0.79,377.3,11-04-2025,48.98,483,3
MDU,NYSE:MDU,DAILY,180d,20.55,20.52,0.15,355.6,19-12-2025,18.71,231,6
TXNM,NYSE:TXNM,DAILY,180d,57.6,56.49,1.97,352.3,02-07-2026,55.23,36,0
AQN,NYSE:AQN,DAILY,180d,5.74,5.71,0.52,323.5,02-07-2026,5.44,36,0
TROX,NYSE:TROX,DAILY,180d,6.51,6.47,0.65,287.3,20-11-2025,2.83,260,16
NNI,NYSE:NNI,DAILY,180d,131.46,128.94,1.96,258.6,08-05-2026,116.33,91,0
EVTR,NYSE:EVTR,DAILY,365d,50.24,49.8,0.88,231.2,11-04-2025,46.55,483,1
NHI,NYSE:NHI,DAILY,180d,75.3,74.42,1.18,219.6,04-06-2026,67.13,64,0
EVH,NYSE:EVH,DAILY,180d,3.95,3.88,1.89,200.7,02-04-2026,2.1,127,9
ECVT,NYSE:ECVT,DAILY,365d,10.38,10.27,1.06,177.7,09-04-2025,5.24,485,1
CSV,NYSE:CSV,DAILY,730d,35.87,35.65,0.63,172.8,14-11-2023,19.92,997,5
PMMF,NYSE:PMMF,DAILY,180d,100.29,99.15,1.15,152.2,18-11-2025,97.68,262,0
SES,NYSE:SES,DAILY,180d,0.56,0.55,1.52,141.5,10-07-2026,0.76,28,15
FLXR,NYSE:FLXR,DAILY,180d,38.9,38.44,1.2,137.7,20-11-2025,37.88,260,7
DLX,NYSE:DLX,DAILY,180d,25.01,24.62,1.58,137.6,19-11-2025,18.13,261,34
HYT,NYSE:HYT,DAILY,180d,8.41,8.34,0.78,125.4,30-03-2026,7.93,130,5
