Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
UBER,NYSE:UBER,DAILY,180d,72.56,72.54,0.02,25628.3,27-07-2026,65.41,45,1
LLY,NYSE:LLY,DAILY,180d,1123.0,1102.08,1.9,22410.6,29-04-2026,847.83,134,0
SGOV,NYSE:SGOV,DAILY,180d,100.5,99.28,1.23,20310.6,22-12-2025,97.93,262,0
GEV,NYSE:GEV,DAILY,180d,923.91,912.12,1.29,13509.4,12-01-2026,616.42,241,3
TJX,NYSE:TJX,DAILY,730d,126.42,125.53,0.71,7828.7,18-12-2023,86.27,997,9
ENB,NYSE:ENB,DAILY,365d,48.22,47.81,0.85,6336.1,07-04-2025,37.07,521,4
SHV,NYSE:SHV,DAILY,180d,110.12,108.76,1.25,5658.6,22-12-2025,107.44,262,0
AZN,NYSE:AZN,DAILY,180d,159.64,158.98,0.42,4685.9,03-08-2026,153.41,38,1
MRSH,NYSE:MRSH,DAILY,180d,177.29,176.37,0.52,3867.4,03-06-2026,155.72,99,2
FIG,NYSE:FIG,DAILY,180d,22.14,21.78,1.64,3709.0,30-04-2026,16.6,133,16
KEY,NYSE:KEY,DAILY,180d,21.73,21.37,1.7,3658.9,19-03-2026,18.37,175,1
MP,NYSE:MP,DAILY,180d,51.32,50.98,0.67,3516.4,29-07-2026,37.81,43,0
PWR,NYSE:PWR,DAILY,180d,618.73,610.33,1.38,3424.1,08-01-2026,408.22,245,2
TEL,NYSE:TEL,DAILY,180d,204.63,202.49,1.06,3406.3,22-07-2026,189.53,50,2
KMI,NYSE:KMI,DAILY,180d,30.95,30.77,0.58,3364.0,22-12-2025,25.81,262,1
NVS,NYSE:NVS,DAILY,365d,137.48,134.83,1.96,3326.7,09-04-2025,94.83,519,2
ECL,NYSE:ECL,DAILY,180d,271.6,268.62,1.11,3192.1,19-05-2026,242.49,114,1
TT,NYSE:TT,DAILY,180d,439.83,438.94,0.2,2884.0,06-01-2026,345.62,247,3
PPL,NYSE:PPL,DAILY,550d,34.21,33.76,1.32,2814.8,08-07-2024,25.36,794,0
NLY,NYSE:NLY,DAILY,180d,22.0,21.59,1.88,2806.5,20-03-2026,19.3,174,5
WRB,NYSE:WRB,DAILY,180d,70.05,69.16,1.29,2573.3,01-06-2026,62.31,101,7
CCI,NYSE:CCI,DAILY,180d,73.87,73.83,0.06,2385.6,05-08-2026,69.72,36,0
CHWY,NYSE:CHWY,DAILY,180d,21.08,21.07,0.05,2345.6,22-06-2026,17.4,80,1
AFL,NYSE:AFL,DAILY,180d,114.47,113.54,0.82,2295.2,23-01-2026,104.69,230,16
SRE,NYSE:SRE,DAILY,365d,84.0,83.68,0.38,2132.7,07-04-2025,59.64,521,1
CMS,NYSE:CMS,DAILY,730d,67.68,66.49,1.79,2021.3,24-01-2024,50.94,960,2
TKO,NYSE:TKO,DAILY,180d,189.64,186.09,1.91,1982.9,23-07-2026,178.5,49,4
HEI,NYSE:HEI,DAILY,365d,312.49,307.34,1.68,1860.9,07-04-2025,228.82,521,48
TRU,NYSE:TRU,DAILY,180d,76.95,76.05,1.18,1808.6,22-06-2026,63.28,80,0
ACI,NYSE:ACI,DAILY,180d,11.7,11.63,0.6,1689.1,23-07-2026,10.86,49,0
NYT,NYSE:NYT,DAILY,365d,66.57,65.34,1.88,1653.5,09-04-2025,44.17,519,9
APG,NYSE:APG,DAILY,365d,37.38,37.18,0.53,1520.4,07-04-2025,20.5,521,0
OC,NYSE:OC,DAILY,180d,127.49,125.85,1.3,1397.3,20-03-2026,98.3,174,2
AMCR,NYSE:AMCR,DAILY,180d,43.0,42.2,1.9,1366.1,20-05-2026,35.15,113,0
RBC,NYSE:RBC,DAILY,365d,478.06,474.72,0.7,1353.4,07-04-2025,297.28,521,0
CUBE,NYSE:CUBE,DAILY,180d,39.08,38.42,1.73,1255.4,24-12-2025,33.77,260,9
ALLE,NYSE:ALLE,DAILY,365d,151.27,149.76,1.0,1229.1,08-04-2025,115.23,520,96
HII,NYSE:HII,DAILY,550d,281.67,277.69,1.43,1154.8,06-02-2025,153.38,581,4
FHN,NYSE:FHN,DAILY,180d,24.76,24.3,1.88,1035.7,19-03-2026,21.1,175,1
