Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
TORNTPOWER,BSE:TORNTPOWER,12,PURE FIRST BREAK,0,01-06-2025,01-01-2026,1,1391.69,1357.22,2.54,15%,"68,682,477"
KPIL,BSE:KPIL,12,PURE FIRST BREAK,0,01-11-2025,01-04-2026,2,1289.9,1272.27,1.39,15%,"87,131,457"
PREMIERENE,BSE:PREMIERENE,12,PURE FIRST BREAK,0,01-07-2025,01-04-2026,2,1079.3,996.15,8.35,15%,"680,289,297"
TIINDIA,BSE:TIINDIA,12,PURE FIRST BREAK,0,01-09-2025,01-04-2026,2,3124.15,2952.42,5.82,15%,"88,629,009"
WABAG,BSE:WABAG,12,PURE FIRST BREAK,0,01-07-2025,01-04-2026,2,1600.35,1495.79,6.99,15%,"102,849,692"
WALCHANNAG,BSE:WALCHANNAG,12,PURE FIRST BREAK,0,01-06-2025,01-04-2026,2,241.75,225.02,7.43,15%,"153,295,126"
ASIANENE,BSE:ASIANENE,12,PURE FIRST BREAK,0,01-09-2025,01-05-2026,1,381.05,357.01,6.73,15%,"82,673,367"
BENARAS,BSE:BENARAS,12,PURE FIRST BREAK,0,01-09-2025,01-05-2026,1,10256.5,10171.69,0.83,15%,"23,128,408"
CGCL,BSE:CGCL,12,PURE FIRST BREAK,0,01-10-2025,01-05-2026,1,202.25,191.14,5.81,15%,"335,445,782"
DANLAW,BSE:DANLAW,12,PURE FIRST BREAK,0,01-08-2025,01-05-2026,1,968.65,868.11,11.58,15%,"74,447,535"
DIAMONDYD,BSE:DIAMONDYD,12,PURE FIRST BREAK,0,01-01-2026,01-05-2026,1,1166.4,1081.06,7.89,15%,"17,148,413"
INNOVACAP,BSE:INNOVACAP,12,PURE FIRST BREAK,0,01-06-2025,01-05-2026,1,862.3,831.99,3.64,15%,"10,534,719"
JSFB,BSE:JSFB,12,PURE FIRST BREAK,0,01-06-2025,01-05-2026,1,474.5,467.87,1.42,15%,"272,335,479"
MIDHANI,BSE:MIDHANI,12,PURE FIRST BREAK,0,01-06-2025,01-05-2026,1,434.95,403.43,7.81,15%,"290,091,215"
NUVAMA,BSE:NUVAMA,12,PURE FIRST BREAK,0,01-07-2025,01-05-2026,1,1574.9,1492.61,5.51,15%,"135,732,759"
ONESOURCE,BSE:ONESOURCE,12,PURE FIRST BREAK,0,01-06-2025,01-05-2026,1,1790.05,1783.32,0.38,15%,"283,606,579"
ORCHPHARMA,BSE:ORCHPHARMA,12,PURE FIRST BREAK,0,01-11-2025,01-05-2026,1,841.4,790.12,6.49,15%,"29,093,930"
PANAMAPET,BSE:PANAMAPET,12,PURE FIRST BREAK,0,01-06-2025,01-05-2026,1,344.8,324.92,6.12,15%,"25,650,016"
SAMMAANCAP,BSE:SAMMAANCAP,12,PURE FIRST BREAK,0,01-11-2025,01-05-2026,1,184.15,170.61,7.94,15%,"734,631,965"
SKIPPER,BSE:SKIPPER,12,PURE FIRST BREAK,0,01-09-2025,01-05-2026,1,556.75,521.7,6.72,15%,"236,159,988"
