Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.46,99.49,0.97,18232.1,16-10-2025,98.11,264,0
PFE,NYSE:PFE,DAILY,365d,24.07,23.89,0.76,10582.8,09-04-2025,19.19,454,1
AZO,NYSE:AZO,DAILY,180d,3074.86,3044.65,0.99,8199.2,01-06-2026,2928.11,36,1
COP,NYSE:COP,DAILY,180d,108.44,107.68,0.71,7259.5,06-11-2025,83.51,243,8
BSX,NYSE:BSX,DAILY,180d,45.3,45.13,0.38,5767.5,03-06-2026,47.17,34,16
F,NYSE:F,DAILY,180d,13.56,13.43,0.93,5275.1,30-03-2026,10.97,99,3
NKE,NYSE:NKE,DAILY,180d,43.21,42.72,1.16,5023.8,18-05-2026,41.35,50,7
BMNR,NYSE:BMNR,DAILY,180d,14.8,14.78,0.13,4787.5,05-06-2026,15.6,32,9
SLB,NYSE:SLB,DAILY,180d,46.42,45.85,1.24,4782.3,17-10-2025,31.21,263,3
CDE,NYSE:CDE,DAILY,365d,16.04,15.89,0.92,3434.7,07-04-2025,4.57,456,2
CNQ,NYSE:CNQ,DAILY,180d,40.69,39.92,1.93,3385.1,21-10-2025,29.1,259,8
MLM,NYSE:MLM,DAILY,365d,594.17,588.71,0.93,2956.9,09-04-2025,439.59,454,25
CRH,NYSE:CRH,DAILY,180d,106.21,105.29,0.87,2779.7,20-05-2026,97.8,48,1
FERG,NYSE:FERG,DAILY,365d,223.18,221.58,0.72,2701.1,09-04-2025,143.23,454,2
AEM,NYSE:AEM,DAILY,365d,150.33,148.11,1.5,2543.6,23-01-2025,85.82,530,0
SHV,NYSE:SHV,DAILY,180d,110.1,109.05,0.96,2502.5,16-10-2025,107.64,264,0
HAL,NYSE:HAL,DAILY,180d,33.79,33.27,1.57,2461.2,16-10-2025,21.22,264,3
WOLF,NYSE:WOLF,DAILY,365d,36.0,35.74,0.72,2114.7,29-09-2025,8.05,281,107
TMHC,NYSE:TMHC,DAILY,180d,71.77,70.76,1.43,2038.9,19-05-2026,54.15,49,0
PPL,NYSE:PPL,DAILY,180d,36.39,35.96,1.18,1906.6,10-12-2025,32.66,209,25
TTE,NYSE:TTE,DAILY,180d,77.96,77.3,0.86,1498.4,16-10-2025,58.77,264,3
APG,NYSE:APG,DAILY,180d,41.3,40.96,0.84,1497.0,23-10-2025,33.52,257,1
LEU,NYSE:LEU,DAILY,180d,165.64,163.13,1.54,1368.0,05-06-2026,158.01,32,1
BJ,NYSE:BJ,DAILY,180d,87.52,86.4,1.29,1272.2,27-05-2026,83.65,41,4
SHAK,NYSE:SHAK,DAILY,180d,54.92,54.65,0.49,1238.3,05-06-2026,52.29,32,2
GTLS,NYSE:GTLS,DAILY,180d,209.29,206.69,1.26,1117.4,04-11-2025,198.91,245,2
BAM,NYSE:BAM,DAILY,180d,46.57,45.8,1.68,969.9,24-03-2026,41.77,105,6
BN,NYSE:BN,DAILY,180d,43.79,43.38,0.95,963.8,20-03-2026,37.87,109,6
AMC,NYSE:AMC,DAILY,180d,1.72,1.7,1.3,918.0,27-03-2026,0.93,102,6
LPX,NYSE:LPX,DAILY,180d,74.78,74.01,1.04,913.9,20-05-2026,66.12,48,2
BOOT,NYSE:BOOT,DAILY,180d,158.03,156.42,1.03,881.3,02-04-2026,133.18,96,8
BTU,NYSE:BTU,DAILY,365d,22.67,22.45,1.0,726.0,07-04-2025,9.45,456,2
GGB,NYSE:GGB,DAILY,180d,4.28,4.2,1.84,686.3,19-03-2026,3.12,110,8
GGG,NYSE:GGG,DAILY,180d,75.2,74.49,0.95,629.4,03-06-2026,73.48,34,1
JBND,NYSE:JBND,DAILY,180d,53.08,53.05,0.06,625.0,19-05-2026,52.51,49,2
INGR,NYSE:INGR,DAILY,180d,98.57,97.61,0.99,608.0,21-05-2026,97.44,47,11
ESAB,NYSE:ESAB,DAILY,180d,94.02,92.37,1.79,539.5,20-05-2026,83.06,48,3
SIG,NYSE:SIG,DAILY,180d,83.46,83.22,0.29,518.3,19-05-2026,71.62,49,1
BC,NYSE:BC,DAILY,180d,77.33,76.58,0.98,489.7,20-11-2025,58.06,229,23
REXR,NYSE:REXR,DAILY,180d,34.34,33.91,1.28,479.5,27-03-2026,31.48,102,11
BOND,NYSE:BOND,DAILY,365d,91.44,90.12,1.47,438.1,11-04-2025,83.79,452,2
BOND,NYSE:BOND,DAILY,180d,91.44,91.31,0.14,438.1,19-05-2026,90.14,49,2
LBRT,NYSE:LBRT,DAILY,180d,23.66,23.43,1.0,437.8,17-10-2025,11.43,263,1
HP,NYSE:HP,DAILY,180d,31.83,31.78,0.15,416.0,16-10-2025,22.1,264,3
GPOR,NYSE:GPOR,DAILY,180d,166.61,163.79,1.72,408.9,03-06-2026,165.11,34,8
AWI,NYSE:AWI,DAILY,180d,155.36,155.36,0.0,385.4,05-06-2026,150.28,32,0
KOS,NYSE:KOS,DAILY,180d,2.21,2.18,1.61,312.8,26-12-2025,0.84,193,5
DNOW,NYSE:DNOW,DAILY,180d,12.66,12.6,0.49,297.0,17-03-2026,10.94,112,1
KT,NYSE:KT,DAILY,180d,18.26,17.91,1.93,237.8,28-05-2026,17.45,40,10
TNK,NYSE:TNK,DAILY,180d,69.33,68.73,0.87,210.3,02-01-2026,49.96,186,5
GNL,NYSE:GNL,DAILY,180d,8.97,8.88,1.05,203.2,03-11-2025,7.18,246,0
BIPC,NYSE:BIPC,DAILY,180d,39.02,38.48,1.4,196.5,29-04-2026,33.81,69,1
APAM,NYSE:APAM,DAILY,180d,36.03,35.69,0.96,192.5,27-03-2026,34.27,102,8
PMMF,NYSE:PMMF,DAILY,365d,100.32,98.37,1.98,190.8,06-02-2025,94.9,516,1
PMMF,NYSE:PMMF,DAILY,180d,100.32,99.27,1.06,190.8,16-10-2025,97.74,264,0
ECVT,NYSE:ECVT,DAILY,180d,11.81,11.61,1.72,121.7,04-11-2025,7.41,245,1
PSUS,NYSE:PSUS,DAILY,180d,37.84,37.77,0.18,114.1,05-06-2026,38.01,32,6
