Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.69,99.48,1.22,33848.7,11-12-2025,98.12,263,0
GEV,NYSE:GEV,DAILY,180d,898.53,886.63,1.34,32080.2,17-12-2025,611.96,257,3
CAT,NYSE:CAT,DAILY,180d,797.47,790.95,0.82,24493.5,17-12-2025,554.07,257,1
HD,NYSE:HD,DAILY,180d,327.83,327.55,0.09,12650.0,19-05-2026,286.95,104,0
AZO,NYSE:AZO,DAILY,180d,2991.24,2987.35,0.13,11327.8,23-07-2026,2902.2,39,2
LMT,NYSE:LMT,DAILY,180d,561.23,556.18,0.91,5303.6,10-12-2025,450.54,264,65
DUK,NYSE:DUK,DAILY,365d,119.91,119.53,0.32,5135.9,14-05-2025,105.57,474,28
AZN,NYSE:AZN,DAILY,180d,162.13,160.87,0.78,4973.8,20-07-2026,164.06,42,5
TT,NYSE:TT,DAILY,180d,444.4,439.97,1.01,4867.5,06-01-2026,346.44,237,3
CW,NYSE:CW,DAILY,365d,582.53,575.99,1.14,3846.4,07-04-2025,266.32,511,0
SHV,NYSE:SHV,DAILY,180d,110.37,108.98,1.28,3813.5,11-12-2025,107.64,263,0
TEL,NYSE:TEL,DAILY,180d,205.25,202.5,1.36,3755.7,22-07-2026,189.53,40,2
OTIS,NYSE:OTIS,DAILY,180d,71.13,71.07,0.08,3735.9,01-06-2026,68.74,91,2
STM,NYSE:STM,DAILY,180d,50.14,49.76,0.77,3703.9,17-12-2025,25.39,257,3
ITW,NYSE:ITW,DAILY,180d,275.37,270.7,1.73,3445.2,01-06-2026,240.59,91,0
DOV,NYSE:DOV,DAILY,365d,194.23,191.4,1.48,3351.4,07-04-2025,141.15,511,27
ACM,NYSE:ACM,DAILY,180d,67.43,66.56,1.3,3149.6,08-07-2026,66.28,54,13
ETR,NYSE:ETR,DAILY,180d,106.31,105.79,0.49,3087.1,22-12-2025,89.25,252,2
HSY,NYSE:HSY,DAILY,180d,176.21,174.88,0.76,2986.1,22-06-2026,166.46,70,5
PPL,NYSE:PPL,DAILY,550d,34.13,34.04,0.27,2875.7,08-07-2024,25.57,784,0
NVR,NYSE:NVR,DAILY,180d,6315.23,6249.79,1.05,2582.9,15-05-2026,5501.01,108,2
XPO,NYSE:XPO,DAILY,180d,193.99,191.29,1.41,2542.8,19-12-2025,134.61,255,1
KEY,NYSE:KEY,DAILY,180d,21.61,21.56,0.25,2337.4,19-03-2026,18.55,165,1
PHM,NYSE:PHM,DAILY,180d,126.32,124.52,1.45,2084.8,19-05-2026,108.26,104,0
WSO,NYSE:WSO,DAILY,180d,309.82,309.57,0.08,2011.4,30-07-2026,300.66,32,3
GME,NYSE:GME,DAILY,180d,18.38,18.37,0.06,2005.9,03-08-2026,18.55,28,10
MUSA,NYSE:MUSA,DAILY,180d,515.39,508.55,1.35,1988.4,11-02-2026,358.79,201,0
FTV,NYSE:FTV,DAILY,180d,58.84,58.15,1.19,1774.1,30-01-2026,52.32,213,17
EXR,NYSE:EXR,DAILY,180d,141.1,138.73,1.71,1716.5,10-12-2025,122.52,264,14
PFGC,NYSE:PFGC,DAILY,180d,99.17,98.33,0.85,1637.2,20-03-2026,80.82,164,0
BJ,NYSE:BJ,DAILY,180d,90.65,90.3,0.39,1458.3,22-06-2026,83.21,70,1
ALLY,NYSE:ALLY,DAILY,180d,42.21,42.12,0.21,1448.1,12-03-2026,35.43,172,1
CPT,NYSE:CPT,DAILY,365d,105.8,103.86,1.86,1375.9,29-10-2025,94.3,306,27
PL,NYSE:PL,DAILY,365d,19.85,19.63,1.1,1347.6,07-04-2025,2.79,511,1
FHN,NYSE:FHN,DAILY,180d,24.32,24.3,0.09,1292.1,19-03-2026,21.1,165,1
ELAN,NYSE:ELAN,DAILY,180d,23.92,23.46,1.95,1282.1,19-05-2026,19.4,104,5
AOS,NYSE:AOS,DAILY,180d,59.13,59.01,0.2,1282.0,20-05-2026,53.83,103,1
HR,NYSE:HR,DAILY,180d,19.04,18.72,1.72,1058.2,29-01-2026,15.71,214,7
KRG,NYSE:KRG,DAILY,180d,25.8,25.72,0.32,1036.5,10-12-2025,21.72,264,3
YUMC,NYSE:YUMC,DAILY,180d,44.61,44.49,0.28,1000.0,25-06-2026,39.9,67,0
STLA,NYSE:STLA,DAILY,180d,5.49,5.48,0.11,954.2,09-07-2026,5.25,53,17
JBS,NYSE:JBS,DAILY,365d,13.44,13.2,1.83,945.5,13-10-2025,11.45,322,50
PNW,NYSE:PNW,DAILY,180d,97.64,97.04,0.62,926.6,10-12-2025,83.83,264,1
LEU,NYSE:LEU,DAILY,180d,171.4,171.39,0.0,908.9,17-07-2026,142.13,45,0
WAL,NYSE:WAL,DAILY,180d,78.13,76.88,1.63,871.1,19-03-2026,65.12,165,0
BRX,NYSE:BRX,DAILY,180d,28.89,28.67,0.78,862.4,10-12-2025,24.31,264,0
MTN,NYSE:MTN,DAILY,180d,136.91,134.34,1.91,842.0,27-04-2026,116.69,126,2
HEI-A,NYSE:HEI-A,DAILY,180d,244.17,240.83,1.39,810.4,29-04-2026,199.25,124,0
MIR,NYSE:MIR,DAILY,180d,15.07,14.83,1.65,733.0,29-07-2026,14.11,33,3
POST,NYSE:POST,DAILY,180d,83.36,83.35,0.01,730.6,10-07-2026,83.89,52,15
TXNM,NYSE:TXNM,DAILY,180d,57.61,56.72,1.58,722.9,02-07-2026,55.23,60,0
BB,NYSE:BB,DAILY,180d,8.15,8.01,1.75,645.7,30-03-2026,3.12,154,3
FTS,NYSE:FTS,DAILY,180d,55.18,54.16,1.88,589.8,10-12-2025,48.77,264,0
JBND,NYSE:JBND,DAILY,365d,52.69,52.36,0.63,540.0,11-04-2025,48.98,507,3
CMC,NYSE:CMC,DAILY,180d,67.47,67.42,0.08,533.6,26-03-2026,57.19,158,11
