Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
FTS,NYSE:FTS,180,PURE FIRST BREAK,0,16-03-2026,07-04-2026,83,57.77,56.58,2.1,10%,"37,654,486"
UCB,NYSE:UCB,180,PURE FIRST BREAK,0,06-02-2026,07-04-2026,83,35.36,33.15,6.66,10%,"49,327,201"
BOND,NYSE:BOND,180,PURE FIRST BREAK,0,27-02-2026,08-04-2026,82,92.63,91.77,0.94,10%,"31,846,193"
EVR,NYSE:EVR,180,PURE FIRST BREAK,0,16-01-2026,08-04-2026,82,334.71,332.19,0.76,10%,"136,862,916"
FHN,NYSE:FHN,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,82,25.58,24.13,6.02,10%,"93,592,104"
GBCI,NYSE:GBCI,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,82,51.92,48.23,7.64,10%,"92,054,157"
HTH,NYSE:HTH,180,PURE FIRST BREAK,0,10-02-2026,08-04-2026,82,39.05,37.54,4.01,10%,"12,121,120"
RF,NYSE:RF,180,PURE FIRST BREAK,0,12-02-2026,08-04-2026,82,30.27,27.69,9.33,10%,"311,051,498"
TFC,NYSE:TFC,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,82,50.58,48.97,3.3,10%,"308,335,691"
FCPT,NYSE:FCPT,180,PURE FIRST BREAK,0,13-03-2026,09-04-2026,81,25.36,25.05,1.25,10%,"28,514,785"
NLY,NYSE:NLY,180,PURE FIRST BREAK,0,28-01-2026,09-04-2026,81,23.15,22.13,4.61,10%,"313,668,605"
PB,NYSE:PB,180,PURE FIRST BREAK,0,12-02-2026,09-04-2026,81,73.52,69.19,6.26,10%,"99,244,643"
CRBG,NYSE:CRBG,180,PURE FIRST BREAK,0,12-02-2026,15-04-2026,75,28.84,26.93,7.08,10%,"96,922,589"
U,NYSE:U,180,PURE FIRST BREAK,0,13-01-2026,15-04-2026,75,28.31,26.07,8.6,10%,"140,652,570"
DEO,NYSE:DEO,180,PURE FIRST BREAK,0,24-02-2026,17-04-2026,73,83.2,81.2,2.47,10%,"95,064,317"
DX,NYSE:DX,180,PURE FIRST BREAK,0,28-01-2026,17-04-2026,73,13.18,12.97,1.63,10%,"78,334,014"
DNOW,NYSE:DNOW,180,PURE FIRST BREAK,0,11-02-2026,24-04-2026,66,13.12,13.05,0.57,10%,"25,288,800"
PSX,NYSE:PSX,180,PURE FIRST BREAK,0,30-03-2026,29-04-2026,61,174.05,174.0,0.03,10%,"466,506,223"
V,NYSE:V,180,PURE FIRST BREAK,0,06-01-2026,29-04-2026,61,341.65,324.63,5.24,10%,"4,000,003,964"
NOMD,NYSE:NOMD,180,PURE FIRST BREAK,0,20-02-2026,18-05-2026,42,11.2,10.23,9.51,10%,"16,054,080"
MMM,NYSE:MMM,180,PURE FIRST BREAK,0,12-02-2026,26-05-2026,34,162.43,154.57,5.09,10%,"854,219,331"
A,NYSE:A,180,PURE FIRST BREAK,0,13-01-2026,28-05-2026,32,132.83,125.07,6.2,10%,"255,246,132"
HEI-A,NYSE:HEI-A,180,PURE FIRST BREAK,0,13-01-2026,28-05-2026,32,254.48,239.42,6.29,10%,"161,671,141"
SVV,NYSE:SVV,180,PURE FIRST BREAK,0,09-02-2026,28-05-2026,32,9.84,8.95,9.95,10%,"10,047,624"
TKO,NYSE:TKO,180,PURE FIRST BREAK,0,26-02-2026,28-05-2026,32,211.62,200.41,5.59,10%,"372,070,275"
WFG,NYSE:WFG,180,PURE FIRST BREAK,0,04-02-2026,28-05-2026,32,67.72,67.03,1.03,10%,"11,837,456"
ABM,NYSE:ABM,180,PURE FIRST BREAK,0,06-02-2026,05-06-2026,24,44.77,41.91,6.82,10%,"26,763,506"
BBT,NYSE:BBT,180,PURE FIRST BREAK,0,17-04-2026,10-06-2026,19,30.91,29.88,3.43,10%,"22,317,020"
CM,NYSE:CM,180,PURE FIRST BREAK,0,27-05-2026,11-06-2026,18,113.57,112.54,0.92,10%,"230,024,677"
NGVT,NYSE:NGVT,180,PURE FIRST BREAK,0,06-05-2026,11-06-2026,18,74.0,72.27,2.39,10%,"25,049,000"
TAC,NYSE:TAC,180,PURE FIRST BREAK,0,03-06-2026,11-06-2026,18,13.62,13.53,0.68,10%,"25,709,112"
EGP,NYSE:EGP,180,PURE FIRST BREAK,0,26-05-2026,12-06-2026,17,207.0,204.18,1.38,10%,"65,267,100"
EVTC,NYSE:EVTC,180,PURE FIRST BREAK,0,21-04-2026,12-06-2026,17,27.59,26.07,5.84,10%,"21,625,042"
AMBP,NYSE:AMBP,180,PURE FIRST BREAK,0,05-02-2026,15-06-2026,14,4.59,4.26,7.71,10%,"15,746,914"
FIX,NYSE:FIX,180,PURE FIRST BREAK,0,14-05-2026,15-06-2026,14,1948.69,1941.26,0.38,10%,"1,156,937,218"
ECL,NYSE:ECL,180,PURE FIRST BREAK,0,24-02-2026,16-06-2026,13,278.6,269.71,3.3,10%,"434,671,730"
GRND,NYSE:GRND,180,PURE FIRST BREAK,0,08-05-2026,16-06-2026,13,14.44,13.33,8.32,10%,"27,122,651"
HUBB,NYSE:HUBB,180,PURE FIRST BREAK,0,23-04-2026,16-06-2026,13,514.71,503.69,2.19,10%,"307,347,766"
LNN,NYSE:LNN,180,PURE FIRST BREAK,0,17-02-2026,16-06-2026,13,124.23,116.16,6.95,10%,"22,932,859"
WH,NYSE:WH,180,PURE FIRST BREAK,0,21-04-2026,16-06-2026,13,86.71,83.5,3.85,10%,"167,211,562"
CXT,NYSE:CXT,180,PURE FIRST BREAK,0,06-02-2026,17-06-2026,12,49.14,45.7,7.52,10%,"70,167,005"
GEV,NYSE:GEV,180,PURE FIRST BREAK,0,23-04-2026,17-06-2026,12,1102.51,1052.02,4.8,10%,"3,503,446,058"
NUVB,NYSE:NUVB,180,PURE FIRST BREAK,0,31-12-2025,18-06-2026,11,5.61,5.61,0.06,10%,"60,023,074"
KGS,NYSE:KGS,180,PURE FIRST BREAK,0,20-05-2026,22-06-2026,7,74.43,71.67,3.84,10%,"153,720,280"
TPC,NYSE:TPC,180,PURE FIRST BREAK,0,06-05-2026,22-06-2026,7,81.88,79.98,2.38,10%,"44,182,447"
WMB,NYSE:WMB,180,PURE FIRST BREAK,0,20-05-2026,22-06-2026,7,75.06,74.65,0.55,10%,"985,139,950"
CMS,NYSE:CMS,180,PURE FIRST BREAK,0,09-04-2026,23-06-2026,6,77.93,75.02,3.88,10%,"256,802,730"
HRTG,NYSE:HRTG,180,PURE FIRST BREAK,0,28-04-2026,23-06-2026,6,26.3,24.19,8.71,10%,"11,869,190"
KNTK,NYSE:KNTK,180,PURE FIRST BREAK,0,15-05-2026,23-06-2026,6,49.42,48.28,2.36,10%,"40,227,879"
NJR,NYSE:NJR,180,PURE FIRST BREAK,0,19-05-2026,23-06-2026,6,56.93,56.19,1.32,10%,"38,012,161"
OHI,NYSE:OHI,180,PURE FIRST BREAK,0,20-05-2026,23-06-2026,6,48.11,46.5,3.46,10%,"86,367,073"
SLGN,NYSE:SLGN,180,PURE FIRST BREAK,0,06-02-2026,23-06-2026,6,46.26,42.25,9.5,10%,"39,487,535"
BF-B,NYSE:BF-B,180,PURE FIRST BREAK,0,09-04-2026,24-06-2026,5,27.72,27.55,0.61,10%,"67,359,598"
BKH,NYSE:BKH,180,PURE FIRST BREAK,0,15-04-2026,24-06-2026,5,75.25,74.29,1.29,10%,"70,787,675"
EVTR,NYSE:EVTR,180,PURE FIRST BREAK,0,16-06-2026,24-06-2026,5,51.15,50.98,0.34,10%,"15,733,740"
FRT,NYSE:FRT,180,PURE FIRST BREAK,0,12-06-2026,24-06-2026,5,125.42,124.57,0.69,10%,"84,733,751"
KIM,NYSE:KIM,180,PURE FIRST BREAK,0,12-06-2026,24-06-2026,5,25.83,25.47,1.43,10%,"99,313,767"
LPX,NYSE:LPX,180,PURE FIRST BREAK,0,10-02-2026,24-06-2026,5,80.54,78.1,3.12,10%,"88,102,707"
NNI,NYSE:NNI,180,PURE FIRST BREAK,0,28-04-2026,24-06-2026,5,132.92,132.17,0.56,10%,"15,019,960"
RSG,NYSE:RSG,180,PURE FIRST BREAK,0,03-03-2026,24-06-2026,5,214.68,213.29,0.65,10%,"228,698,596"
SAH,NYSE:SAH,180,PURE FIRST BREAK,0,15-06-2026,24-06-2026,5,84.67,83.17,1.8,10%,"25,528,004"
VTR,NYSE:VTR,180,PURE FIRST BREAK,0,15-05-2026,24-06-2026,5,89.3,85.96,3.88,10%,"324,248,311"
BRX,NYSE:BRX,180,PURE FIRST BREAK,0,12-06-2026,25-06-2026,4,32.2,32.08,0.36,10%,"75,541,202"
CNI,NYSE:CNI,180,PURE FIRST BREAK,0,03-06-2026,25-06-2026,4,120.34,119.47,0.73,10%,"164,613,081"
FND,NYSE:FND,180,PURE FIRST BREAK,0,16-01-2026,25-06-2026,4,58.54,57.21,2.32,10%,"170,925,095"
HNI,NYSE:HNI,180,PURE FIRST BREAK,0,06-02-2026,25-06-2026,4,39.9,37.72,5.78,10%,"40,542,392"
SRE,NYSE:SRE,180,PURE FIRST BREAK,0,09-04-2026,25-06-2026,4,93.91,92.6,1.41,10%,"473,775,968"
WSO,NYSE:WSO,180,PURE FIRST BREAK,0,28-04-2026,25-06-2026,4,410.6,406.24,1.07,10%,"109,753,382"
WTTR,NYSE:WTTR,180,PURE FIRST BREAK,0,20-05-2026,25-06-2026,4,19.63,19.16,2.44,10%,"32,458,204"
YETI,NYSE:YETI,180,PURE FIRST BREAK,0,15-06-2026,25-06-2026,4,50.24,50.21,0.07,10%,"59,715,266"
FCPT,NYSE:FCPT,365,PURE FIRST BREAK,0,01-07-2025,13-01-2026,167,25.36,24.45,3.74,10%,"28,514,785"
HOG,NYSE:HOG,365,PURE FIRST BREAK,0,17-09-2025,09-04-2026,81,24.23,22.54,7.48,10%,"72,954,106"
DEI,NYSE:DEI,365,PURE FIRST BREAK,0,11-09-2025,05-05-2026,55,11.82,11.48,2.94,10%,"26,730,929"
KSS,NYSE:KSS,365,PURE FIRST BREAK,0,01-12-2025,11-06-2026,18,18.45,16.83,9.61,10%,"79,375,593"
INVH,NYSE:INVH,550,PURE FIRST BREAK,0,02-05-2025,28-04-2026,62,30.59,27.97,9.37,10%,"181,490,471"
AMH,NYSE:AMH,550,PURE FIRST BREAK,0,02-05-2025,05-05-2026,55,33.99,31.92,6.48,10%,"96,439,832"
PRMB,NYSE:PRMB,550,PURE FIRST BREAK,0,31-03-2025,11-05-2026,49,24.76,23.31,6.2,10%,"102,105,289"
BHVN,NYSE:BHVN,550,PURE FIRST BREAK,0,11-02-2025,22-06-2026,7,14.95,14.18,5.43,10%,"52,257,724"
