Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
CDE,NYSE:CDE,DAILY,365d,16.02,15.88,0.85,27017.6,07-04-2025,4.57,445,2
PFE,NYSE:PFE,DAILY,365d,24.29,23.89,1.68,14551.6,09-04-2025,19.19,443,1
SGOV,NYSE:SGOV,DAILY,180d,100.65,99.45,1.21,14037.5,08-10-2025,98.02,261,0
NEE,NYSE:NEE,DAILY,180d,88.56,87.86,0.8,13862.5,07-01-2026,77.26,170,23
APO,NYSE:APO,DAILY,180d,118.29,116.67,1.39,13832.6,03-03-2026,99.14,115,1
MCK,NYSE:MCK,DAILY,180d,763.51,751.08,1.65,13255.3,11-05-2026,722.88,46,4
GTLS,NYSE:GTLS,DAILY,180d,208.5,206.62,0.91,12994.6,04-11-2025,198.91,234,2
AMT,NYSE:AMT,DAILY,180d,175.59,175.18,0.23,12748.9,25-03-2026,161.9,93,2
BX,NYSE:BX,DAILY,180d,115.4,114.28,0.98,8641.3,12-03-2026,100.8,106,2
PATH,NYSE:PATH,DAILY,180d,10.53,10.52,0.1,6976.4,14-05-2026,9.2,43,7
DVN,NYSE:DVN,DAILY,180d,42.21,42.18,0.07,6315.3,21-10-2025,30.89,248,3
GD,NYSE:GD,DAILY,180d,346.71,341.58,1.5,6182.9,28-04-2026,306.77,59,2
BWXT,NYSE:BWXT,DAILY,180d,197.91,196.19,0.88,6052.9,21-11-2025,163.56,217,12
EL,NYSE:EL,DAILY,180d,80.54,79.23,1.65,4113.9,02-04-2026,65.96,85,0
FERG,NYSE:FERG,DAILY,180d,238.61,235.48,1.33,3798.0,19-03-2026,213.69,99,28
ATO,NYSE:ATO,DAILY,180d,175.17,174.51,0.38,3557.0,23-01-2026,161.75,154,21
SU,NYSE:SU,DAILY,180d,53.9,53.31,1.1,3174.3,21-10-2025,37.23,248,1
SHV,NYSE:SHV,DAILY,180d,110.33,108.99,1.23,3173.1,08-10-2025,107.53,261,0
PAY,NYSE:PAY,DAILY,180d,23.43,23.21,0.96,2673.4,24-02-2026,22.02,122,30
TMHC,NYSE:TMHC,DAILY,180d,71.81,70.6,1.71,2672.4,19-05-2026,54.15,38,0
NE,NYSE:NE,DAILY,180d,38.33,38.02,0.82,2621.2,10-10-2025,25.73,259,11
RIG,NYSE:RIG,DAILY,180d,5.11,5.1,0.16,2503.4,10-10-2025,3.07,259,1
FLS,NYSE:FLS,DAILY,180d,72.56,71.68,1.23,2305.1,10-10-2025,48.28,259,12
APG,NYSE:APG,DAILY,180d,41.15,40.96,0.46,1976.5,23-10-2025,33.52,246,1
HII,NYSE:HII,DAILY,365d,281.99,277.18,1.73,1944.6,06-02-2025,154.1,505,2
NHI,NYSE:NHI,DAILY,180d,77.55,76.91,0.83,1867.6,13-10-2025,69.86,256,45
FNF,NYSE:FNF,DAILY,180d,46.71,46.6,0.24,1647.3,20-03-2026,42.32,98,4
WTRG,NYSE:WTRG,DAILY,180d,38.65,38.25,1.05,1637.7,09-02-2026,36.04,137,39
TDW,NYSE:TDW,DAILY,180d,67.32,67.14,0.26,1549.2,20-10-2025,46.65,249,9
PIPR,NYSE:PIPR,DAILY,365d,76.14,75.53,0.8,1532.8,07-04-2025,49.32,445,14
NATL,NYSE:NATL,DAILY,180d,43.23,42.54,1.62,1530.1,18-11-2025,33.31,220,3
BIPC,NYSE:BIPC,DAILY,180d,39.14,38.49,1.68,1316.0,29-04-2026,33.81,58,1
BN,NYSE:BN,DAILY,365d,42.87,42.69,0.43,1297.6,09-04-2025,28.86,443,24
GPOR,NYSE:GPOR,DAILY,180d,162.87,162.76,0.07,1277.2,28-05-2026,168.5,29,8
MTDR,NYSE:MTDR,DAILY,180d,49.9,49.62,0.56,1156.7,05-11-2025,36.26,233,1
AN,NYSE:AN,DAILY,180d,191.64,187.95,1.96,1145.6,20-05-2026,176.62,37,1
PFSI,NYSE:PFSI,DAILY,180d,86.08,85.4,0.8,1093.8,27-03-2026,82.36,91,30
YELP,NYSE:YELP,DAILY,180d,24.0,23.66,1.43,1058.7,24-02-2026,19.6,122,20
WEX,NYSE:WEX,DAILY,180d,138.01,136.35,1.21,1017.3,13-05-2026,132.35,44,11
MWA,NYSE:MWA,DAILY,180d,26.7,26.22,1.83,966.0,18-11-2025,22.63,220,31
GIL,NYSE:GIL,DAILY,550d,52.82,52.02,1.54,928.2,02-05-2024,31.06,785,18
KOS,NYSE:KOS,DAILY,180d,2.18,2.18,0.02,920.9,26-12-2025,0.84,182,2
KBR,NYSE:KBR,DAILY,180d,33.37,33.13,0.72,805.2,15-05-2026,29.8,42,5
DDS,NYSE:DDS,DAILY,180d,577.96,570.88,1.24,731.7,19-05-2026,518.05,38,6
DLB,NYSE:DLB,DAILY,180d,53.49,52.85,1.22,712.7,20-05-2026,52.45,37,11
WTM,NYSE:WTM,DAILY,180d,2096.56,2058.28,1.86,551.4,17-10-2025,1829.3,252,13
SNN,NYSE:SNN,DAILY,180d,30.04,29.99,0.17,516.0,11-05-2026,29.08,46,4
GNL,NYSE:GNL,DAILY,180d,9.0,8.87,1.41,480.8,03-11-2025,7.18,235,0
CXM,NYSE:CXM,DAILY,180d,5.16,5.09,1.34,409.1,23-04-2026,4.72,64,6
BRSL,NYSE:BRSL,DAILY,180d,11.2,11.01,1.69,395.9,20-05-2026,10.2,37,4
HLX,NYSE:HLX,DAILY,180d,8.87,8.74,1.52,381.4,18-12-2025,6.11,190,1
SLVM,NYSE:SLVM,DAILY,180d,39.34,38.64,1.82,380.1,20-05-2026,35.53,37,1
MAIN,NYSE:MAIN,DAILY,180d,51.01,50.15,1.72,359.7,22-05-2026,48.42,35,2
GIB,NYSE:GIB,DAILY,180d,64.46,64.01,0.7,311.8,13-05-2026,60.68,44,5
LB,NYSE:LB,DAILY,180d,65.12,63.88,1.94,296.0,08-01-2026,43.61,169,6
ESRT,NYSE:ESRT,DAILY,180d,5.37,5.3,1.35,279.9,27-03-2026,4.84,91,6
KT,NYSE:KT,DAILY,730d,17.65,17.41,1.39,253.9,27-10-2023,10.45,973,20
PMMF,NYSE:PMMF,DAILY,180d,100.29,99.19,1.11,253.7,08-10-2025,97.66,261,0
AD,NYSE:AD,DAILY,180d,37.07,37.06,0.04,211.1,18-11-2025,28.86,220,2
LSPD,NYSE:LSPD,DAILY,365d,10.19,10.11,0.8,194.2,07-04-2025,7.34,445,101
HGER,NYSE:HGER,DAILY,180d,29.25,28.84,1.43,134.9,10-10-2025,23.8,259,1
CPS,NYSE:CPS,DAILY,180d,28.58,28.44,0.48,127.6,19-05-2026,25.27,38,2
USA,NYSE:USA,DAILY,180d,5.72,5.7,0.42,117.9,30-03-2026,5.26,88,2
NUS,NYSE:NUS,DAILY,180d,5.28,5.25,0.5,116.7,21-05-2026,5.56,36,18
RYAM,NYSE:RYAM,DAILY,365d,8.0,7.85,1.92,112.9,06-08-2025,3.35,324,14
