Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
VZ,NYSE:VZ,DAILY,180d,44.1,43.54,1.29,24410.2,23-10-2025,37.18,249,2
SGOV,NYSE:SGOV,DAILY,180d,100.67,99.46,1.22,18640.9,09-10-2025,98.03,263,0
T,NYSE:T,DAILY,730d,21.82,21.58,1.13,18538.3,06-10-2023,12.45,997,1
NEE,NYSE:NEE,DAILY,180d,88.66,87.85,0.92,9867.1,07-01-2026,77.26,173,23
MLM,NYSE:MLM,DAILY,180d,581.23,569.86,2.0,7784.4,19-05-2026,524.63,41,1
NHI,NYSE:NHI,DAILY,180d,77.6,76.72,1.14,6140.9,13-10-2025,69.86,259,45
BX,NYSE:BX,DAILY,180d,114.88,114.26,0.54,5863.7,12-03-2026,100.8,109,2
MSI,NYSE:MSI,DAILY,180d,412.6,411.66,0.23,5484.3,16-12-2025,357.34,195,17
PATH,NYSE:PATH,DAILY,180d,10.68,10.52,1.51,5406.1,14-05-2026,9.2,46,7
FN,NYSE:FN,DAILY,180d,528.23,524.86,0.64,5190.9,10-10-2025,361.19,262,7
GD,NYSE:GD,DAILY,180d,348.07,341.69,1.87,4485.2,28-04-2026,306.77,62,2
SLB,NYSE:SLB,DAILY,180d,46.38,45.65,1.6,3800.0,17-10-2025,31.05,255,0
GTLS,NYSE:GTLS,DAILY,180d,208.88,206.64,1.08,3598.4,04-11-2025,198.91,237,2
APD,NYSE:APD,DAILY,180d,271.35,271.19,0.06,3547.4,10-12-2025,226.03,201,0
SHV,NYSE:SHV,DAILY,180d,110.34,109.0,1.23,3173.9,09-10-2025,107.55,263,0
EL,NYSE:EL,DAILY,180d,79.37,79.21,0.2,3011.6,02-04-2026,65.96,88,0
SU,NYSE:SU,DAILY,180d,53.81,53.31,0.93,2930.7,21-10-2025,37.23,251,1
ATO,NYSE:ATO,DAILY,180d,174.84,174.5,0.19,2562.8,23-01-2026,161.75,157,21
FERG,NYSE:FERG,DAILY,180d,238.61,235.46,1.34,2561.7,19-03-2026,213.69,102,28
ITT,NYSE:ITT,DAILY,180d,190.4,189.17,0.65,2539.4,09-12-2025,166.29,202,2
TMHC,NYSE:TMHC,DAILY,180d,71.78,70.64,1.62,2402.3,19-05-2026,54.15,41,0
CHWY,NYSE:CHWY,DAILY,180d,19.42,19.18,1.24,2002.6,20-05-2026,19.3,40,14
TTE,NYSE:TTE,DAILY,180d,77.67,76.85,1.06,1895.0,10-10-2025,55.92,262,1
ACM,NYSE:ACM,DAILY,180d,69.77,69.32,0.64,1892.3,13-05-2026,67.64,47,4
GPOR,NYSE:GPOR,DAILY,180d,166.0,163.02,1.83,1755.6,28-05-2026,168.5,32,8
P,NYSE:P,DAILY,180d,72.32,71.95,0.52,1584.4,30-03-2026,56.78,91,3
TAP,NYSE:TAP,DAILY,180d,39.75,39.41,0.86,1574.5,29-05-2026,39.39,31,4
ONON,NYSE:ONON,DAILY,180d,35.42,35.14,0.8,1521.6,27-03-2026,31.41,94,0
GMED,NYSE:GMED,DAILY,180d,83.94,82.62,1.6,1380.2,10-10-2025,56.5,262,20
HII,NYSE:HII,DAILY,365d,277.39,277.18,0.08,1356.2,06-02-2025,154.1,508,2
KBR,NYSE:KBR,DAILY,180d,33.71,33.15,1.7,1340.1,15-05-2026,29.8,45,5
WTRG,NYSE:WTRG,DAILY,180d,38.43,38.25,0.48,1202.8,09-02-2026,36.04,140,39
APG,NYSE:APG,DAILY,180d,41.01,40.96,0.12,1013.8,23-10-2025,33.52,249,1
MTDR,NYSE:MTDR,DAILY,180d,49.76,49.62,0.28,1013.7,05-11-2025,36.26,236,1
AN,NYSE:AN,DAILY,180d,188.89,187.95,0.5,844.0,20-05-2026,176.62,40,1
GGG,NYSE:GGG,DAILY,180d,75.77,74.53,1.66,815.1,21-05-2026,74.24,39,6
NE,NYSE:NE,DAILY,180d,38.12,38.02,0.27,806.4,10-10-2025,25.73,262,11
VAL,NYSE:VAL,DAILY,180d,74.53,73.93,0.81,801.4,10-10-2025,46.7,262,13
MIR,NYSE:MIR,DAILY,180d,17.46,17.37,0.52,780.3,28-05-2026,16.43,32,7
WEX,NYSE:WEX,DAILY,180d,136.73,136.32,0.3,778.4,13-05-2026,132.35,47,11
