Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
RGR,NYSE:RGR,52,PURE FIRST BREAK,0,13-10-2025,05-01-2026,23,38.12,37.97,0.39,10%,"12,627,783"
KVUE,NYSE:KVUE,52,PURE FIRST BREAK,0,21-07-2025,02-02-2026,19,18.43,17.66,4.35,10%,"570,575,596"
JBND,NYSE:JBND,52,PURE FIRST BREAK,0,01-12-2025,09-02-2026,18,53.49,53.45,0.07,10%,"154,225,903"
MTUS,NYSE:MTUS,52,PURE FIRST BREAK,0,09-02-2026,06-04-2026,10,20.0,18.43,8.5,10%,"13,583,480"
GHC,NYSE:GHC,52,PURE FIRST BREAK,0,19-01-2026,13-04-2026,9,1146.18,1135.29,0.96,10%,"58,024,219"
NLY,NYSE:NLY,52,PURE FIRST BREAK,0,26-01-2026,13-04-2026,9,22.59,22.26,1.48,10%,"444,258,422"
PII,NYSE:PII,52,PURE FIRST BREAK,0,05-01-2026,27-04-2026,7,69.86,63.79,9.52,10%,"140,507,393"
TWO,NYSE:TWO,52,PURE FIRST BREAK,0,12-01-2026,27-04-2026,7,12.26,11.68,4.96,10%,"28,517,202"
WS,NYSE:WS,52,PURE FIRST BREAK,0,09-02-2026,27-04-2026,7,40.65,39.44,3.08,10%,"28,950,037"
CMC,NYSE:CMC,52,PURE FIRST BREAK,0,09-02-2026,04-05-2026,6,76.69,72.18,6.25,10%,"203,205,116"
TDC,NYSE:TDC,52,PURE FIRST BREAK,0,09-02-2026,04-05-2026,6,32.87,32.38,1.53,10%,"195,153,457"
AES,NYSE:AES,52,PURE FIRST BREAK,0,23-02-2026,11-05-2026,5,14.64,14.51,0.87,10%,"219,543,143"
CPA,NYSE:CPA,52,PURE FIRST BREAK,0,09-02-2026,11-05-2026,5,143.36,131.84,8.73,10%,"186,366,854"
IONQ,NYSE:IONQ,52,PURE FIRST BREAK,0,13-10-2025,11-05-2026,5,56.06,53.73,4.33,10%,"3,860,996,145"
MFG,NYSE:MFG,52,PURE FIRST BREAK,0,09-02-2026,18-05-2026,4,9.76,9.0,8.42,10%,"80,957,884"
AXTA,NYSE:AXTA,52,PURE FIRST BREAK,0,16-02-2026,25-05-2026,3,33.32,31.1,7.15,10%,"215,280,718"
BBY,NYSE:BBY,52,PURE FIRST BREAK,0,27-10-2025,25-05-2026,3,75.58,70.34,7.44,10%,"842,774,915"
HEI-A,NYSE:HEI-A,52,PURE FIRST BREAK,0,12-01-2026,25-05-2026,3,248.11,243.72,1.8,10%,"196,010,126"
PFGC,NYSE:PFGC,52,PURE FIRST BREAK,0,15-09-2025,25-05-2026,3,104.51,97.2,7.52,10%,"375,060,166"
UPS,NYSE:UPS,52,PURE FIRST BREAK,0,09-02-2026,25-05-2026,3,110.02,105.73,4.06,10%,"1,527,492,549"
BANC,NYSE:BANC,52,PURE FIRST BREAK,0,19-01-2026,01-06-2026,2,19.99,19.2,4.11,10%,"135,829,630"
BDN,NYSE:BDN,52,PURE FIRST BREAK,0,22-09-2025,01-06-2026,2,3.2,3.14,1.85,10%,"10,794,579"
HAE,NYSE:HAE,52,PURE FIRST BREAK,0,08-12-2025,01-06-2026,2,74.43,69.26,7.46,10%,"250,856,640"
SLG,NYSE:SLG,52,PURE FIRST BREAK,0,15-09-2025,01-06-2026,2,50.83,46.72,8.8,10%,"117,796,649"
MQY,NYSE:MQY,104,PURE FIRST BREAK,0,30-09-2024,08-09-2025,40,11.42,11.14,2.53,10%,"11,060,990"
PAM,NYSE:PAM,104,PURE FIRST BREAK,0,06-01-2025,27-10-2025,33,85.72,81.23,5.53,10%,"63,753,051"
CHD,NYSE:CHD,104,PURE FIRST BREAK,0,10-03-2025,26-01-2026,20,98.42,95.5,3.06,10%,"501,544,768"
DOW,NYSE:DOW,104,PURE FIRST BREAK,0,23-09-2024,02-02-2026,19,32.96,31.39,5.01,10%,"1,124,135,805"
