Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
ITC,NSE:ITC,DAILY,180d,286.1,282.58,1.24,17534.6,04-06-2026,275.05,64,12
RELIGARE,NSE:RELIGARE,DAILY,180d,232.35,228.47,1.7,14376.4,09-03-2026,196.51,151,1
JKTYRE,NSE:JKTYRE,DAILY,180d,394.9,392.09,0.72,12094.2,11-06-2026,347.5,57,3
BDL,NSE:BDL,DAILY,180d,1294.0,1282.99,0.86,11284.8,30-03-2026,1086.0,130,17
RVNL,NSE:RVNL,DAILY,180d,233.38,231.85,0.66,10949.8,11-06-2026,221.55,57,25
WAKEFIT,NSE:WAKEFIT,DAILY,180d,127.76,127.14,0.48,8479.0,08-06-2026,111.4,60,2
JPPOWER,NSE:JPPOWER,DAILY,180d,17.94,17.6,1.94,7258.0,09-03-2026,13.15,151,10
AFFLE,NSE:AFFLE,DAILY,365d,1645.6,1632.44,0.81,5114.4,07-04-2025,1246.0,487,135
IRFC,NSE:IRFC,DAILY,180d,88.75,87.97,0.89,5087.2,08-07-2026,86.93,30,3
GRINFRA,NSE:GRINFRA,DAILY,180d,870.7,869.51,0.14,5073.8,30-03-2026,785.0,130,5
ICICIPRULI,NSE:ICICIPRULI,DAILY,180d,501.05,495.54,1.11,4881.6,11-06-2026,459.5,57,4
NH,NSE:NH,DAILY,180d,1885.1,1865.37,1.06,4401.3,02-04-2026,1585.49,127,0
PRAJIND,NSE:PRAJIND,DAILY,180d,325.05,322.31,0.85,4361.1,27-01-2026,269.91,192,11
IRMENERGY,NSE:IRMENERGY,DAILY,180d,294.25,290.83,1.17,3735.4,30-03-2026,165.4,130,57
INTERARCH,NSE:INTERARCH,DAILY,180d,1772.8,1753.55,1.1,3359.2,18-05-2026,1600.0,81,0
BLS,NSE:BLS,DAILY,180d,254.33,251.79,1.01,3118.5,23-03-2026,218.9,137,22
ICRA,NSE:ICRA,DAILY,180d,5092.4,5012.47,1.59,2677.5,02-04-2026,4863.82,127,12
HUDCO,NSE:HUDCO,DAILY,180d,201.04,200.41,0.31,2462.4,30-03-2026,157.99,130,5
TEGA,NSE:TEGA,DAILY,180d,1625.7,1610.47,0.95,2400.8,29-05-2026,1522.2,70,15
NATCOPHARM,NSE:NATCOPHARM,DAILY,180d,916.65,907.97,0.96,1546.0,17-11-2025,802.78,263,20
SHARDAMOTR,NSE:SHARDAMOTR,DAILY,365d,941.3,938.01,0.35,1289.6,07-04-2025,614.57,487,177
SULA,NSE:SULA,DAILY,180d,158.55,158.51,0.03,1248.1,30-03-2026,136.87,130,51
JKCEMENT,NSE:JKCEMENT,DAILY,180d,5379.5,5326.89,0.99,1245.2,12-06-2026,4654.18,56,0
FEDFINA,NSE:FEDFINA,DAILY,180d,149.59,148.09,1.01,1200.3,09-03-2026,119.07,151,1
AVANTEL,NSE:AVANTEL,DAILY,180d,163.43,160.97,1.53,1148.0,23-03-2026,116.9,137,1
GICRE,NSE:GICRE,DAILY,180d,357.2,355.57,0.46,1077.0,17-06-2026,346.7,51,0
EFCIL,NSE:EFCIL,DAILY,180d,186.0,183.52,1.35,987.8,15-05-2026,171.55,84,1
GRMOVER,NSE:GRMOVER,DAILY,180d,90.33,88.88,1.63,917.3,11-06-2026,81.95,57,1
YATRA,NSE:YATRA,DAILY,180d,107.03,104.95,1.98,868.5,30-03-2026,89.9,130,24
SANOFI,NSE:SANOFI,DAILY,180d,3349.4,3293.82,1.69,855.0,29-05-2026,3054.0,70,0
BAYERCROP,NSE:BAYERCROP,DAILY,180d,4177.2,4111.7,1.59,850.9,29-06-2026,3974.17,39,1
VSTTILLERS,NSE:VSTTILLERS,DAILY,180d,4487.4,4455.59,0.71,830.8,11-06-2026,4275.0,57,8
MAHSEAMLES,NSE:MAHSEAMLES,DAILY,180d,589.7,583.82,1.01,810.8,27-01-2026,500.7,192,13
PENIND,NSE:PENIND,DAILY,180d,159.86,158.98,0.56,730.9,30-03-2026,129.1,130,8
DOLLAR,NSE:DOLLAR,DAILY,180d,279.5,276.61,1.05,716.0,30-03-2026,217.93,130,61
SPANDANA,NSE:SPANDANA,DAILY,180d,257.75,254.42,1.31,684.3,30-03-2026,181.1,130,6
FINOPB,NSE:FINOPB,DAILY,180d,154.96,152.12,1.87,675.7,25-03-2026,110.03,135,3
BBTC,NSE:BBTC,DAILY,180d,1504.1,1488.64,1.04,644.1,30-03-2026,1314.6,130,2
ITI,NSE:ITI,DAILY,180d,282.4,278.22,1.5,615.7,30-03-2026,237.0,130,7
BOMDYEING,NSE:BOMDYEING,DAILY,180d,120.23,119.58,0.54,592.4,30-03-2026,91.69,130,1
ERIS,NSE:ERIS,DAILY,180d,1382.4,1363.29,1.4,559.7,28-04-2026,1193.59,101,1
JYOTISTRUC,NSE:JYOTISTRUC,DAILY,180d,11.44,11.26,1.58,533.2,21-01-2026,7.94,198,11
WONDERLA,NSE:WONDERLA,DAILY,180d,493.15,491.78,0.28,470.9,02-03-2026,453.13,158,60
VISHNU,NSE:VISHNU,DAILY,180d,586.6,581.69,0.84,421.1,09-03-2026,471.2,151,1
PASHUPATI,NSE:PASHUPATI,DAILY,180d,83.97,83.27,0.84,411.7,22-04-2026,67.75,107,0
PNBGILTS,NSE:PNBGILTS,DAILY,180d,80.7,79.68,1.28,373.3,30-03-2026,58.6,130,2
GHCL,NSE:GHCL,DAILY,180d,436.05,429.36,1.56,349.8,11-06-2026,405.66,57,2
GALLANTT,NSE:GALLANTT,DAILY,730d,605.5,593.67,1.99,290.0,29-11-2023,94.79,982,6
EKC,NSE:EKC,DAILY,180d,112.68,111.93,0.67,286.3,30-03-2026,90.25,130,12
FLAIR,NSE:FLAIR,DAILY,180d,252.4,251.7,0.28,280.1,08-07-2026,256.35,30,5
KCP,NSE:KCP,DAILY,180d,154.96,154.61,0.22,268.5,30-03-2026,124.62,130,2
MOL,NSE:MOL,DAILY,180d,52.62,51.99,1.21,261.3,30-03-2026,36.5,130,23
PARKHOTELS,NSE:PARKHOTELS,DAILY,180d,119.92,117.91,1.71,241.5,30-03-2026,95.1,130,4
FRONTSP,NSE:FRONTSP,DAILY,180d,1401.2,1388.23,0.93,204.7,19-06-2026,1376.0,49,12
SIGNPOST,NSE:SIGNPOST,DAILY,180d,267.55,266.8,0.28,184.2,21-01-2026,191.41,198,2
EIHAHOTELS,NSE:EIHAHOTELS,DAILY,180d,302.55,301.8,0.25,159.4,30-03-2026,263.71,130,6
ZUARI,NSE:ZUARI,DAILY,180d,227.55,223.23,1.93,155.4,30-03-2026,175.1,130,11
STANLEY,NSE:STANLEY,DAILY,180d,149.91,149.73,0.12,143.0,30-03-2026,123.0,130,13
WELSPLSOL,NSE:WELSPLSOL,DAILY,180d,50.01,50.01,0.0,135.6,21-04-2026,36.25,108,2
JAGRAN,NSE:JAGRAN,DAILY,180d,63.46,62.76,1.12,133.8,27-03-2026,51.89,133,3
STEELXIND,NSE:STEELXIND,DAILY,180d,11.21,11.02,1.72,115.9,23-03-2026,7.0,137,0
TCI,NSE:TCI,DAILY,180d,916.35,913.75,0.28,102.3,18-05-2026,867.12,81,0
