Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.5,99.29,1.22,15570.7,21-10-2025,97.87,262,0
MCD,NYSE:MCD,DAILY,180d,274.6,274.2,0.15,8180.1,11-05-2026,270.15,60,8
COP,NYSE:COP,DAILY,180d,109.04,107.69,1.26,7607.8,06-11-2025,83.51,246,8
HCA,NYSE:HCA,DAILY,365d,406.59,404.07,0.62,6713.6,28-02-2025,291.78,497,30
PFE,NYSE:PFE,DAILY,365d,24.17,23.89,1.17,6643.1,09-04-2025,19.19,457,1
KR,NYSE:KR,DAILY,730d,60.54,59.72,1.38,6295.7,17-11-2023,39.91,966,13
AZO,NYSE:AZO,DAILY,180d,3072.64,3042.64,0.99,6268.2,01-06-2026,2928.11,39,1
GTLS,NYSE:GTLS,DAILY,180d,209.87,206.75,1.51,4090.8,04-11-2025,198.91,248,2
OXY,NYSE:OXY,DAILY,180d,52.89,52.25,1.22,3495.1,16-12-2025,38.44,206,12
RCL,NYSE:RCL,DAILY,180d,285.37,282.23,1.11,3281.5,20-05-2026,230.9,51,2
TKO,NYSE:TKO,DAILY,365d,184.4,184.36,0.02,2937.9,07-04-2025,130.73,459,1
MLM,NYSE:MLM,DAILY,180d,577.72,571.23,1.14,2605.5,19-05-2026,524.63,52,1
SHV,NYSE:SHV,DAILY,180d,110.17,108.8,1.26,2571.3,21-10-2025,107.39,262,0
SUNB,NYSE:SUNB,DAILY,180d,74.84,74.14,0.94,2472.9,07-04-2026,60.4,94,12
PBR,NYSE:PBR,DAILY,180d,17.32,17.2,0.68,2416.7,26-12-2025,11.28,196,14
RIG,NYSE:RIG,DAILY,180d,5.2,5.2,0.0,2396.1,21-10-2025,3.22,262,9
COR,NYSE:COR,DAILY,365d,303.44,297.55,1.98,2310.7,18-02-2025,235.48,507,40
CAVA,NYSE:CAVA,DAILY,180d,72.18,70.83,1.9,1946.9,20-11-2025,43.41,232,3
PHM,NYSE:PHM,DAILY,180d,124.75,122.67,1.7,1892.2,19-05-2026,108.26,52,0
ROL,NYSE:ROL,DAILY,180d,44.47,44.38,0.21,1594.9,03-06-2026,44.43,37,13
MOS,NYSE:MOS,DAILY,180d,21.51,21.23,1.3,1449.0,10-06-2026,19.8,30,7
CACI,NYSE:CACI,DAILY,180d,486.45,484.84,0.33,1382.5,11-05-2026,465.0,60,10
CACI,NYSE:CACI,DAILY,365d,486.45,478.93,1.57,1382.5,21-02-2025,318.6,504,9
BN,NYSE:BN,DAILY,180d,43.73,43.36,0.85,1367.6,20-03-2026,37.87,112,6
BJ,NYSE:BJ,DAILY,180d,88.05,86.34,1.98,1300.7,27-05-2026,83.65,44,4
TMHC,NYSE:TMHC,DAILY,180d,71.85,70.8,1.48,1072.1,19-05-2026,54.15,52,0
PRIM,NYSE:PRIM,DAILY,180d,86.6,86.52,0.09,1032.8,10-06-2026,93.19,30,0
APG,NYSE:APG,DAILY,180d,41.36,40.96,0.98,922.4,23-10-2025,33.52,260,1
AWI,NYSE:AWI,DAILY,180d,155.5,155.02,0.31,909.5,05-06-2026,150.28,35,2
