Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
KAYNES,NSE:KAYNES,DAILY,180d,3203.1,3147.08,1.78,40643.4,20-05-2026,2995.0,35,7
HEROMOTOCO,NSE:HEROMOTOCO,DAILY,180d,4897.2,4886.75,0.21,27136.2,14-05-2026,4880.0,41,5
ULTRACEMCO,NSE:ULTRACEMCO,DAILY,180d,11430.0,11283.42,1.3,26637.2,23-03-2026,10325.0,93,10
MAZDOCK,NSE:MAZDOCK,DAILY,180d,2493.0,2456.16,1.5,23538.5,30-03-2026,2057.4,86,14
JIOFIN,NSE:JIOFIN,DAILY,180d,238.87,237.29,0.67,22788.5,30-03-2026,223.3,86,10
HINDUNILVR,NSE:HINDUNILVR,DAILY,180d,2157.8,2150.96,0.32,20332.3,02-04-2026,2002.14,83,13
MPHASIS,NSE:MPHASIS,DAILY,180d,2261.1,2226.47,1.56,15651.9,30-03-2026,2013.0,86,10
PAYTM,NSE:PAYTM,DAILY,180d,1087.3,1082.12,0.48,15229.8,30-03-2026,930.6,86,9
BRITANNIA,NSE:BRITANNIA,DAILY,180d,5262.5,5195.39,1.29,15094.7,13-05-2026,5279.5,42,11
IREDA,NSE:IREDA,DAILY,180d,127.52,126.16,1.08,8886.0,30-03-2026,108.08,86,11
VOLTAS,NSE:VOLTAS,DAILY,180d,1310.1,1299.98,0.78,8431.4,02-04-2026,1183.08,83,21
JPPOWER,NSE:JPPOWER,DAILY,180d,17.98,17.63,1.98,8362.9,09-03-2026,13.15,107,1
ABFRL,NSE:ABFRL,DAILY,180d,61.6,61.47,0.22,7455.5,30-03-2026,53.51,86,10
ALKEM,NSE:ALKEM,DAILY,180d,5428.5,5355.51,1.36,6732.5,02-04-2026,5075.0,83,13
SBICARD,NSE:SBICARD,DAILY,180d,607.6,605.6,0.33,5167.1,18-05-2026,612.1,37,11
SEPC,NSE:SEPC,DAILY,180d,6.81,6.78,0.51,4607.1,23-03-2026,4.65,93,5
