Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.5,99.26,1.25,18372.7,19-11-2025,97.88,264,0
DUK,NYSE:DUK,DAILY,365d,121.19,120.48,0.59,9968.3,14-05-2025,106.5,453,28
NKE,NYSE:NKE,DAILY,180d,42.11,41.6,1.22,9076.8,26-06-2026,40.0,45,1
ZTS,NYSE:ZTS,DAILY,180d,74.83,73.86,1.32,6403.9,30-06-2026,70.98,41,1
DKS,NYSE:DKS,DAILY,180d,214.1,210.5,1.71,4248.0,16-03-2026,184.42,147,14
LHX,NYSE:LHX,DAILY,365d,289.72,285.21,1.58,3245.2,07-04-2025,191.65,490,5
AMT,NYSE:AMT,DAILY,180d,169.11,166.91,1.32,3045.3,06-07-2026,160.06,35,1
SRE,NYSE:SRE,DAILY,365d,84.31,83.68,0.75,2844.2,07-04-2025,59.64,490,0
NVR,NYSE:NVR,DAILY,180d,6292.28,6241.26,0.82,2764.4,15-05-2026,5501.01,87,2
CTVA,NYSE:CTVA,DAILY,180d,76.47,75.94,0.7,2317.7,19-11-2025,63.59,264,1
SHV,NYSE:SHV,DAILY,180d,110.16,108.76,1.28,2010.0,19-11-2025,107.36,264,0
ED,NYSE:ED,DAILY,180d,106.3,106.29,0.01,1611.5,08-12-2025,93.44,245,4
RBA,NYSE:RBA,DAILY,730d,93.82,92.24,1.71,1524.6,15-11-2023,57.54,999,5
EIX,NYSE:EIX,DAILY,180d,67.83,66.93,1.34,1377.9,08-12-2025,53.74,245,0
OTIS,NYSE:OTIS,DAILY,180d,72.87,71.45,1.99,1344.3,01-06-2026,69.16,70,2
AEE,NYSE:AEE,DAILY,180d,107.0,106.59,0.39,1186.5,12-12-2025,95.25,241,1
FE,NYSE:FE,DAILY,180d,46.76,46.49,0.58,1087.7,16-12-2025,42.6,237,30
RBC,NYSE:RBC,DAILY,180d,556.5,546.29,1.87,1055.5,21-11-2025,418.05,262,0
JBS,NYSE:JBS,DAILY,365d,13.41,13.19,1.66,1049.3,13-10-2025,11.45,301,50
FNF,NYSE:FNF,DAILY,180d,47.99,47.42,1.21,890.1,20-03-2026,42.32,143,4
TRP,NYSE:TRP,DAILY,180d,63.33,62.79,0.87,843.8,07-01-2026,51.71,215,0
AROC,NYSE:AROC,DAILY,180d,33.13,32.9,0.7,604.7,24-11-2025,22.47,259,0
UDR,NYSE:UDR,DAILY,180d,37.66,37.06,1.61,588.4,30-03-2026,32.95,133,0
ARE,NYSE:ARE,DAILY,180d,48.35,47.64,1.49,572.7,28-04-2026,38.9,104,0
GVA,NYSE:GVA,DAILY,180d,125.97,125.81,0.12,549.7,21-11-2025,101.2,262,21
WTM,NYSE:WTM,DAILY,180d,2109.68,2094.43,0.73,519.3,19-11-2025,1869.15,264,21
ENS,NYSE:ENS,DAILY,180d,186.3,183.78,1.37,502.9,20-11-2025,131.56,263,2
