Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.46,99.24,1.23,18025.2,17-11-2025,97.86,262,0
UPS,NYSE:UPS,DAILY,180d,103.2,101.67,1.5,9007.6,20-11-2025,88.11,259,24
F,NYSE:F,DAILY,180d,13.79,13.6,1.39,7439.7,30-03-2026,10.97,129,3
NKE,NYSE:NKE,DAILY,180d,42.0,41.62,0.92,6681.3,26-06-2026,40.0,41,1
SPOT,NYSE:SPOT,DAILY,180d,475.07,467.26,1.67,5993.6,05-02-2026,405.0,182,17
SRE,NYSE:SRE,DAILY,365d,84.35,83.68,0.8,4806.2,07-04-2025,59.64,486,0
ELAN,NYSE:ELAN,DAILY,180d,24.2,23.77,1.79,4147.2,19-05-2026,19.4,79,0
DUK,NYSE:DUK,DAILY,180d,123.9,123.1,0.65,3885.2,10-12-2025,111.97,239,4
ROK,NYSE:ROK,DAILY,180d,441.8,437.64,0.95,3713.0,30-03-2026,346.46,129,0
CTVA,NYSE:CTVA,DAILY,180d,76.86,75.88,1.29,3520.2,18-11-2025,63.1,261,0
LHX,NYSE:LHX,DAILY,365d,289.53,285.21,1.52,2946.7,07-04-2025,191.65,486,5
EIX,NYSE:EIX,DAILY,180d,67.23,66.93,0.45,2906.9,08-12-2025,53.74,241,0
SO,NYSE:SO,DAILY,180d,92.9,91.53,1.5,2803.0,10-12-2025,82.46,239,3
FE,NYSE:FE,DAILY,180d,47.37,46.95,0.9,2729.4,16-12-2025,43.02,233,30
PPL,NYSE:PPL,DAILY,550d,34.62,34.0,1.82,2420.6,08-07-2024,25.57,759,0
RSG,NYSE:RSG,DAILY,180d,209.59,208.34,0.6,2336.2,11-05-2026,195.84,87,4
GNRC,NYSE:GNRC,DAILY,180d,211.18,207.94,1.56,2239.6,18-12-2025,134.8,231,7
RBA,NYSE:RBA,DAILY,730d,92.67,92.03,0.7,2164.6,13-11-2023,57.29,997,3
VICI,NYSE:VICI,DAILY,180d,26.54,26.3,0.92,1992.1,09-07-2026,25.82,28,1
NVR,NYSE:NVR,DAILY,180d,6304.81,6240.57,1.03,1948.3,15-05-2026,5501.01,83,2
SHV,NYSE:SHV,DAILY,180d,110.11,108.74,1.26,1661.5,17-11-2025,107.33,262,0
LVS,NYSE:LVS,DAILY,180d,46.11,45.69,0.92,1621.9,09-07-2026,44.83,28,2
AEE,NYSE:AEE,DAILY,180d,108.27,106.58,1.58,1548.0,12-12-2025,95.25,237,1
ORA,NYSE:ORA,DAILY,365d,107.38,105.37,1.91,1540.0,09-04-2025,64.0,484,15
ETR,NYSE:ETR,DAILY,180d,106.49,106.42,0.07,1317.7,22-12-2025,89.79,227,2
H,NYSE:H,DAILY,180d,178.88,175.71,1.8,1271.8,31-03-2026,137.42,128,3
DY,NYSE:DY,DAILY,180d,399.57,395.74,0.97,1139.1,17-11-2025,289.21,262,13
DTM,NYSE:DTM,DAILY,180d,132.92,131.32,1.22,1105.0,19-11-2025,110.39,260,1
TRP,NYSE:TRP,DAILY,180d,63.9,62.78,1.78,1074.4,07-01-2026,51.71,211,0
MDU,NYSE:MDU,DAILY,180d,20.76,20.53,1.13,824.9,19-12-2025,18.71,230,6
AROC,NYSE:AROC,DAILY,180d,33.35,32.7,2.0,787.3,18-11-2025,22.44,261,0
VPG,NYSE:VPG,DAILY,365d,68.05,67.93,0.18,706.6,09-04-2025,18.57,484,0
IDA,NYSE:IDA,DAILY,180d,140.91,138.22,1.95,695.1,09-12-2025,121.82,240,1
MKL,NYSE:MKL,DAILY,180d,1871.33,1855.95,0.83,674.8,30-04-2026,1719.41,98,4
BYD,NYSE:BYD,DAILY,180d,84.12,83.72,0.48,616.0,09-03-2026,76.5,150,10
MMS,NYSE:MMS,DAILY,180d,58.33,57.27,1.86,592.4,30-06-2026,52.73,37,0
ARE,NYSE:ARE,DAILY,180d,48.48,47.63,1.78,534.6,28-04-2026,38.9,100,0
BIPC,NYSE:BIPC,DAILY,180d,39.63,39.02,1.56,525.7,29-04-2026,33.81,99,1
UGI,NYSE:UGI,DAILY,180d,34.28,34.22,0.17,469.6,07-05-2026,31.31,91,0
PUK,NYSE:PUK,DAILY,180d,27.88,27.48,1.45,448.5,09-06-2026,24.61,58,0
HLF,NYSE:HLF,DAILY,365d,11.51,11.3,1.86,425.3,21-04-2025,6.2,472,8
OGE,NYSE:OGE,DAILY,180d,46.79,46.13,1.43,406.0,05-01-2026,40.98,213,1
FUL,NYSE:FUL,DAILY,180d,59.17,58.26,1.56,391.4,20-03-2026,48.3,139,25
JBND,NYSE:JBND,DAILY,365d,52.67,52.34,0.62,373.4,11-04-2025,48.98,482,3
BOND,NYSE:BOND,DAILY,365d,90.56,89.47,1.22,355.1,11-04-2025,83.05,482,2
TXNM,NYSE:TXNM,DAILY,180d,57.49,56.47,1.8,339.6,02-07-2026,55.23,35,0
FUBO,NYSE:FUBO,DAILY,180d,8.99,8.96,0.32,257.7,25-06-2026,7.95,42,8
FLXR,NYSE:FLXR,DAILY,180d,38.84,38.43,1.08,193.4,17-11-2025,37.85,262,7
MPT,NYSE:MPT,DAILY,180d,4.6,4.58,0.5,176.7,26-06-2026,4.29,41,0
EVTR,NYSE:EVTR,DAILY,365d,50.12,49.8,0.64,174.2,11-04-2025,46.55,482,1
WWW,NYSE:WWW,DAILY,365d,19.04,19.0,0.22,136.9,09-04-2025,9.33,484,176
BLSH,NYSE:BLSH,DAILY,180d,23.04,22.85,0.82,121.1,26-06-2026,21.76,41,5
NHI,NYSE:NHI,DAILY,180d,75.38,74.42,1.3,120.9,04-06-2026,67.13,63,0
TRN,NYSE:TRN,DAILY,180d,30.97,30.81,0.52,119.2,18-11-2025,24.06,261,5
PMMF,NYSE:PMMF,DAILY,180d,100.28,99.14,1.15,116.3,18-11-2025,97.68,261,0
EMA,NYSE:EMA,DAILY,180d,51.59,50.74,1.67,114.1,08-12-2025,45.95,241,1
AQN,NYSE:AQN,DAILY,180d,5.75,5.72,0.54,101.6,02-07-2026,5.44,35,0
