Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
PTY,NYSE:PTY,180,PURE FIRST BREAK,0,05-03-2026,01-04-2026,149,11.8,11.68,1.06,10%,"11,146,280"
NATL,NYSE:NATL,180,PURE FIRST BREAK,0,04-03-2026,15-04-2026,135,46.26,45.22,2.29,10%,"17,361,377"
NVST,NYSE:NVST,180,PURE FIRST BREAK,0,07-05-2026,15-06-2026,74,27.13,26.34,3.01,10%,"32,827,299"
QGEN,NYSE:QGEN,180,PURE FIRST BREAK,0,04-03-2026,24-06-2026,65,43.11,39.97,7.84,10%,"59,332,294"
BFAM,NYSE:BFAM,180,PURE FIRST BREAK,0,22-04-2026,26-06-2026,63,74.81,71.84,4.13,10%,"34,165,726"
DFIN,NYSE:DFIN,180,PURE FIRST BREAK,0,21-04-2026,01-07-2026,58,48.32,44.86,7.72,10%,"21,294,624"
MDT,NYSE:MDT,180,PURE FIRST BREAK,0,04-03-2026,02-07-2026,57,91.23,83.55,9.19,10%,"589,902,325"
COR,NYSE:COR,180,PURE FIRST BREAK,0,04-03-2026,06-07-2026,53,322.03,301.93,6.66,10%,"202,492,463"
AORT,NYSE:AORT,180,PURE FIRST BREAK,0,21-04-2026,16-07-2026,43,26.77,25.78,3.85,10%,"12,488,205"
TXNM,NYSE:TXNM,180,PURE FIRST BREAK,0,27-05-2026,21-07-2026,38,57.64,57.53,0.19,10%,"51,374,531"
PBR,NYSE:PBR,180,PURE FIRST BREAK,0,04-05-2026,22-07-2026,37,18.53,18.14,2.13,10%,"409,236,918"
TTE,NYSE:TTE,180,PURE FIRST BREAK,0,18-05-2026,22-07-2026,37,86.35,85.31,1.22,10%,"133,220,778"
ICE,NYSE:ICE,180,PURE FIRST BREAK,0,08-04-2026,24-07-2026,35,162.33,148.29,9.47,10%,"487,136,102"
T,NYSE:T,180,PURE FIRST BREAK,0,24-03-2026,24-07-2026,35,26.01,23.9,8.82,10%,"589,839,179"
JBS,NYSE:JBS,180,PURE FIRST BREAK,0,10-04-2026,27-07-2026,32,13.59,13.45,1.01,10%,"60,399,397"
EW,NYSE:EW,180,PURE FIRST BREAK,0,07-07-2026,03-08-2026,25,90.21,89.61,0.67,10%,"184,362,175"
HPE,NYSE:HPE,180,PURE FIRST BREAK,0,02-06-2026,04-08-2026,24,52.31,52.2,0.22,10%,"726,209,287"
SHAK,NYSE:SHAK,180,PURE FIRST BREAK,0,21-04-2026,04-08-2026,24,69.89,66.67,4.83,10%,"65,787,456"
TIC,NYSE:TIC,180,PURE FIRST BREAK,0,07-05-2026,06-08-2026,22,9.56,8.79,8.71,10%,"11,794,173"
APD,NYSE:APD,180,PURE FIRST BREAK,0,06-07-2026,07-08-2026,21,308.09,303.77,1.42,10%,"321,861,619"
HASI,NYSE:HASI,180,PURE FIRST BREAK,0,08-05-2026,07-08-2026,21,40.0,39.8,0.49,10%,"22,092,000"
AR,NYSE:AR,180,PURE FIRST BREAK,0,30-03-2026,10-08-2026,18,38.45,37.13,3.55,10%,"86,712,442"
FDX,NYSE:FDX,180,PURE FIRST BREAK,0,15-06-2026,10-08-2026,18,330.88,324.89,1.84,10%,"316,619,077"
NE,NYSE:NE,180,PURE FIRST BREAK,0,20-05-2026,10-08-2026,18,45.76,43.45,5.31,10%,"40,305,407"
RIG,NYSE:RIG,180,PURE FIRST BREAK,0,19-05-2026,10-08-2026,18,5.8,5.7,1.79,10%,"202,311,547"
VAL,NYSE:VAL,180,PURE FIRST BREAK,0,18-05-2026,10-08-2026,18,86.29,85.69,0.7,10%,"56,088,501"
MUFG,NYSE:MUFG,180,PURE FIRST BREAK,0,27-07-2026,12-08-2026,16,22.9,22.6,1.31,10%,"61,688,019"
DX,NYSE:DX,180,PURE FIRST BREAK,0,16-07-2026,13-08-2026,15,12.91,12.9,0.09,10%,"39,756,345"
SKM,NYSE:SKM,180,PURE FIRST BREAK,0,02-06-2026,13-08-2026,15,39.34,36.38,8.14,10%,"47,923,988"
MATX,NYSE:MATX,180,PURE FIRST BREAK,0,16-07-2026,14-08-2026,14,224.31,218.15,2.82,10%,"48,181,787"
SOBO,NYSE:SOBO,180,PURE FIRST BREAK,0,24-07-2026,18-08-2026,10,37.43,37.37,0.16,10%,"12,142,292"
WEAV,NYSE:WEAV,180,PURE FIRST BREAK,0,15-07-2026,18-08-2026,10,7.29,7.06,3.29,10%,"14,931,378"
