Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
SAMBHV,NSE:SAMBHV,180,PURE FIRST BREAK,0,11-05-2026,13-07-2026,60,131.08,124.04,5.68,10%,"253,859,231"
MANOMAY,NSE:MANOMAY,180,PURE FIRST BREAK,0,28-04-2026,27-07-2026,46,234.19,215.31,8.77,10%,"27,778,681"
DYNAMATECH,NSE:DYNAMATECH,180,PURE FIRST BREAK,0,08-05-2026,06-08-2026,40,12071.0,11276.64,7.04,10%,"274,554,895"
JSWDULUX,NSE:JSWDULUX,180,PURE FIRST BREAK,0,03-07-2026,11-08-2026,31,3155.1,3126.72,0.91,10%,"98,363,401"
OIL,NSE:OIL,180,PURE FIRST BREAK,0,14-05-2026,11-08-2026,35,485.6,465.44,4.33,10%,"955,181,039"
LGBBROSLTD,NSE:LGBBROSLTD,180,PURE FIRST BREAK,0,30-04-2026,19-08-2026,23,1711.0,1610.43,6.25,10%,"36,557,226"
MANINFRA,NSE:MANINFRA,180,PURE FIRST BREAK,0,08-05-2026,27-08-2026,15,126.87,117.58,7.9,10%,"249,767,071"
METROPOLIS,NSE:METROPOLIS,180,PURE FIRST BREAK,0,30-07-2026,27-08-2026,15,585.5,583.64,0.32,10%,"71,089,068"
CEIGALL,NSE:CEIGALL,180,PURE FIRST BREAK,0,30-06-2026,04-09-2026,7,380.4,354.26,7.38,10%,"101,371,653"
FELIX,NSE:FELIX,180,PURE FIRST BREAK,0,22-04-2026,04-09-2026,7,216.3,199.74,8.29,10%,"24,225,600"
RELIGARE,NSE:RELIGARE,180,PURE FIRST BREAK,0,25-06-2026,04-09-2026,7,256.81,253.47,1.32,10%,"106,857,356"
JUBLPHARMA,NSE:JUBLPHARMA,180,PURE FIRST BREAK,0,16-07-2026,07-09-2026,4,1025.2,952.75,7.6,10%,"236,758,652"
PENIND,NSE:PENIND,180,PURE FIRST BREAK,0,14-07-2026,07-09-2026,4,175.54,171.62,2.29,10%,"82,733,754"
STAR,NSE:STAR,180,PURE FIRST BREAK,0,12-05-2026,07-09-2026,8,1150.6,1103.99,4.22,10%,"484,954,878"
GENESYS,NSE:GENESYS,180,PURE FIRST BREAK,0,22-06-2026,08-09-2026,7,285.51,268.09,6.5,10%,"269,836,367"
GOODLUCK,NSE:GOODLUCK,180,PURE FIRST BREAK,0,13-07-2026,08-09-2026,7,519.15,498.83,4.07,10%,"368,025,452"
THEMISMED,NSE:THEMISMED,180,PURE FIRST BREAK,0,23-06-2026,08-09-2026,3,128.25,127.87,0.3,10%,"14,185,091"
EMCURE,NSE:EMCURE,180,PURE FIRST BREAK,0,10-08-2026,10-09-2026,5,1993.0,1946.82,2.37,10%,"476,600,041"
KAJARIACER,NSE:KAJARIACER,365,PURE FIRST BREAK,0,17-10-2025,08-04-2026,156,1226.4,1115.75,9.92,10%,"108,928,850"
DHARMAJ,NSE:DHARMAJ,365,PURE FIRST BREAK,0,22-09-2025,09-04-2026,155,269.35,268.76,0.22,10%,"15,779,870"
INDIGOPNTS,NSE:INDIGOPNTS,365,PURE FIRST BREAK,0,18-11-2025,13-05-2026,121,1089.3,1028.2,5.94,10%,"60,815,622"
ECLERX,NSE:ECLERX,365,PURE FIRST BREAK,0,03-02-2026,13-07-2026,60,1899.6,1730.76,9.76,10%,"204,355,166"
DPABHUSHAN,NSE:DPABHUSHAN,365,PURE FIRST BREAK,0,20-11-2025,15-07-2026,62,1337.5,1330.06,0.56,10%,"25,292,125"
SHOPERSTOP,NSE:SHOPERSTOP,365,PURE FIRST BREAK,0,22-09-2025,15-07-2026,62,398.5,391.39,1.82,10%,"1,098,434,167"
SHANKARA,NSE:SHANKARA,365,PURE FIRST BREAK,0,23-09-2025,16-07-2026,57,148.29,138.52,7.05,10%,"11,257,138"
BECTORFOOD,NSE:BECTORFOOD,365,PURE FIRST BREAK,0,12-12-2025,20-07-2026,57,223.4,211.58,5.59,10%,"512,919,014"
HYUNDAI,NSE:HYUNDAI,365,PURE FIRST BREAK,0,22-09-2025,31-07-2026,46,2140.0,2115.72,1.15,10%,"966,822,040"
VIMTALABS,NSE:VIMTALABS,365,PURE FIRST BREAK,0,19-09-2025,04-08-2026,38,629.6,624.44,0.83,10%,"47,226,294"
WESTLIFE,NSE:WESTLIFE,365,PURE FIRST BREAK,0,29-09-2025,05-08-2026,37,569.6,553.05,2.99,10%,"4,113,619,126"
DEVYANI,NSE:DEVYANI,365,PURE FIRST BREAK,0,16-09-2025,07-08-2026,35,137.97,132.56,4.08,10%,"294,754,972"
SAPPHIRE,NSE:SAPPHIRE,365,PURE FIRST BREAK,0,17-09-2025,07-08-2026,35,225.74,213.81,5.58,10%,"131,354,949"
THEMISMED,NSE:THEMISMED,365,PURE FIRST BREAK,0,25-09-2025,26-08-2026,16,128.25,125.5,2.19,10%,"14,185,091"
MEDICAMEQ,NSE:MEDICAMEQ,365,PURE FIRST BREAK,0,25-11-2025,09-09-2026,2,323.05,306.36,5.45,10%,"61,932,559"
LLOYDSENT,NSE:LLOYDSENT,550,PURE FIRST BREAK,0,04-07-2025,20-04-2026,144,69.79,69.72,0.1,10%,"262,672,325"
SOMANYCERA,NSE:SOMANYCERA,550,PURE FIRST BREAK,0,10-06-2025,19-05-2026,119,550.8,511.61,7.66,10%,"42,359,273"
GPTHEALTH,NSE:GPTHEALTH,550,PURE FIRST BREAK,0,05-08-2025,02-06-2026,101,159.38,149.25,6.79,10%,"15,546,085"
TARSONS,NSE:TARSONS,550,PURE FIRST BREAK,0,27-05-2025,17-06-2026,86,311.2,284.67,9.32,10%,"49,789,512"
NELCO,NSE:NELCO,550,PURE FIRST BREAK,0,17-06-2025,18-06-2026,89,924.3,899.48,2.76,10%,"203,483,718"
COSMOFIRST,NSE:COSMOFIRST,550,PURE FIRST BREAK,0,23-06-2025,03-07-2026,74,861.35,848.12,1.56,10%,"46,604,202"
SHALPAINTS,NSE:SHALPAINTS,550,PURE FIRST BREAK,0,21-04-2025,03-08-2026,39,85.73,81.13,5.67,10%,"11,999,714"
DEVYANI,NSE:DEVYANI,550,PURE FIRST BREAK,0,11-09-2025,07-08-2026,35,137.97,133.11,3.65,10%,"294,754,972"
FOSECOIND,NSE:FOSECOIND,550,PURE FIRST BREAK,0,08-09-2025,07-08-2026,35,6194.5,5672.46,9.2,10%,"56,246,060"
BALPHARMA,NSE:BALPHARMA,550,PURE FIRST BREAK,0,04-04-2025,09-09-2026,2,107.42,102.54,4.76,10%,"34,045,265"
ANMOL,NSE:ANMOL,550,PURE FIRST BREAK,0,14-05-2025,10-09-2026,5,15.27,14.67,4.1,10%,"14,925,662"
TIPSMUSIC,NSE:TIPSMUSIC,730,PURE FIRST BREAK,0,06-11-2024,23-04-2026,145,659.15,650.46,1.34,10%,"138,619,250"
CARBORUNIV,NSE:CARBORUNIV,730,PURE FIRST BREAK,0,17-09-2024,08-05-2026,126,1075.2,1037.85,3.6,10%,"122,535,162"
GRINDWELL,NSE:GRINDWELL,730,PURE FIRST BREAK,0,17-10-2024,11-05-2026,123,1885.8,1819.72,3.63,10%,"23,779,939"
RITCO,NSE:RITCO,730,PURE FIRST BREAK,0,11-12-2024,22-07-2026,51,300.7,284.86,5.56,10%,"14,778,503"
3IINFOLTD,NSE:3IINFOLTD,730,PURE FIRST BREAK,0,02-01-2025,30-07-2026,47,23.99,22.6,6.17,10%,"17,608,228"
IVC,NSE:IVC,730,PURE FIRST BREAK,0,11-12-2024,31-08-2026,11,9.11,8.72,4.5,10%,"13,022,371"
JINDWORLD,NSE:JINDWORLD,730,PURE FIRST BREAK,0,08-01-2025,03-09-2026,12,49.44,47.56,3.95,10%,"507,525,713"
ADANIENT,NSE:ADANIENT,900,PURE FIRST BREAK,0,03-06-2024,14-05-2026,124,2928.6,2665.13,9.89,10%,"5,222,601,840"
RANEHOLDIN,NSE:RANEHOLDIN,900,PURE FIRST BREAK,0,09-09-2024,17-06-2026,90,1669.0,1548.23,7.8,10%,"25,580,763"
