Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
RGR,NYSE:RGR,52,PURE FIRST BREAK,0,13-10-2025,05-01-2026,22,39.47,37.96,3.99,10%,"21,325,642"
KVUE,NYSE:KVUE,52,PURE FIRST BREAK,0,21-07-2025,02-02-2026,18,18.14,17.66,2.73,10%,"1,447,348,829"
LB,NYSE:LB,52,PURE FIRST BREAK,0,10-11-2025,09-02-2026,17,69.29,68.13,1.71,10%,"91,421,227"
CFG,NYSE:CFG,52,PURE FIRST BREAK,0,09-02-2026,06-04-2026,9,67.65,63.85,5.95,10%,"1,545,748,415"
KEY,NYSE:KEY,52,PURE FIRST BREAK,0,09-02-2026,06-04-2026,9,22.7,21.4,6.08,10%,"1,736,086,978"
GHC,NYSE:GHC,52,PURE FIRST BREAK,0,19-01-2026,13-04-2026,8,1174.18,1133.65,3.58,10%,"94,051,822"
HRI,NYSE:HRI,52,PURE FIRST BREAK,0,09-02-2026,27-04-2026,6,144.62,135.44,6.78,10%,"470,535,616"
TWO,NYSE:TWO,52,PURE FIRST BREAK,0,12-01-2026,27-04-2026,6,12.34,11.68,5.69,10%,"72,462,949"
CMC,NYSE:CMC,52,PURE FIRST BREAK,0,09-02-2026,04-05-2026,5,77.76,71.97,8.05,10%,"391,887,083"
IVZ,NYSE:IVZ,52,PURE FIRST BREAK,0,19-01-2026,04-05-2026,5,28.92,26.67,8.42,10%,"724,885,586"
TDC,NYSE:TDC,52,PURE FIRST BREAK,0,09-02-2026,04-05-2026,5,33.0,32.32,2.11,10%,"348,011,400"
AES,NYSE:AES,52,PURE FIRST BREAK,0,23-02-2026,11-05-2026,4,14.68,14.51,1.17,10%,"694,849,922"
CPA,NYSE:CPA,52,PURE FIRST BREAK,0,09-02-2026,11-05-2026,4,141.69,131.18,8.01,10%,"235,545,460"
IONQ,NYSE:IONQ,52,PURE FIRST BREAK,0,13-10-2025,11-05-2026,4,57.85,53.58,7.98,10%,"7,945,604,730"
MFG,NYSE:MFG,52,PURE FIRST BREAK,0,09-02-2026,18-05-2026,3,9.68,8.99,7.74,10%,"198,914,326"
AXTA,NYSE:AXTA,52,PURE FIRST BREAK,0,16-02-2026,25-05-2026,2,33.11,30.99,6.83,10%,"396,459,147"
