Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
ORCL,NYSE:ORCL,DAILY,180d,143.16,142.21,0.67,48974.5,28-07-2026,114.5,50,1
GEV,NYSE:GEV,DAILY,180d,925.09,911.54,1.49,32874.9,12-01-2026,616.42,247,3
SGOV,NYSE:SGOV,DAILY,180d,100.55,99.33,1.23,18530.1,29-12-2025,98.0,261,0
UNH,NYSE:UNH,DAILY,180d,375.26,370.43,1.3,16567.4,27-03-2026,252.96,173,0
NU,NYSE:NU,DAILY,180d,13.81,13.69,0.91,13599.0,03-06-2026,11.2,105,0
APH,NYSE:APH,DAILY,180d,77.26,76.07,1.56,6874.7,19-05-2026,58.92,120,1
RTX,NYSE:RTX,DAILY,180d,196.83,194.19,1.36,6858.0,15-05-2026,169.51,124,1
WMB,NYSE:WMB,DAILY,180d,70.9,70.1,1.14,6551.8,06-01-2026,57.23,253,2
PNC,NYSE:PNC,DAILY,180d,231.49,227.71,1.66,6372.9,19-03-2026,194.5,181,1
MRSH,NYSE:MRSH,DAILY,180d,176.76,176.4,0.2,5365.0,03-06-2026,155.72,105,2
EQT,NYSE:EQT,DAILY,550d,50.41,50.23,0.37,4902.9,05-08-2024,29.13,772,9
DLR,NYSE:DLR,DAILY,180d,181.07,179.15,1.07,4770.7,08-01-2026,148.46,251,6
PWR,NYSE:PWR,DAILY,180d,619.28,610.4,1.45,4611.8,08-01-2026,408.22,251,2
CMG,NYSE:CMG,DAILY,180d,33.68,33.26,1.27,4387.5,04-06-2026,28.04,104,2
MTB,NYSE:MTB,DAILY,180d,226.01,224.11,0.85,4194.3,19-03-2026,191.37,181,7
KKR,NYSE:KKR,DAILY,180d,96.84,96.07,0.8,3919.1,12-03-2026,82.35,188,6
GD,NYSE:GD,DAILY,180d,360.0,355.72,1.2,3612.2,28-04-2026,305.43,141,2
USFD,NYSE:USFD,DAILY,180d,92.51,90.99,1.67,3441.3,05-01-2026,74.14,254,21
ENB,NYSE:ENB,DAILY,365d,48.36,47.81,1.14,3373.5,07-04-2025,37.07,527,4
WRB,NYSE:WRB,DAILY,180d,69.95,69.22,1.06,3288.7,01-06-2026,62.31,107,7
CCI,NYSE:CCI,DAILY,180d,73.22,72.66,0.76,3102.1,05-08-2026,68.72,42,0
ALB,NYSE:ALB,DAILY,365d,109.47,107.85,1.5,3008.1,08-04-2025,48.29,526,1
RF,NYSE:RF,DAILY,180d,28.47,28.04,1.54,2988.2,19-03-2026,24.24,181,0
HIG,NYSE:HIG,DAILY,180d,134.94,134.18,0.56,2801.2,01-06-2026,125.04,107,0
SHV,NYSE:SHV,DAILY,180d,110.16,108.81,1.24,2756.8,29-12-2025,107.52,261,0
CBRE,NYSE:CBRE,DAILY,180d,138.56,138.07,0.35,2589.0,01-06-2026,121.69,107,1
SW,NYSE:SW,DAILY,180d,44.58,43.79,1.8,2444.3,20-05-2026,35.21,119,5
D,NYSE:D,DAILY,180d,63.51,63.35,0.24,2347.6,07-01-2026,55.19,252,4
KGC,NYSE:KGC,DAILY,180d,27.82,27.33,1.79,2194.2,17-07-2026,22.26,61,0
RBA,NYSE:RBA,DAILY,180d,84.29,83.12,1.4,2125.8,17-08-2026,81.71,30,7
IRM,NYSE:IRM,DAILY,180d,112.15,110.24,1.73,2031.1,05-01-2026,79.91,254,1
WAL,NYSE:WAL,DAILY,180d,77.8,76.99,1.05,1849.9,19-03-2026,65.12,181,0
MUSA,NYSE:MUSA,DAILY,180d,513.27,508.74,0.89,1707.6,11-02-2026,358.79,217,1
AMH,NYSE:AMH,DAILY,180d,31.38,31.17,0.68,1426.7,20-03-2026,26.67,180,1
MKC,NYSE:MKC,DAILY,180d,50.06,49.2,1.76,1406.0,13-05-2026,44.42,126,1
OC,NYSE:OC,DAILY,180d,126.59,125.9,0.55,1390.0,20-03-2026,98.3,180,2
HII,NYSE:HII,DAILY,550d,278.09,277.67,0.15,1299.2,06-02-2025,153.38,587,4
NFG,NYSE:NFG,DAILY,180d,80.35,79.78,0.72,1225.8,18-06-2026,74.64,90,0
WPC,NYSE:WPC,DAILY,365d,66.59,65.74,1.29,1177.9,09-04-2025,50.64,525,0
AIT,NYSE:AIT,DAILY,180d,315.11,311.19,1.26,1139.8,20-03-2026,250.14,180,0
TKR,NYSE:TKR,DAILY,180d,116.7,115.04,1.44,1127.0,31-12-2025,83.31,259,2
CCK,NYSE:CCK,DAILY,180d,112.17,110.77,1.26,1116.3,08-06-2026,91.05,100,0
PLNT,NYSE:PLNT,DAILY,180d,50.02,49.36,1.34,1033.4,07-05-2026,37.03,132,3
VAL,NYSE:VAL,DAILY,180d,82.52,81.34,1.46,1030.5,29-12-2025,49.34,261,35
IBN,NYSE:IBN,DAILY,180d,28.15,27.71,1.58,1027.7,30-03-2026,24.87,170,30
EGP,NYSE:EGP,DAILY,180d,197.87,194.51,1.73,944.6,02-01-2026,173.9,257,7
FNB,NYSE:FNB,DAILY,180d,17.89,17.61,1.58,920.5,19-03-2026,15.39,181,0
PNFP,NYSE:PNFP,DAILY,180d,96.07,95.28,0.83,902.6,19-03-2026,80.29,181,0
PB,NYSE:PB,DAILY,180d,70.34,69.19,1.67,847.2,19-03-2026,62.15,181,3
EXK,NYSE:EXK,DAILY,180d,9.53,9.5,0.36,840.9,17-07-2026,7.18,61,1
CR,NYSE:CR,DAILY,180d,197.25,194.22,1.56,828.4,30-03-2026,159.16,170,5
EPR,NYSE:EPR,DAILY,180d,57.01,56.92,0.16,811.8,27-03-2026,46.81,173,0
KRC,NYSE:KRC,DAILY,365d,34.42,33.97,1.33,731.4,09-04-2025,25.09,525,67
KRC,NYSE:KRC,DAILY,180d,34.42,33.95,1.39,731.4,27-03-2026,26.89,173,1
BH-A,NYSE:BH-A,DAILY,180d,1766.01,1761.41,0.26,721.6,11-05-2026,1238.0,128,0
LRN,NYSE:LRN,DAILY,365d,82.04,80.75,1.6,718.4,04-12-2025,60.61,286,3
IDA,NYSE:IDA,DAILY,365d,132.69,130.74,1.49,685.7,14-05-2025,104.71,490,5
VNO,NYSE:VNO,DAILY,180d,34.82,34.15,1.96,678.4,27-03-2026,24.57,173,0
AMR,NYSE:AMR,DAILY,180d,189.49,186.39,1.66,645.2,03-08-2026,133.64,44,0
AX,NYSE:AX,DAILY,180d,92.54,91.32,1.34,627.5,19-03-2026,81.03,181,16
BC,NYSE:BC,DAILY,365d,67.72,66.47,1.88,576.8,09-04-2025,39.5,525,0
ALV,NYSE:ALV,DAILY,180d,115.87,115.68,0.17,562.1,20-03-2026,97.72,180,1
RSI,NYSE:RSI,DAILY,180d,25.89,25.63,1.02,558.3,13-02-2026,15.51,215,9
TRNO,NYSE:TRNO,DAILY,180d,65.61,64.52,1.69,540.6,06-01-2026,57.01,253,10
AUB,NYSE:AUB,DAILY,180d,39.14,38.64,1.28,507.8,19-03-2026,32.75,181,1
ORI,NYSE:ORI,DAILY,180d,40.9,40.29,1.52,505.2,01-06-2026,36.07,107,0
DLB,NYSE:DLB,DAILY,180d,58.74,57.82,1.58,501.6,14-07-2026,47.98,64,0
AM,NYSE:AM,DAILY,180d,21.16,20.96,0.96,449.7,07-01-2026,16.57,252,1
RNST,NYSE:RNST,DAILY,180d,40.53,40.1,1.08,424.0,19-03-2026,33.51,181,1
FMC,NYSE:FMC,DAILY,180d,10.8,10.79,0.07,409.3,29-07-2026,9.95,49,5
AIR,NYSE:AIR,DAILY,180d,117.23,115.74,1.29,404.1,02-01-2026,82.45,257,3
SR,NYSE:SR,DAILY,180d,79.9,79.34,0.71,401.5,22-06-2026,75.08,86,0
GHC,NYSE:GHC,DAILY,180d,1134.85,1116.27,1.66,400.6,02-03-2026,1013.06,198,2
MMS,NYSE:MMS,DAILY,180d,57.61,56.67,1.66,389.3,30-06-2026,52.42,78,7
SMA,NYSE:SMA,DAILY,180d,32.26,31.8,1.43,382.0,30-03-2026,28.68,170,6
CBT,NYSE:CBT,DAILY,180d,78.46,78.16,0.38,334.1,30-12-2025,64.51,260,13
CURB,NYSE:CURB,DAILY,180d,28.69,28.13,1.99,316.4,02-01-2026,22.57,257,1
FIGS,NYSE:FIGS,DAILY,180d,12.9,12.76,1.06,292.3,23-07-2026,9.17,55,0
CBU,NYSE:CBU,DAILY,180d,62.77,62.39,0.6,285.3,19-03-2026,54.09,181,3
CNA,NYSE:CNA,DAILY,180d,48.08,48.01,0.14,273.4,01-06-2026,41.14,107,4
BCC,NYSE:BCC,DAILY,180d,75.31,74.31,1.34,256.7,20-05-2026,64.6,119,0
CXT,NYSE:CXT,DAILY,180d,47.33,47.05,0.59,254.7,03-06-2026,35.58,105,0
CPK,NYSE:CPK,DAILY,180d,129.75,127.28,1.94,249.9,01-06-2026,117.75,107,1
BCAT,NYSE:BCAT,DAILY,180d,14.17,13.97,1.46,246.9,29-12-2025,12.16,261,4
SNDR,NYSE:SNDR,DAILY,180d,32.75,32.4,1.08,238.6,19-03-2026,23.07,181,0
BTGO,NYSE:BTGO,DAILY,180d,6.41,6.4,0.11,217.2,13-08-2026,4.65,34,0
FLXR,NYSE:FLXR,DAILY,365d,38.27,37.73,1.44,201.2,09-04-2025,35.38,525,0
TDOC,NYSE:TDOC,DAILY,180d,6.43,6.37,0.96,177.0,12-02-2026,4.4,216,5
WWW,NYSE:WWW,DAILY,365d,19.29,19.02,1.44,176.7,09-04-2025,9.33,525,176
EFC,NYSE:EFC,DAILY,180d,12.62,12.6,0.18,174.3,20-03-2026,10.63,180,0
STC,NYSE:STC,DAILY,180d,65.57,64.6,1.5,155.6,20-03-2026,56.19,180,2
DEC,NYSE:DEC,DAILY,180d,14.16,13.95,1.47,153.2,16-01-2026,11.61,243,47
PMMF,NYSE:PMMF,DAILY,180d,100.25,99.07,1.19,152.5,29-12-2025,97.7,261,0
GRC,NYSE:GRC,DAILY,180d,72.17,71.14,1.45,148.1,02-01-2026,46.97,257,1
ARI,NYSE:ARI,DAILY,365d,6.5,6.45,0.7,146.0,09-04-2025,4.49,525,0
WMK,NYSE:WMK,DAILY,180d,72.99,71.95,1.45,136.9,11-03-2026,59.43,189,23
BOBS,NYSE:BOBS,DAILY,180d,14.62,14.58,0.3,128.3,06-05-2026,9.74,133,1
HTB,NYSE:HTB,DAILY,180d,46.7,46.67,0.07,119.1,06-03-2026,40.5,194,2
ASGI,NYSE:ASGI,DAILY,365d,20.53,20.2,1.64,117.9,07-04-2025,14.1,527,1
CSAN,NYSE:CSAN,DAILY,180d,2.78,2.73,1.81,105.4,18-08-2026,2.38,29,2
AGRO,NYSE:AGRO,DAILY,180d,11.62,11.39,1.99,104.7,07-01-2026,7.46,252,59
