Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
KAJARIACER,NSE:KAJARIACER,52,PURE FIRST BREAK,0,13-10-2025,06-04-2026,24,1221.8,1131.94,7.94,10%,"816,513,089"
IIFLCAPS,NSE:IIFLCAPS,52,PURE FIRST BREAK,0,05-01-2026,04-05-2026,20,347.7,342.76,1.44,10%,"1,280,936,581"
NPST,NSE:NPST,52,PURE FIRST BREAK,0,22-09-2025,01-06-2026,16,1782.3,1623.87,9.76,10%,"590,476,006"
PCBL,NSE:PCBL,52,PURE FIRST BREAK,0,22-09-2025,15-06-2026,14,338.6,315.22,7.42,10%,"2,527,861,348"
POLYMED,NSE:POLYMED,52,PURE FIRST BREAK,0,10-11-2025,29-06-2026,12,1716.0,1692.4,1.39,10%,"536,433,612"
ANANTRAJ,NSE:ANANTRAJ,52,PURE FIRST BREAK,0,06-10-2025,06-07-2026,11,624.1,592.12,5.4,10%,"5,662,386,683"
NAUKRI,NSE:NAUKRI,52,PURE FIRST BREAK,0,22-09-2025,06-07-2026,11,1224.0,1187.91,3.04,10%,"13,312,499,400"
ECLERX,NSE:ECLERX,52,PURE FIRST BREAK,0,02-02-2026,13-07-2026,10,1890.1,1799.57,5.03,10%,"853,582,380"
TECHM,NSE:TECHM,52,PURE FIRST BREAK,0,02-02-2026,13-07-2026,10,1543.0,1530.07,0.85,10%,"9,643,146,687"
DEVYANI,NSE:DEVYANI,52,PURE FIRST BREAK,0,22-09-2025,03-08-2026,7,137.5,134.93,1.9,10%,"1,165,843,525"
EMUDHRA,NSE:EMUDHRA,52,PURE FIRST BREAK,0,29-09-2025,03-08-2026,7,659.4,603.05,9.34,10%,"4,052,359,994"
MANYAVAR,NSE:MANYAVAR,52,PURE FIRST BREAK,0,22-09-2025,03-08-2026,7,524.45,505.22,3.81,10%,"378,209,224"
PNB,NSE:PNB,52,PURE FIRST BREAK,0,19-01-2026,03-08-2026,7,117.12,114.33,2.44,10%,"6,083,182,960"
SAPPHIRE,NSE:SAPPHIRE,52,PURE FIRST BREAK,0,22-09-2025,03-08-2026,7,225.7,219.42,2.86,10%,"1,003,705,942"
UNIONBANK,NSE:UNIONBANK,52,PURE FIRST BREAK,0,23-02-2026,03-08-2026,7,179.45,179.03,0.23,10%,"4,313,483,183"
APLAPOLLO,NSE:APLAPOLLO,52,PURE FIRST BREAK,0,09-02-2026,10-08-2026,6,2184.8,2054.09,6.36,10%,"5,440,143,382"
BRIGADE,NSE:BRIGADE,52,PURE FIRST BREAK,0,27-10-2025,10-08-2026,6,606.2,602.05,0.69,10%,"507,895,587"
MATRIMONY,NSE:MATRIMONY,52,PURE FIRST BREAK,0,19-01-2026,10-08-2026,6,538.55,505.95,6.44,10%,"38,252,129"
CPS,NSE:CPS,52,PURE FIRST BREAK,0,09-02-2026,17-08-2026,5,1150.0,1122.47,2.45,10%,"10,177,500"
SVLL,NSE:SVLL,52,PURE FIRST BREAK,0,08-06-2026,17-08-2026,5,820.4,783.16,4.76,10%,"12,739,172"
CHALET,NSE:CHALET,52,PURE FIRST BREAK,0,22-09-2025,24-08-2026,4,894.9,877.03,2.04,10%,"441,891,788"
PARADEEP,NSE:PARADEEP,52,PURE FIRST BREAK,0,29-09-2025,24-08-2026,4,154.5,150.42,2.71,10%,"1,094,489,124"
VIDHIING,NSE:VIDHIING,52,PURE FIRST BREAK,0,17-11-2025,24-08-2026,4,352.45,335.35,5.1,10%,"72,785,157"
CEIGALL,NSE:CEIGALL,52,PURE FIRST BREAK,0,29-06-2026,07-09-2026,2,382.55,365.33,4.71,10%,"581,713,928"
HERITGFOOD,NSE:HERITGFOOD,52,PURE FIRST BREAK,0,22-09-2025,07-09-2026,2,414.1,394.81,4.89,10%,"621,471,765"
RATNAMANI,NSE:RATNAMANI,52,PURE FIRST BREAK,0,11-05-2026,07-09-2026,2,2824.2,2765.05,2.14,10%,"338,884,225"
SPLPETRO,NSE:SPLPETRO,52,PURE FIRST BREAK,0,29-09-2025,07-09-2026,2,879.9,809.41,8.71,10%,"811,026,730"
JNKINDIA,NSE:JNKINDIA,104,PURE FIRST BREAK,0,07-10-2024,20-04-2026,22,422.45,421.72,0.17,10%,"227,728,438"
GRINDWELL,NSE:GRINDWELL,104,PURE FIRST BREAK,0,14-10-2024,11-05-2026,19,1981.0,1865.94,6.17,10%,"375,290,545"
AURUM,NSE:AURUM,104,PURE FIRST BREAK,0,30-12-2024,15-06-2026,14,220.22,209.73,5.0,10%,"90,152,783"
LODHA,NSE:LODHA,104,PURE FIRST BREAK,0,09-06-2025,06-07-2026,11,1158.0,1101.87,5.09,10%,"5,690,945,838"
SAREGAMA,NSE:SAREGAMA,104,PURE FIRST BREAK,0,30-09-2024,13-07-2026,10,498.45,490.28,1.67,10%,"619,263,828"
GUFICBIO,NSE:GUFICBIO,104,PURE FIRST BREAK,0,04-11-2024,03-08-2026,7,422.0,407.64,3.52,10%,"116,815,930"
RKFORGE,NSE:RKFORGE,104,PURE FIRST BREAK,0,14-10-2024,03-08-2026,7,709.55,697.63,1.71,10%,"1,524,110,536"
GLAXO,NSE:GLAXO,104,PURE FIRST BREAK,0,02-06-2025,10-08-2026,6,2829.2,2733.52,3.5,10%,"690,010,747"
TCPLPACK,NSE:TCPLPACK,104,PURE FIRST BREAK,0,24-03-2025,10-08-2026,6,4058.8,3780.22,7.37,10%,"132,292,529"
HARSHA,NSE:HARSHA,104,PURE FIRST BREAK,0,02-12-2024,17-08-2026,5,457.55,435.94,4.96,10%,"770,081,337"
PONNIERODE,NSE:PONNIERODE,104,PURE FIRST BREAK,0,23-09-2024,17-08-2026,5,380.6,364.06,4.54,10%,"86,327,313"
PVRINOX,NSE:PVRINOX,104,PURE FIRST BREAK,0,23-09-2024,17-08-2026,5,1256.7,1190.14,5.59,10%,"3,364,503,714"
SONAMLTD,NSE:SONAMLTD,104,PURE FIRST BREAK,0,04-11-2024,17-08-2026,5,66.5,61.52,8.09,10%,"13,788,708"
GODREJAGRO,NSE:GODREJAGRO,104,PURE FIRST BREAK,0,28-07-2025,07-09-2026,2,676.05,651.57,3.76,10%,"1,454,080,088"
NOCIL,NSE:NOCIL,104,PURE FIRST BREAK,0,14-10-2024,07-09-2026,2,191.4,187.87,1.88,10%,"3,709,996,997"
SIS,NSE:SIS,156,PURE FIRST BREAK,0,22-01-2024,04-05-2026,20,418.45,404.66,3.41,10%,"368,197,932"
ADANIENT,NSE:ADANIENT,156,PURE FIRST BREAK,0,03-06-2024,11-05-2026,19,2900.0,2740.83,5.81,10%,"13,328,449,300"
SPARC,NSE:SPARC,156,PURE FIRST BREAK,0,08-04-2024,18-05-2026,18,203.98,198.45,2.79,10%,"1,080,345,983"
GOCLCORP,NSE:GOCLCORP,156,PURE FIRST BREAK,0,23-10-2023,01-06-2026,16,380.25,376.7,0.94,10%,"664,607,794"
RANEHOLDIN,NSE:RANEHOLDIN,156,PURE FIRST BREAK,0,09-09-2024,15-06-2026,14,1590.7,1586.67,0.25,10%,"45,047,032"
NILKAMAL,NSE:NILKAMAL,156,PURE FIRST BREAK,0,23-10-2023,27-07-2026,8,1883.7,1801.53,4.56,10%,"172,746,588"
OMAXE,NSE:OMAXE,156,PURE FIRST BREAK,0,29-07-2024,10-08-2026,6,117.67,109.73,7.24,10%,"401,503,448"
UFLEX,NSE:UFLEX,156,PURE FIRST BREAK,0,19-08-2024,17-08-2026,5,661.55,612.52,8.0,10%,"372,111,945"
HATSUN,NSE:HATSUN,156,PURE FIRST BREAK,0,15-07-2024,24-08-2026,4,1134.4,1087.95,4.27,10%,"155,829,128"
SOMANYCERA,NSE:SOMANYCERA,156,PURE FIRST BREAK,0,24-06-2024,24-08-2026,4,601.85,557.31,7.99,10%,"433,326,566"
KAMDHENU,NSE:KAMDHENU,156,PURE FIRST BREAK,0,09-09-2024,31-08-2026,3,40.34,38.5,4.77,10%,"291,971,562"
YUKEN,NSE:YUKEN,156,PURE FIRST BREAK,0,08-07-2024,07-09-2026,2,1127.75,1090.59,3.41,10%,"76,773,837"
DBL,NSE:DBL,260,PURE FIRST BREAK,0,11-10-2021,31-07-2023,164,412.6,379.36,8.76,10%,"690,651,975"
UFBL,NSE:UFBL,260,PURE FIRST BREAK,0,08-11-2021,22-06-2026,13,723.0,673.81,7.3,10%,"63,729,558"
AKSHARCHEM,NSE:AKSHARCHEM,260,PURE FIRST BREAK,0,04-10-2021,31-08-2026,3,379.3,369.09,2.77,10%,"24,559,295"
