Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
COROMANDEL,NSE:COROMANDEL,180,PURE FIRST BREAK,0,10-04-2026,15-06-2026,95,1999.5,1987.61,0.6,10%,"604,528,830"
MANOMAY,NSE:MANOMAY,180,PURE FIRST BREAK,0,28-04-2026,27-07-2026,53,229.68,216.9,5.89,10%,"42,005,715"
DYNAMATECH,NSE:DYNAMATECH,180,PURE FIRST BREAK,0,08-05-2026,06-08-2026,43,12061.0,11313.15,6.61,10%,"150,002,657"
JSWDULUX,NSE:JSWDULUX,180,PURE FIRST BREAK,0,03-07-2026,11-08-2026,38,3188.8,3135.52,1.7,10%,"68,495,425"
OIL,NSE:OIL,180,PURE FIRST BREAK,0,14-05-2026,11-08-2026,38,475.7,465.88,2.11,10%,"1,761,777,353"
LGBBROSLTD,NSE:LGBBROSLTD,180,PURE FIRST BREAK,0,30-04-2026,19-08-2026,30,1730.4,1617.85,6.96,10%,"44,464,359"
MANINFRA,NSE:MANINFRA,180,PURE FIRST BREAK,0,08-05-2026,27-08-2026,22,125.64,117.98,6.49,10%,"367,040,297"
METROPOLIS,NSE:METROPOLIS,180,PURE FIRST BREAK,0,30-07-2026,27-08-2026,22,597.45,584.41,2.23,10%,"133,409,990"
RMDRIP,NSE:RMDRIP,180,PURE FIRST BREAK,0,08-04-2026,31-08-2026,18,22.19,21.03,5.53,10%,"11,293,379"
RSWM,NSE:RSWM,180,PURE FIRST BREAK,0,05-08-2026,03-09-2026,15,220.4,216.3,1.9,10%,"26,014,693"
CEIGALL,NSE:CEIGALL,180,PURE FIRST BREAK,0,30-06-2026,04-09-2026,14,373.75,355.93,5.01,10%,"114,932,610"
SRHHYPOLTD,NSE:SRHHYPOLTD,180,PURE FIRST BREAK,0,21-05-2026,04-09-2026,14,523.1,514.98,1.58,10%,"14,001,817"
IONEXCHANG,NSE:IONEXCHANG,180,PURE FIRST BREAK,0,13-07-2026,07-09-2026,11,442.3,432.79,2.2,10%,"217,463,866"
GENESYS,NSE:GENESYS,180,PURE FIRST BREAK,0,22-06-2026,08-09-2026,10,285.19,269.11,5.98,10%,"141,474,205"
GOODLUCK,NSE:GOODLUCK,180,PURE FIRST BREAK,0,13-07-2026,08-09-2026,10,517.25,499.67,3.52,10%,"188,127,963"
ADANIPORTS,NSE:ADANIPORTS,180,PURE FIRST BREAK,0,03-07-2026,09-09-2026,9,1824.0,1750.97,4.17,10%,"7,567,416,672"
NOCIL,NSE:NOCIL,180,PURE FIRST BREAK,0,23-06-2026,09-09-2026,9,194.56,187.7,3.65,10%,"337,127,922"
THEJO,NSE:THEJO,180,PURE FIRST BREAK,0,11-08-2026,10-09-2026,8,2199.7,2178.64,0.97,10%,"14,309,048"
SEDEMAC,NSE:SEDEMAC,180,PURE FIRST BREAK,0,21-08-2026,16-09-2026,2,3147.8,3114.98,1.05,10%,"598,566,770"
KAJARIACER,NSE:KAJARIACER,365,PURE FIRST BREAK,0,17-10-2025,08-04-2026,163,1196.7,1111.04,7.71,10%,"233,232,034"
DHARMAJ,NSE:DHARMAJ,365,PURE FIRST BREAK,0,22-09-2025,09-04-2026,162,276.15,268.86,2.71,10%,"11,209,204"
INDIGOPNTS,NSE:INDIGOPNTS,365,PURE FIRST BREAK,0,18-11-2025,13-05-2026,128,1099.7,1029.5,6.82,10%,"48,373,601"
STALLION,NSE:STALLION,365,PURE FIRST BREAK,0,17-10-2025,25-05-2026,116,220.49,200.64,9.89,10%,"47,217,714"
INDIGO,NSE:INDIGO,365,PURE FIRST BREAK,0,24-11-2025,15-06-2026,95,4920.0,4881.5,0.79,10%,"3,603,147,240"
