Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.69,99.46,1.24,24585.3,10-12-2025,98.1,261,0
CAT,NYSE:CAT,DAILY,180d,800.25,791.0,1.17,14304.5,17-12-2025,554.07,254,1
HD,NYSE:HD,DAILY,180d,330.19,327.57,0.8,10355.1,19-05-2026,286.95,101,0
BSX,NYSE:BSX,DAILY,180d,46.84,46.7,0.31,8031.1,15-07-2026,42.2,44,2
CIEN,NYSE:CIEN,DAILY,180d,378.44,373.29,1.38,4987.1,17-12-2025,201.7,254,2
AZN,NYSE:AZN,DAILY,180d,162.7,160.85,1.15,4686.9,20-07-2026,164.06,39,5
GNRC,NYSE:GNRC,DAILY,365d,183.8,181.15,1.46,4465.1,09-04-2025,99.5,506,15
SRE,NYSE:SRE,DAILY,365d,84.31,83.72,0.71,4181.4,07-04-2025,59.64,508,1
CVS,NYSE:CVS,DAILY,180d,93.06,92.03,1.12,3716.0,30-03-2026,68.48,151,0
SHV,NYSE:SHV,DAILY,180d,110.36,108.96,1.29,3509.3,10-12-2025,107.62,261,0
LMT,NYSE:LMT,DAILY,180d,563.85,556.18,1.38,3490.2,10-12-2025,450.54,261,65
DUK,NYSE:DUK,DAILY,365d,120.25,119.53,0.6,3250.4,14-05-2025,105.57,471,28
CRH,NYSE:CRH,DAILY,180d,95.86,95.74,0.12,3203.4,31-07-2026,93.74,28,6
JBL,NYSE:JBL,DAILY,180d,301.45,298.32,1.05,3083.5,18-12-2025,206.6,253,1
TEL,NYSE:TEL,DAILY,180d,202.66,202.5,0.08,2805.6,22-07-2026,189.53,37,2
IR,NYSE:IR,DAILY,180d,78.58,78.1,0.62,2540.0,19-05-2026,68.05,101,0
OTIS,NYSE:OTIS,DAILY,180d,71.74,71.09,0.92,2512.3,01-06-2026,68.74,88,2
FERG,NYSE:FERG,DAILY,365d,228.49,224.86,1.62,2286.5,09-04-2025,142.7,506,2
NOC,NYSE:NOC,DAILY,180d,545.57,541.25,0.8,2143.5,21-07-2026,479.02,38,0
LEN,NYSE:LEN,DAILY,180d,86.33,84.75,1.87,2037.2,23-07-2026,79.83,36,1
PPL,NYSE:PPL,DAILY,550d,34.2,34.04,0.48,1933.4,08-07-2024,25.57,781,0
KEY,NYSE:KEY,DAILY,180d,21.91,21.56,1.64,1663.3,19-03-2026,18.55,162,1
PL,NYSE:PL,DAILY,365d,19.98,19.63,1.76,1647.1,07-04-2025,2.79,508,1
FIS,NYSE:FIS,DAILY,180d,41.44,41.03,1.0,1552.9,22-06-2026,37.42,67,3
GGG,NYSE:GGG,DAILY,180d,79.29,78.31,1.26,1426.0,09-07-2026,72.22,50,0
WSO,NYSE:WSO,DAILY,180d,310.76,309.59,0.38,1293.1,30-07-2026,300.66,29,3
BJ,NYSE:BJ,DAILY,180d,90.6,90.29,0.34,1228.4,22-06-2026,83.21,67,1
BB,NYSE:BB,DAILY,180d,8.16,8.01,1.88,1198.6,30-03-2026,3.12,151,3
TOL,NYSE:TOL,DAILY,180d,146.22,145.5,0.49,1193.7,19-05-2026,122.93,101,2
FHN,NYSE:FHN,DAILY,180d,24.65,24.3,1.44,1120.0,19-03-2026,21.1,162,1
MAA,NYSE:MAA,DAILY,180d,129.61,129.51,0.08,1095.2,27-03-2026,117.48,154,1
ALLY,NYSE:ALLY,DAILY,180d,42.18,42.13,0.12,942.8,12-03-2026,35.43,169,1
CPT,NYSE:CPT,DAILY,180d,106.35,106.31,0.04,924.0,27-03-2026,94.62,154,1
TM,NYSE:TM,DAILY,365d,194.48,191.59,1.51,832.0,07-04-2025,155.0,508,65
PNW,NYSE:PNW,DAILY,180d,97.64,97.05,0.61,735.8,10-12-2025,83.83,261,1
UDR,NYSE:UDR,DAILY,180d,37.12,36.96,0.42,718.6,30-03-2026,32.82,151,0
WPC,NYSE:WPC,DAILY,180d,70.51,70.1,0.58,672.6,22-12-2025,61.29,249,8
PII,NYSE:PII,DAILY,180d,63.78,62.8,1.57,633.6,15-04-2026,46.69,135,0
TU,NYSE:TU,DAILY,180d,9.67,9.48,1.98,594.7,31-07-2026,9.22,28,0
SITE,NYSE:SITE,DAILY,180d,96.39,95.08,1.38,528.8,29-07-2026,90.07,30,1
FBIN,NYSE:FBIN,DAILY,180d,45.5,45.11,0.88,525.3,19-05-2026,31.92,101,3
TXNM,NYSE:TXNM,DAILY,180d,57.64,56.71,1.65,513.7,02-07-2026,55.23,57,0
YUMC,NYSE:YUMC,DAILY,180d,45.02,44.49,1.19,512.9,25-06-2026,39.9,64,0
FSS,NYSE:FSS,DAILY,180d,118.13,117.97,0.13,498.5,01-06-2026,101.07,88,3
FCN,NYSE:FCN,DAILY,180d,153.74,151.23,1.66,483.2,22-06-2026,137.65,67,3
JBND,NYSE:JBND,DAILY,365d,52.68,52.36,0.61,475.8,11-04-2025,48.98,504,3
GTES,NYSE:GTES,DAILY,180d,25.87,25.66,0.83,470.2,30-03-2026,20.88,151,4
BOND,NYSE:BOND,DAILY,365d,90.52,89.53,1.1,462.6,11-04-2025,83.05,504,2
BRX,NYSE:BRX,DAILY,180d,29.17,28.67,1.76,462.0,10-12-2025,24.31,261,0
FTS,NYSE:FTS,DAILY,180d,54.66,54.16,0.92,456.7,10-12-2025,48.77,261,0
CMC,NYSE:CMC,DAILY,180d,67.63,67.42,0.31,435.3,26-03-2026,57.19,155,11
HR,NYSE:HR,DAILY,180d,18.99,18.72,1.45,408.1,29-01-2026,15.71,211,7
KBH,NYSE:KBH,DAILY,180d,54.86,54.15,1.32,396.1,19-05-2026,43.84,101,1
WTM,NYSE:WTM,DAILY,180d,2135.41,2094.11,1.97,392.9,11-06-2026,1987.0,78,0
KRG,NYSE:KRG,DAILY,180d,26.0,25.72,1.08,389.5,10-12-2025,21.72,261,3
CRI,NYSE:CRI,DAILY,365d,33.55,32.97,1.76,355.4,01-08-2025,22.65,392,1
IRT,NYSE:IRT,DAILY,180d,16.31,16.21,0.65,346.6,02-04-2026,14.44,148,3
PUK,NYSE:PUK,DAILY,180d,27.65,27.57,0.28,277.1,09-06-2026,24.61,80,2
ROG,NYSE:ROG,DAILY,180d,125.52,123.9,1.3,272.1,10-12-2025,87.39,261,3
BCO,NYSE:BCO,DAILY,180d,110.97,109.82,1.05,258.1,29-06-2026,90.86,60,2
EVTR,NYSE:EVTR,DAILY,365d,50.14,49.82,0.65,257.8,11-04-2025,46.55,504,1
TNL,NYSE:TNL,DAILY,180d,71.21,70.66,0.77,251.7,04-05-2026,60.74,116,3
RNST,NYSE:RNST,DAILY,180d,41.09,40.34,1.86,241.9,19-03-2026,33.71,162,0
FR,NYSE:FR,DAILY,180d,61.94,61.83,0.17,239.2,20-03-2026,55.73,161,2
VOYG,NYSE:VOYG,DAILY,180d,34.29,33.75,1.61,238.5,30-03-2026,21.68,151,30
TDOC,NYSE:TDOC,DAILY,180d,6.5,6.38,1.9,238.5,12-02-2026,4.4,197,4
EMA,NYSE:EMA,DAILY,365d,49.9,49.44,0.93,233.6,07-04-2025,37.55,508,0
LAC,NYSE:LAC,DAILY,180d,3.07,3.06,0.4,233.5,29-07-2026,2.67,30,3
NJR,NYSE:NJR,DAILY,180d,53.6,52.95,1.22,228.4,10-12-2025,43.64,261,2
ABCB,NYSE:ABCB,DAILY,180d,85.59,84.54,1.25,214.3,19-03-2026,72.85,162,0
AQN,NYSE:AQN,DAILY,365d,5.66,5.64,0.28,208.1,09-04-2025,4.31,506,9
AVEX,NYSE:AVEX,DAILY,180d,17.75,17.41,1.96,191.8,20-07-2026,13.07,39,0
PMMF,NYSE:PMMF,DAILY,180d,100.3,99.15,1.16,189.9,10-12-2025,97.72,261,0
BHE,NYSE:BHE,DAILY,180d,71.31,71.3,0.01,167.4,31-12-2025,42.47,240,0
LION,NYSE:LION,DAILY,180d,11.4,11.34,0.53,165.0,12-12-2025,7.55,259,10
BKE,NYSE:BKE,DAILY,180d,43.43,43.17,0.6,159.2,09-07-2026,40.39,50,2
