Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
MANYAVAR,NSE:MANYAVAR,180,PURE FIRST BREAK,0,10-02-2026,06-04-2026,120,485.9,445.24,9.13,10%,"14,656,933,281"
ALLDIGI,NSE:ALLDIGI,180,PURE FIRST BREAK,0,09-02-2026,08-04-2026,117,814.4,809.89,0.56,10%,"13,521,484"
LT,NSE:LT,180,PURE FIRST BREAK,0,24-02-2026,08-04-2026,118,3990.0,3908.71,2.08,10%,"7,293,648,180"
AHLUCONT,NSE:AHLUCONT,180,PURE FIRST BREAK,0,12-02-2026,15-04-2026,110,833.6,810.11,2.9,10%,"28,029,799"
FIEMIND,NSE:FIEMIND,180,PURE FIRST BREAK,0,11-02-2026,15-04-2026,110,2338.4,2236.07,4.58,10%,"148,373,812"
COLPAL,NSE:COLPAL,180,PURE FIRST BREAK,0,27-02-2026,17-04-2026,108,2077.0,2071.49,0.27,10%,"1,069,914,625"
SMCGLOBAL,NSE:SMCGLOBAL,180,PURE FIRST BREAK,0,11-02-2026,12-06-2026,52,79.94,72.9,9.66,10%,"48,489,287"
SCODATUBES,NSE:SCODATUBES,180,PURE FIRST BREAK,0,11-05-2026,17-06-2026,47,150.82,142.84,5.58,10%,"25,168,089"
NHPC,NSE:NHPC,180,PURE FIRST BREAK,0,29-04-2026,22-06-2026,43,80.5,78.57,2.46,10%,"1,107,100,239"
CCAVENUE,NSE:CCAVENUE,180,PURE FIRST BREAK,0,12-02-2026,24-06-2026,41,16.96,16.26,4.31,10%,"467,278,638"
ABREL,NSE:ABREL,180,PURE FIRST BREAK,0,07-05-2026,01-07-2026,34,1424.1,1379.36,3.24,10%,"93,245,794"
GENUSPOWER,NSE:GENUSPOWER,180,PURE FIRST BREAK,0,24-06-2026,02-07-2026,32,316.0,315.73,0.09,10%,"290,283,604"
JAMNAAUTO,NSE:JAMNAAUTO,180,PURE FIRST BREAK,0,16-02-2026,02-07-2026,33,142.27,135.29,5.16,10%,"550,070,468"
SUDARSCHEM,NSE:SUDARSCHEM,180,PURE FIRST BREAK,0,26-05-2026,10-07-2026,24,1068.3,1010.24,5.75,10%,"450,554,477"
ENTERO,NSE:ENTERO,180,PURE FIRST BREAK,0,25-05-2026,13-07-2026,21,1233.2,1230.1,0.25,10%,"87,501,703"
SAMBHV,NSE:SAMBHV,180,PURE FIRST BREAK,0,11-05-2026,13-07-2026,22,124.73,121.54,2.63,10%,"1,431,791,050"
