Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
BHARTIARTL,NSE:BHARTIARTL,DAILY,180d,1850.7,1830.94,1.08,157707.5,13-05-2026,1740.5,43,11
HEROMOTOCO,NSE:HEROMOTOCO,DAILY,180d,4896.1,4886.01,0.21,62813.4,14-05-2026,4880.0,42,5
TMPV,NSE:TMPV,DAILY,180d,353.2,351.51,0.48,54479.4,30-03-2026,291.88,87,1
ULTRACEMCO,NSE:ULTRACEMCO,DAILY,180d,11489.0,11286.3,1.8,46237.6,23-03-2026,10325.0,94,10
NAUKRI,NSE:NAUKRI,DAILY,180d,978.85,966.63,1.26,42873.2,25-05-2026,908.3,31,0
HINDUNILVR,NSE:HINDUNILVR,DAILY,180d,2174.2,2151.12,1.07,41272.0,02-04-2026,2002.14,84,13
TECHM,NSE:TECHM,DAILY,180d,1437.1,1410.48,1.89,36701.1,09-03-2026,1304.1,108,4
M&MFIN,NSE:M&MFIN,DAILY,180d,328.55,326.88,0.51,32763.7,03-10-2025,269.5,265,35
COALINDIA,NSE:COALINDIA,DAILY,180d,435.4,431.47,0.91,30682.5,30-10-2025,364.48,238,2
MAZDOCK,NSE:MAZDOCK,DAILY,180d,2472.5,2456.23,0.66,23117.6,30-03-2026,2057.4,87,14
JIOFIN,NSE:JIOFIN,DAILY,180d,239.43,237.3,0.9,20742.2,30-03-2026,223.3,87,10
BAJAJFINSV,NSE:BAJAJFINSV,DAILY,180d,1764.6,1734.03,1.76,19553.8,02-04-2026,1597.0,84,8
VMM,NSE:VMM,DAILY,180d,116.39,114.85,1.34,14437.7,23-03-2026,98.77,94,0
MFSL,NSE:MFSL,DAILY,180d,1611.4,1603.83,0.47,10380.3,02-04-2026,1433.6,84,5
BRITANNIA,NSE:BRITANNIA,DAILY,180d,5237.0,5195.6,0.8,10132.4,13-05-2026,5279.5,43,11
HERITGFOOD,NSE:HERITGFOOD,DAILY,180d,336.8,331.7,1.54,9839.7,30-03-2026,292.55,87,30
GODREJCP,NSE:GODREJCP,DAILY,180d,1034.6,1026.38,0.8,9791.5,02-04-2026,962.27,84,14
MPHASIS,NSE:MPHASIS,DAILY,180d,2263.4,2226.69,1.65,8391.8,30-03-2026,2013.0,87,10
VOLTAS,NSE:VOLTAS,DAILY,180d,1302.4,1299.94,0.19,8052.3,02-04-2026,1183.08,84,21
ALKEM,NSE:ALKEM,DAILY,180d,5425.0,5356.49,1.28,7929.1,02-04-2026,5075.0,84,13
IREDA,NSE:IREDA,DAILY,180d,127.47,126.17,1.03,6908.8,30-03-2026,108.08,87,11
DALBHARAT,NSE:DALBHARAT,DAILY,180d,1720.4,1688.88,1.87,6503.9,18-05-2026,1670.21,38,8
JPPOWER,NSE:JPPOWER,DAILY,180d,17.94,17.63,1.75,6406.4,09-03-2026,13.15,108,1
