Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
FTS,NYSE:FTS,180,PURE FIRST BREAK,0,16-03-2026,07-04-2026,94,57.4,56.7,1.24,10%,"17,713,640"
EVR,NYSE:EVR,180,PURE FIRST BREAK,0,16-01-2026,08-04-2026,93,334.75,333.04,0.51,10%,"87,470,175"
FEGE,NYSE:FEGE,180,PURE FIRST BREAK,0,27-02-2026,08-04-2026,93,49.74,49.11,1.28,10%,"13,320,372"
FEOE,NYSE:FEOE,180,PURE FIRST BREAK,0,27-02-2026,08-04-2026,93,53.98,53.0,1.85,10%,"17,732,430"
GBCI,NYSE:GBCI,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,93,51.49,48.28,6.65,10%,"46,814,710"
TFC,NYSE:TFC,180,PURE FIRST BREAK,0,06-02-2026,08-04-2026,93,51.67,49.1,5.22,10%,"311,936,946"
PB,NYSE:PB,180,PURE FIRST BREAK,0,12-02-2026,09-04-2026,92,71.99,69.77,3.18,10%,"71,716,436"
HTGC,NYSE:HTGC,180,PURE FIRST BREAK,0,15-01-2026,15-04-2026,86,16.01,15.29,4.71,10%,"18,723,695"
NATL,NYSE:NATL,180,PURE FIRST BREAK,0,04-03-2026,15-04-2026,86,44.93,44.72,0.47,10%,"21,440,596"
DEO,NYSE:DEO,180,PURE FIRST BREAK,0,24-02-2026,17-04-2026,84,82.03,81.23,0.99,10%,"46,125,468"
DX,NYSE:DX,180,PURE FIRST BREAK,0,28-01-2026,17-04-2026,84,13.15,12.98,1.29,10%,"31,072,134"
KWR,NYSE:KWR,180,PURE FIRST BREAK,0,18-02-2026,17-04-2026,84,148.17,143.17,3.49,10%,"25,885,299"
DNOW,NYSE:DNOW,180,PURE FIRST BREAK,0,11-02-2026,24-04-2026,77,13.05,13.05,0.03,10%,"18,724,140"
STUB,NYSE:STUB,180,PURE FIRST BREAK,0,15-01-2026,18-05-2026,53,11.1,10.15,9.4,10%,"92,720,523"
BURL,NYSE:BURL,180,PURE FIRST BREAK,0,20-04-2026,21-05-2026,50,327.72,322.37,1.66,10%,"171,495,877"
MMM,NYSE:MMM,180,PURE FIRST BREAK,0,12-02-2026,26-05-2026,45,157.52,154.88,1.7,10%,"306,108,624"
A,NYSE:A,180,PURE FIRST BREAK,0,14-01-2026,28-05-2026,43,134.29,125.16,7.3,10%,"292,121,022"
HEI-A,NYSE:HEI-A,180,PURE FIRST BREAK,0,15-01-2026,28-05-2026,43,254.07,240.05,5.84,10%,"34,909,219"
CI,NYSE:CI,180,PURE FIRST BREAK,0,13-05-2026,05-06-2026,35,293.46,288.32,1.78,10%,"223,469,783"
BBT,NYSE:BBT,180,PURE FIRST BREAK,0,17-04-2026,10-06-2026,30,30.19,29.96,0.75,10%,"12,993,776"
