Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.47,99.23,1.25,20788.5,17-12-2025,97.88,261,0
AZO,NYSE:AZO,DAILY,180d,2983.29,2974.46,0.3,11992.8,23-07-2026,2902.2,43,3
PH,NYSE:PH,DAILY,180d,962.59,950.74,1.25,8125.2,01-06-2026,813.37,95,1
GD,NYSE:GD,DAILY,180d,359.39,355.85,1.0,3882.1,28-04-2026,305.43,129,2
DUK,NYSE:DUK,DAILY,365d,120.22,119.53,0.57,3857.3,14-05-2025,105.57,478,28
SHW,NYSE:SHW,DAILY,180d,333.71,329.87,1.16,3262.7,02-06-2026,289.19,94,4
UPS,NYSE:UPS,DAILY,180d,102.29,101.6,0.68,3177.5,27-03-2026,91.05,161,7
XPO,NYSE:XPO,DAILY,180d,193.1,191.13,1.03,2665.4,19-12-2025,134.61,259,3
SHV,NYSE:SHV,DAILY,180d,110.13,108.71,1.3,2625.3,17-12-2025,107.38,261,0
DOV,NYSE:DOV,DAILY,365d,192.88,190.89,1.04,2620.1,07-04-2025,140.78,515,27
YUM,NYSE:YUM,DAILY,180d,150.71,148.68,1.37,2446.3,21-07-2026,144.64,45,4
SRE,NYSE:SRE,DAILY,365d,84.04,83.68,0.44,2273.8,07-04-2025,59.64,515,1
HDB,NYSE:HDB,DAILY,180d,23.18,23.12,0.24,1980.8,23-07-2026,22.66,43,5
NVR,NYSE:NVR,DAILY,180d,6298.85,6251.75,0.75,1858.2,15-05-2026,5501.01,112,2
LEU,NYSE:LEU,DAILY,180d,173.89,170.93,1.73,1740.5,17-07-2026,142.13,49,2
SPG,NYSE:SPG,DAILY,180d,209.44,208.97,0.23,1735.6,24-03-2026,175.95,164,0
HEI,NYSE:HEI,DAILY,180d,325.48,322.85,0.82,1554.2,29-04-2026,256.02,128,0
PFGC,NYSE:PFGC,DAILY,180d,98.63,98.34,0.29,1256.4,20-03-2026,80.82,168,0
WPC,NYSE:WPC,DAILY,180d,70.38,70.1,0.4,1199.4,22-12-2025,61.29,256,8
WCN,NYSE:WCN,DAILY,180d,164.87,161.66,1.99,1118.1,02-06-2026,146.58,94,0
GGG,NYSE:GGG,DAILY,180d,77.88,77.77,0.14,1038.3,09-07-2026,72.22,57,3
MUSA,NYSE:MUSA,DAILY,180d,511.33,508.65,0.53,1011.4,11-02-2026,358.79,205,1
STLA,NYSE:STLA,DAILY,180d,5.56,5.47,1.7,903.0,09-07-2026,5.25,57,18
ACM,NYSE:ACM,DAILY,180d,66.58,66.42,0.24,865.6,08-07-2026,66.28,58,13
CPT,NYSE:CPT,DAILY,365d,105.69,103.89,1.74,857.3,29-10-2025,94.3,310,27
UDR,NYSE:UDR,DAILY,365d,36.38,36.15,0.64,840.9,03-11-2025,31.91,305,27
TXNM,NYSE:TXNM,DAILY,180d,58.0,56.9,1.93,717.6,02-07-2026,55.23,64,0
INVH,NYSE:INVH,DAILY,180d,28.39,27.99,1.42,716.4,20-03-2026,23.72,168,0
SIG,NYSE:SIG,DAILY,180d,85.3,84.82,0.57,687.5,19-05-2026,71.34,108,13
TE,NYSE:TE,DAILY,180d,4.6,4.6,0.01,681.7,30-07-2026,3.49,36,5
HEI-A,NYSE:HEI-A,DAILY,365d,240.18,236.95,1.36,675.6,07-04-2025,180.1,515,58
